"","msa.fips","year","total.personal.income"
"new.row.13501","16700",1970,1277027
"new.row.13502","16700",1971,1380875
"new.row.13503","16700",1972,1513886
"new.row.13504","16700",1973,1673681
"new.row.13505","16700",1974,1952307
"new.row.13506","16700",1975,2206936
"new.row.13507","16700",1976,2448374
"new.row.13508","16700",1977,2638492
"new.row.13509","16700",1978,2995067
"new.row.13510","16700",1979,3355536
"new.row.13511","16700",1980,3787796
"new.row.13512","16700",1981,4297900
"new.row.13513","16700",1982,4647618
"new.row.13514","16700",1983,5012738
"new.row.13515","16700",1984,5540099
"new.row.13516","16700",1985,5906714
"new.row.13517","16700",1986,6329150
"new.row.13518","16700",1987,6759999
"new.row.13519","16700",1988,7286983
"new.row.13520","16700",1989,7908746
"new.row.13521","16700",1990,8600336
"new.row.13522","16700",1991,8957593
"new.row.13523","16700",1992,9414076
"new.row.13524","16700",1993,9766143
"new.row.13525","16700",1994,9991185
"new.row.13526","16700",1995,10187696
"new.row.13527","16700",1996,10675877
"new.row.13528","16700",1997,11412568
"new.row.13529","16700",1998,12432772
"new.row.13530","16700",1999,13348386
"new.row.13531","16700",2000,14499840
"new.row.13532","16700",2001,15054067
"new.row.13533","16700",2002,15781566
"new.row.13534","16700",2003,16533930
"new.row.13535","16700",2004,17776393
"new.row.13536","16700",2005,19359069
"new.row.13537","16700",2006,21067560
"new.row.13538","16700",2007,22592593
"new.row.13539","16700",2008,23857183
"new.row.13540","16700",2009,24137485
"new.row.13541","16700",2010,24817777
"new.row.13542","16700",2011,26306568
"new.row.13543","16700",2012,28418507
"new.row.13544","16700",2013,29167420
"new.row.13545","17900",1969,1304656
"new.row.13546","17900",1970,1453738
"new.row.13547","17900",1971,1611049
"new.row.13548","17900",1972,1816970
"new.row.13549","17900",1973,2055465
"new.row.13550","17900",1974,2353467
"new.row.13551","17900",1975,2596856
"new.row.13552","17900",1976,2844358
"new.row.13553","17900",1977,3102716
"new.row.13554","17900",1978,3458845
"new.row.13555","17900",1979,3885229
"new.row.13556","17900",1980,4323669
"new.row.13557","17900",1981,4832139
"new.row.13558","17900",1982,5174601
"new.row.13559","17900",1983,5665477
"new.row.13560","17900",1984,6283562
"new.row.13561","17900",1985,6783213
"new.row.13562","17900",1986,7301093
"new.row.13563","17900",1987,7811626
"new.row.13564","17900",1988,8442726
"new.row.13565","17900",1989,9151742
"new.row.13566","17900",1990,9727002
"new.row.13567","17900",1991,10192524
"new.row.13568","17900",1992,10805279
"new.row.13569","17900",1993,11319345
"new.row.13570","17900",1994,12046447
"new.row.13571","17900",1995,12840445
"new.row.13572","17900",1996,13791350
"new.row.13573","17900",1997,14634453
"new.row.13574","17900",1998,15950710
"new.row.13575","17900",1999,16768321
"new.row.13576","17900",2000,18034787
"new.row.13577","17900",2001,18607867
"new.row.13578","17900",2002,19129339
"new.row.13579","17900",2003,19883551
"new.row.13580","17900",2004,21092825
"new.row.13581","17900",2005,22321653
"new.row.13582","17900",2006,24261879
"new.row.13583","17900",2007,25598516
"new.row.13584","17900",2008,26604626
"new.row.13585","17900",2009,26449805
"new.row.13586","17900",2010,26798722
"new.row.13587","17900",2011,27982447
"new.row.13588","17900",2012,29139851
"new.row.13589","17900",2013,29934146
"new.row.13590","22500",1969,370260
"new.row.13591","22500",1970,405461
"new.row.13592","22500",1971,444431
"new.row.13593","22500",1972,500450
"new.row.13594","22500",1973,575196
"new.row.13595","22500",1974,672952
"new.row.13596","22500",1975,712562
"new.row.13597","22500",1976,789515
"new.row.13598","22500",1977,867138
"new.row.13599","22500",1978,990440
"new.row.13600","22500",1979,1094746
"new.row.13601","22500",1980,1216995
"new.row.13602","22500",1981,1391667
"new.row.13603","22500",1982,1453764
"new.row.13604","22500",1983,1549694
"new.row.13605","22500",1984,1727102
"new.row.13606","22500",1985,1823423
"new.row.13607","22500",1986,1917829
"new.row.13608","22500",1987,2055245
"new.row.13609","22500",1988,2241080
"new.row.13610","22500",1989,2465268
"new.row.13611","22500",1990,2637155
"new.row.13612","22500",1991,2807765
"new.row.13613","22500",1992,3004249
"new.row.13614","22500",1993,3166186
"new.row.13615","22500",1994,3343676
"new.row.13616","22500",1995,3502219
"new.row.13617","22500",1996,3747679
"new.row.13618","22500",1997,3923381
"new.row.13619","22500",1998,4164636
"new.row.13620","22500",1999,4324247
"new.row.13621","22500",2000,4624357
"new.row.13622","22500",2001,4827496
"new.row.13623","22500",2002,4957324
"new.row.13624","22500",2003,5133877
"new.row.13625","22500",2004,5397162
"new.row.13626","22500",2005,5618979
"new.row.13627","22500",2006,6061924
"new.row.13628","22500",2007,6336069
"new.row.13629","22500",2008,6568734
"new.row.13630","22500",2009,6451126
"new.row.13631","22500",2010,6558731
"new.row.13632","22500",2011,6843413
"new.row.13633","22500",2012,6979330
"new.row.13634","22500",2013,7146143
"new.row.13635","24860",1969,1394358
"new.row.13636","24860",1970,1515572
"new.row.13637","24860",1971,1660494
"new.row.13638","24860",1972,1878303
"new.row.13639","24860",1973,2151361
"new.row.13640","24860",1974,2424484
"new.row.13641","24860",1975,2579020
"new.row.13642","24860",1976,2899361
"new.row.13643","24860",1977,3210919
"new.row.13644","24860",1978,3616261
"new.row.13645","24860",1979,4075457
"new.row.13646","24860",1980,4609576
"new.row.13647","24860",1981,5137773
"new.row.13648","24860",1982,5428836
"new.row.13649","24860",1983,5893478
"new.row.13650","24860",1984,6517511
"new.row.13651","24860",1985,7007942
"new.row.13652","24860",1986,7523126
"new.row.13653","24860",1987,8118814
"new.row.13654","24860",1988,8954200
"new.row.13655","24860",1989,9676867
"new.row.13656","24860",1990,10449954
"new.row.13657","24860",1991,10784845
"new.row.13658","24860",1992,11496407
"new.row.13659","24860",1993,12233619
"new.row.13660","24860",1994,13103324
"new.row.13661","24860",1995,14146276
"new.row.13662","24860",1996,15061758
"new.row.13663","24860",1997,15968868
"new.row.13664","24860",1998,17259943
"new.row.13665","24860",1999,18035388
"new.row.13666","24860",2000,19406838
"new.row.13667","24860",2001,20049412
"new.row.13668","24860",2002,20200346
"new.row.13669","24860",2003,20659494
"new.row.13670","24860",2004,21632472
"new.row.13671","24860",2005,22810190
"new.row.13672","24860",2006,24677004
"new.row.13673","24860",2007,26413171
"new.row.13674","24860",2008,27523939
"new.row.13675","24860",2009,26798695
"new.row.13676","24860",2010,27501661
"new.row.13677","24860",2011,28925814
"new.row.13678","24860",2012,30228514
"new.row.13679","24860",2013,31081499
"new.row.13680","25940",1969,236458
"new.row.13681","25940",1970,266378
"new.row.13682","25940",1971,269951
"new.row.13683","25940",1972,325804
"new.row.13684","25940",1973,364596
"new.row.13685","25940",1974,392784
"new.row.13686","25940",1975,434437
"new.row.13687","25940",1976,511899
"new.row.13688","25940",1977,556446
"new.row.13689","25940",1978,618959
"new.row.13690","25940",1979,696972
"new.row.13691","25940",1980,793616
"new.row.13692","25940",1981,954332
"new.row.13693","25940",1982,1010599
"new.row.13694","25940",1983,1067356
"new.row.13695","25940",1984,1231148
"new.row.13696","25940",1985,1353128
"new.row.13697","25940",1986,1475323
"new.row.13698","25940",1987,1559392
"new.row.13699","25940",1988,1675510
"new.row.13700","25940",1989,1834937
"new.row.13701","25940",1990,2027872
"new.row.13702","25940",1991,2109173
"new.row.13703","25940",1992,2327725
"new.row.13704","25940",1993,2482796
"new.row.13705","25940",1994,2730938
"new.row.13706","25940",1995,2921244
"new.row.13707","25940",1996,3211238
"new.row.13708","25940",1997,3543811
"new.row.13709","25940",1998,3909074
"new.row.13710","25940",1999,4194160
"new.row.13711","25940",2000,4501716
"new.row.13712","25940",2001,4739860
"new.row.13713","25940",2002,4952032
"new.row.13714","25940",2003,5198856
"new.row.13715","25940",2004,5732287
"new.row.13716","25940",2005,6214340
"new.row.13717","25940",2006,6958007
"new.row.13718","25940",2007,7322743
"new.row.13719","25940",2008,7467367
"new.row.13720","25940",2009,7340627
"new.row.13721","25940",2010,7123681
"new.row.13722","25940",2011,7578587
"new.row.13723","25940",2012,8091189
"new.row.13724","25940",2013,8268664
"new.row.13725","43900",1969,593775
"new.row.13726","43900",1970,646100
"new.row.13727","43900",1971,708536
"new.row.13728","43900",1972,792059
"new.row.13729","43900",1973,903190
"new.row.13730","43900",1974,998949
"new.row.13731","43900",1975,1086183
"new.row.13732","43900",1976,1222795
"new.row.13733","43900",1977,1322387
"new.row.13734","43900",1978,1491945
"new.row.13735","43900",1979,1665146
"new.row.13736","43900",1980,1876430
"new.row.13737","43900",1981,2086686
"new.row.13738","43900",1982,2178385
"new.row.13739","43900",1983,2362460
"new.row.13740","43900",1984,2632250
"new.row.13741","43900",1985,2803653
"new.row.13742","43900",1986,2979771
"new.row.13743","43900",1987,3211607
"new.row.13744","43900",1988,3512740
"new.row.13745","43900",1989,3784630
"new.row.13746","43900",1990,4050417
"new.row.13747","43900",1991,4210970
"new.row.13748","43900",1992,4460018
"new.row.13749","43900",1993,4757940
"new.row.13750","43900",1994,5022240
"new.row.13751","43900",1995,5319380
"new.row.13752","43900",1996,5601551
"new.row.13753","43900",1997,5880303
"new.row.13754","43900",1998,6151168
"new.row.13755","43900",1999,6509853
"new.row.13756","43900",2000,6946066
"new.row.13757","43900",2001,7158132
"new.row.13758","43900",2002,7372962
"new.row.13759","43900",2003,7454073
"new.row.13760","43900",2004,7783754
"new.row.13761","43900",2005,8160710
"new.row.13762","43900",2006,8680875
"new.row.13763","43900",2007,9166211
"new.row.13764","43900",2008,9746281
"new.row.13765","43900",2009,9539818
"new.row.13766","43900",2010,9646327
"new.row.13767","43900",2011,10039639
"new.row.13768","43900",2012,10620431
"new.row.13769","43900",2013,10858722
"new.row.13770","44940",1969,209992
"new.row.13771","44940",1970,236197
"new.row.13772","44940",1971,256823
"new.row.13773","44940",1972,288217
"new.row.13774","44940",1973,312778
"new.row.13775","44940",1974,347550
"new.row.13776","44940",1975,381855
"new.row.13777","44940",1976,417773
"new.row.13778","44940",1977,453535
"new.row.13779","44940",1978,512166
"new.row.13780","44940",1979,561960
"new.row.13781","44940",1980,617042
"new.row.13782","44940",1981,682227
"new.row.13783","44940",1982,740481
"new.row.13784","44940",1983,800821
"new.row.13785","44940",1984,904216
"new.row.13786","44940",1985,969515
"new.row.13787","44940",1986,1021873
"new.row.13788","44940",1987,1094075
"new.row.13789","44940",1988,1173681
"new.row.13790","44940",1989,1277876
"new.row.13791","44940",1990,1408271
"new.row.13792","44940",1991,1452801
"new.row.13793","44940",1992,1548793
"new.row.13794","44940",1993,1613817
"new.row.13795","44940",1994,1712487
"new.row.13796","44940",1995,1785682
"new.row.13797","44940",1996,1873989
"new.row.13798","44940",1997,1966372
"new.row.13799","44940",1998,2052454
"new.row.13800","44940",1999,2143738
"new.row.13801","44940",2000,2250821
"new.row.13802","44940",2001,2297261
"new.row.13803","44940",2002,2423102
"new.row.13804","44940",2003,2521872
"new.row.13805","44940",2004,2675965
"new.row.13806","44940",2005,2773931
"new.row.13807","44940",2006,2930000
"new.row.13808","44940",2007,3072210
"new.row.13809","44940",2008,3199049
"new.row.13810","44940",2009,3172493
"new.row.13811","44940",2010,3209224
"new.row.13812","44940",2011,3397826
"new.row.13813","44940",2012,3535453
"new.row.13814","44940",2013,3601548
"new.row.13815","39660",1969,281705
"new.row.13816","39660",1970,321858
"new.row.13817","39660",1971,362677
"new.row.13818","39660",1972,416667
"new.row.13819","39660",1973,475219
"new.row.13820","39660",1974,506326
"new.row.13821","39660",1975,566752
"new.row.13822","39660",1976,621524
"new.row.13823","39660",1977,687509
"new.row.13824","39660",1978,795894
"new.row.13825","39660",1979,886661
"new.row.13826","39660",1980,940149
"new.row.13827","39660",1981,1030419
"new.row.13828","39660",1982,1112971
"new.row.13829","39660",1983,1192539
"new.row.13830","39660",1984,1314896
"new.row.13831","39660",1985,1364336
"new.row.13832","39660",1986,1442624
"new.row.13833","39660",1987,1528497
"new.row.13834","39660",1988,1606886
"new.row.13835","39660",1989,1724948
"new.row.13836","39660",1990,1863257
"new.row.13837","39660",1991,1973224
"new.row.13838","39660",1992,2133121
"new.row.13839","39660",1993,2240308
"new.row.13840","39660",1994,2326280
"new.row.13841","39660",1995,2460841
"new.row.13842","39660",1996,2535310
"new.row.13843","39660",1997,2644351
"new.row.13844","39660",1998,2866025
"new.row.13845","39660",1999,3053926
"new.row.13846","39660",2000,3238674
"new.row.13847","39660",2001,3436370
"new.row.13848","39660",2002,3618618
"new.row.13849","39660",2003,3842040
"new.row.13850","39660",2004,4086932
"new.row.13851","39660",2005,4234043
"new.row.13852","39660",2006,4445857
"new.row.13853","39660",2007,4751536
"new.row.13854","39660",2008,5003202
"new.row.13855","39660",2009,4996654
"new.row.13856","39660",2010,5343795
"new.row.13857","39660",2011,5611856
"new.row.13858","39660",2012,5935158
"new.row.13859","39660",2013,6000607
"new.row.13860","43620",1969,435603
"new.row.13861","43620",1970,465838
"new.row.13862","43620",1971,510235
"new.row.13863","43620",1972,578044
"new.row.13864","43620",1973,692464
"new.row.13865","43620",1974,751010
"new.row.13866","43620",1975,840755
"new.row.13867","43620",1976,884174
"new.row.13868","43620",1977,1008613
"new.row.13869","43620",1978,1180467
"new.row.13870","43620",1979,1298711
"new.row.13871","43620",1980,1361857
"new.row.13872","43620",1981,1574473
"new.row.13873","43620",1982,1646932
"new.row.13874","43620",1983,1752924
"new.row.13875","43620",1984,1941770
"new.row.13876","43620",1985,2061845
"new.row.13877","43620",1986,2158528
"new.row.13878","43620",1987,2286577
"new.row.13879","43620",1988,2476021
"new.row.13880","43620",1989,2668115
"new.row.13881","43620",1990,2942613
"new.row.13882","43620",1991,3115541
"new.row.13883","43620",1992,3377748
"new.row.13884","43620",1993,3517349
"new.row.13885","43620",1994,3895106
"new.row.13886","43620",1995,4050157
"new.row.13887","43620",1996,4449146
"new.row.13888","43620",1997,4608640
"new.row.13889","43620",1998,5039155
"new.row.13890","43620",1999,5421162
"new.row.13891","43620",2000,5881685
"new.row.13892","43620",2001,6256422
"new.row.13893","43620",2002,6586375
"new.row.13894","43620",2003,6923795
"new.row.13895","43620",2004,7365276
"new.row.13896","43620",2005,7785290
"new.row.13897","43620",2006,8264873
"new.row.13898","43620",2007,8852843
"new.row.13899","43620",2008,9513734
"new.row.13900","43620",2009,9500533
"new.row.13901","43620",2010,9983818
"new.row.13902","43620",2011,10624166
"new.row.13903","43620",2012,11509314
"new.row.13904","43620",2013,11909229
"new.row.13905","17420",1969,177467
"new.row.13906","17420",1970,194792
"new.row.13907","17420",1971,219013
"new.row.13908","17420",1972,249955
"new.row.13909","17420",1973,288949
"new.row.13910","17420",1974,306128
"new.row.13911","17420",1975,328648
"new.row.13912","17420",1976,372355
"new.row.13913","17420",1977,404375
"new.row.13914","17420",1978,462070
"new.row.13915","17420",1979,523076
"new.row.13916","17420",1980,598904
"new.row.13917","17420",1981,677897
"new.row.13918","17420",1982,722996
"new.row.13919","17420",1983,796853
"new.row.13920","17420",1984,883993
"new.row.13921","17420",1985,947287
"new.row.13922","17420",1986,1012319
"new.row.13923","17420",1987,1099852
"new.row.13924","17420",1988,1185014
"new.row.13925","17420",1989,1299174
"new.row.13926","17420",1990,1361542
"new.row.13927","17420",1991,1433358
"new.row.13928","17420",1992,1583847
"new.row.13929","17420",1993,1643901
"new.row.13930","17420",1994,1754220
"new.row.13931","17420",1995,1845598
"new.row.13932","17420",1996,1984526
"new.row.13933","17420",1997,2144227
"new.row.13934","17420",1998,2327564
"new.row.13935","17420",1999,2403369
"new.row.13936","17420",2000,2456423
"new.row.13937","17420",2001,2596966
"new.row.13938","17420",2002,2622371
"new.row.13939","17420",2003,2749348
"new.row.13940","17420",2004,2916788
"new.row.13941","17420",2005,2988877
"new.row.13942","17420",2006,3091703
"new.row.13943","17420",2007,3246309
"new.row.13944","17420",2008,3382926
"new.row.13945","17420",2009,3353827
"new.row.13946","17420",2010,3473120
"new.row.13947","17420",2011,3688881
"new.row.13948","17420",2012,4031075
"new.row.13949","17420",2013,4123064
"new.row.13950","27180",1969,240859
"new.row.13951","27180",1970,269682
"new.row.13952","27180",1971,300940
"new.row.13953","27180",1972,334656
"new.row.13954","27180",1973,379789
"new.row.13955","27180",1974,417311
"new.row.13956","27180",1975,462062
"new.row.13957","27180",1976,511242
"new.row.13958","27180",1977,567258
"new.row.13959","27180",1978,627052
"new.row.13960","27180",1979,681628
"new.row.13961","27180",1980,735375
"new.row.13962","27180",1981,808268
"new.row.13963","27180",1982,856411
"new.row.13964","27180",1983,920292
"new.row.13965","27180",1984,1043340
"new.row.13966","27180",1985,1098768
"new.row.13967","27180",1986,1176022
"new.row.13968","27180",1987,1276072
"new.row.13969","27180",1988,1374750
"new.row.13970","27180",1989,1472507
"new.row.13971","27180",1990,1632921
"new.row.13972","27180",1991,1680946
"new.row.13973","27180",1992,1865833
"new.row.13974","27180",1993,1966274
"new.row.13975","27180",1994,2136651
"new.row.13976","27180",1995,2262597
"new.row.13977","27180",1996,2392658
"new.row.13978","27180",1997,2565535
"new.row.13979","27180",1998,2785634
"new.row.13980","27180",1999,2914644
"new.row.13981","27180",2000,3157031
"new.row.13982","27180",2001,3137169
"new.row.13983","27180",2002,3227215
"new.row.13984","27180",2003,3380838
"new.row.13985","27180",2004,3534517
"new.row.13986","27180",2005,3674687
"new.row.13987","27180",2006,3829263
"new.row.13988","27180",2007,4008748
"new.row.13989","27180",2008,4174639
"new.row.13990","27180",2009,4152658
"new.row.13991","27180",2010,4295613
"new.row.13992","27180",2011,4601777
"new.row.13993","27180",2012,4845341
"new.row.13994","27180",2013,4943873
"new.row.13995","27740",1969,361879
"new.row.13996","27740",1970,398991
"new.row.13997","27740",1971,441788
"new.row.13998","27740",1972,494120
"new.row.13999","27740",1973,559960
"new.row.14000","27740",1974,617840
"new.row.14001","27740",1975,655699
"new.row.14002","27740",1976,726188
"new.row.14003","27740",1977,799726
"new.row.14004","27740",1978,915966
"new.row.14005","27740",1979,1030041
"new.row.14006","27740",1980,1168614
"new.row.14007","27740",1981,1311802
"new.row.14008","27740",1982,1372878
"new.row.14009","27740",1983,1467841
"new.row.14010","27740",1984,1599915
"new.row.14011","27740",1985,1688312
"new.row.14012","27740",1986,1807394
"new.row.14013","27740",1987,1917028
"new.row.14014","27740",1988,2060144
"new.row.14015","27740",1989,2228444
"new.row.14016","27740",1990,2402837
"new.row.14017","27740",1991,2533158
"new.row.14018","27740",1992,2749606
"new.row.14019","27740",1993,2879357
"new.row.14020","27740",1994,2987340
"new.row.14021","27740",1995,3183263
"new.row.14022","27740",1996,3370657
"new.row.14023","27740",1997,3578132
"new.row.14024","27740",1998,3816181
"new.row.14025","27740",1999,3896466
"new.row.14026","27740",2000,4169191
"new.row.14027","27740",2001,4331193
"new.row.14028","27740",2002,4446844
"new.row.14029","27740",2003,4628911
"new.row.14030","27740",2004,4985314
"new.row.14031","27740",2005,5185045
"new.row.14032","27740",2006,5512858
"new.row.14033","27740",2007,5886594
"new.row.14034","27740",2008,6129138
"new.row.14035","27740",2009,6157474
"new.row.14036","27740",2010,6359977
"new.row.14037","27740",2011,6735913
"new.row.14038","27740",2012,6987730
"new.row.14039","27740",2013,7041570
"new.row.14040","28700",1969,704880
"new.row.14041","28700",1970,756492
"new.row.14042","28700",1971,815869
"new.row.14043","28700",1972,905586
"new.row.14044","28700",1973,1019775
"new.row.14045","28700",1974,1142344
"new.row.14046","28700",1975,1246922
"new.row.14047","28700",1976,1396007
"new.row.14048","28700",1977,1555532
"new.row.14049","28700",1978,1764503
"new.row.14050","28700",1979,1941465
"new.row.14051","28700",1980,2123334
"new.row.14052","28700",1981,2415777
"new.row.14053","28700",1982,2561377
"new.row.14054","28700",1983,2709332
"new.row.14055","28700",1984,2914965
"new.row.14056","28700",1985,3148170
"new.row.14057","28700",1986,3327267
"new.row.14058","28700",1987,3498742
"new.row.14059","28700",1988,3775628
"new.row.14060","28700",1989,4047882
"new.row.14061","28700",1990,4361775
"new.row.14062","28700",1991,4610015
"new.row.14063","28700",1992,4917780
"new.row.14064","28700",1993,5076850
"new.row.14065","28700",1994,5233371
"new.row.14066","28700",1995,5571905
"new.row.14067","28700",1996,5876031
"new.row.14068","28700",1997,6107484
"new.row.14069","28700",1998,6407623
"new.row.14070","28700",1999,6718631
"new.row.14071","28700",2000,7098537
"new.row.14072","28700",2001,7382132
"new.row.14073","28700",2002,7559735
"new.row.14074","28700",2003,7797111
"new.row.14075","28700",2004,8126956
"new.row.14076","28700",2005,8368834
"new.row.14077","28700",2006,8924525
"new.row.14078","28700",2007,9409771
"new.row.14079","28700",2008,9767422
"new.row.14080","28700",2009,9671292
"new.row.14081","28700",2010,9845558
"new.row.14082","28700",2011,10470220
"new.row.14083","28700",2012,10844771
"new.row.14084","28700",2013,10871345
"new.row.14085","28940",1969,1532974
"new.row.14086","28940",1970,1679179
"new.row.14087","28940",1971,1851167
"new.row.14088","28940",1972,2049381
"new.row.14089","28940",1973,2304790
"new.row.14090","28940",1974,2588291
"new.row.14091","28940",1975,2912975
"new.row.14092","28940",1976,3291698
"new.row.14093","28940",1977,3688159
"new.row.14094","28940",1978,4215950
"new.row.14095","28940",1979,4732557
"new.row.14096","28940",1980,5264418
"new.row.14097","28940",1981,5882800
"new.row.14098","28940",1982,6326800
"new.row.14099","28940",1983,6682501
"new.row.14100","28940",1984,7300137
"new.row.14101","28940",1985,7731023
"new.row.14102","28940",1986,8168492
"new.row.14103","28940",1987,8824458
"new.row.14104","28940",1988,9696151
"new.row.14105","28940",1989,10248016
"new.row.14106","28940",1990,11023450
"new.row.14107","28940",1991,11604577
"new.row.14108","28940",1992,12588381
"new.row.14109","28940",1993,13431359
"new.row.14110","28940",1994,14086883
"new.row.14111","28940",1995,14981797
"new.row.14112","28940",1996,15667368
"new.row.14113","28940",1997,16538570
"new.row.14114","28940",1998,18063710
"new.row.14115","28940",1999,18602355
"new.row.14116","28940",2000,20155149
"new.row.14117","28940",2001,20695009
"new.row.14118","28940",2002,21238472
"new.row.14119","28940",2003,22090115
"new.row.14120","28940",2004,23286398
"new.row.14121","28940",2005,24322439
"new.row.14122","28940",2006,25909704
"new.row.14123","28940",2007,27155768
"new.row.14124","28940",2008,28395251
"new.row.14125","28940",2009,28120511
"new.row.14126","28940",2010,29116021
"new.row.14127","28940",2011,30839552
"new.row.14128","28940",2012,32225268
"new.row.14129","28940",2013,32834291
"new.row.14130","34100",1969,168704
"new.row.14131","34100",1970,179260
"new.row.14132","34100",1971,204359
"new.row.14133","34100",1972,238047
"new.row.14134","34100",1973,270911
"new.row.14135","34100",1974,293681
"new.row.14136","34100",1975,310062
"new.row.14137","34100",1976,350266
"new.row.14138","34100",1977,391083
"new.row.14139","34100",1978,448589
"new.row.14140","34100",1979,500727
"new.row.14141","34100",1980,546419
"new.row.14142","34100",1981,602809
"new.row.14143","34100",1982,644550
"new.row.14144","34100",1983,699146
"new.row.14145","34100",1984,779987
"new.row.14146","34100",1985,818152
"new.row.14147","34100",1986,869017
"new.row.14148","34100",1987,937553
"new.row.14149","34100",1988,1030495
"new.row.14150","34100",1989,1142322
"new.row.14151","34100",1990,1236194
"new.row.14152","34100",1991,1297315
"new.row.14153","34100",1992,1431380
"new.row.14154","34100",1993,1528348
"new.row.14155","34100",1994,1597758
"new.row.14156","34100",1995,1716273
"new.row.14157","34100",1996,1813892
"new.row.14158","34100",1997,1970154
"new.row.14159","34100",1998,2157696
"new.row.14160","34100",1999,2254755
"new.row.14161","34100",2000,2362312
"new.row.14162","34100",2001,2490673
"new.row.14163","34100",2002,2512404
"new.row.14164","34100",2003,2616633
"new.row.14165","34100",2004,2723149
"new.row.14166","34100",2005,2784538
"new.row.14167","34100",2006,2929080
"new.row.14168","34100",2007,3084854
"new.row.14169","34100",2008,3194064
"new.row.14170","34100",2009,3187939
"new.row.14171","34100",2010,3274883
"new.row.14172","34100",2011,3452021
"new.row.14173","34100",2012,3523939
"new.row.14174","34100",2013,3574180
"new.row.14175","34980",1969,2698299
"new.row.14176","34980",1970,2871920
"new.row.14177","34980",1971,3126955
"new.row.14178","34980",1972,3517251
"new.row.14179","34980",1973,4010013
"new.row.14180","34980",1974,4470713
"new.row.14181","34980",1975,4838237
"new.row.14182","34980",1976,5455489
"new.row.14183","34980",1977,6137508
"new.row.14184","34980",1978,7032232
"new.row.14185","34980",1979,7894584
"new.row.14186","34980",1980,8722741
"new.row.14187","34980",1981,9834278
"new.row.14188","34980",1982,10525633
"new.row.14189","34980",1983,11354359
"new.row.14190","34980",1984,12849808
"new.row.14191","34980",1985,14122284
"new.row.14192","34980",1986,15454945
"new.row.14193","34980",1987,16760204
"new.row.14194","34980",1988,18156505
"new.row.14195","34980",1989,19347266
"new.row.14196","34980",1990,20552687
"new.row.14197","34980",1991,21772516
"new.row.14198","34980",1992,24137654
"new.row.14199","34980",1993,26003344
"new.row.14200","34980",1994,28076894
"new.row.14201","34980",1995,30628625
"new.row.14202","34980",1996,32540030
"new.row.14203","34980",1997,34689739
"new.row.14204","34980",1998,38853031
"new.row.14205","34980",1999,41141761
"new.row.14206","34980",2000,44784067
"new.row.14207","34980",2001,45939796
"new.row.14208","34980",2002,47578917
"new.row.14209","34980",2003,49395042
"new.row.14210","34980",2004,53164109
"new.row.14211","34980",2005,55258855
"new.row.14212","34980",2006,59450088
"new.row.14213","34980",2007,62129652
"new.row.14214","34980",2008,65463745
"new.row.14215","34980",2009,65125633
"new.row.14216","34980",2010,67994746
"new.row.14217","34980",2011,72161012
"new.row.14218","34980",2012,78060743
"new.row.14219","34980",2013,80440009
"new.row.14220","10180",1969,395971
"new.row.14221","10180",1970,443561
"new.row.14222","10180",1971,474234
"new.row.14223","10180",1972,539294
"new.row.14224","10180",1973,579305
"new.row.14225","10180",1974,653309
"new.row.14226","10180",1975,767316
"new.row.14227","10180",1976,847447
"new.row.14228","10180",1977,920462
"new.row.14229","10180",1978,1057503
"new.row.14230","10180",1979,1205685
"new.row.14231","10180",1980,1392378
"new.row.14232","10180",1981,1678049
"new.row.14233","10180",1982,1794872
"new.row.14234","10180",1983,1872098
"new.row.14235","10180",1984,1994412
"new.row.14236","10180",1985,2118401
"new.row.14237","10180",1986,2109959
"new.row.14238","10180",1987,2080216
"new.row.14239","10180",1988,2172339
"new.row.14240","10180",1989,2259072
"new.row.14241","10180",1990,2313989
"new.row.14242","10180",1991,2376433
"new.row.14243","10180",1992,2538036
"new.row.14244","10180",1993,2663665
"new.row.14245","10180",1994,2722081
"new.row.14246","10180",1995,2918059
"new.row.14247","10180",1996,3109606
"new.row.14248","10180",1997,3329032
"new.row.14249","10180",1998,3490073
"new.row.14250","10180",1999,3639311
"new.row.14251","10180",2000,3741391
"new.row.14252","10180",2001,3826121
"new.row.14253","10180",2002,3957936
"new.row.14254","10180",2003,4181505
"new.row.14255","10180",2004,4363728
"new.row.14256","10180",2005,4588171
"new.row.14257","10180",2006,4863397
"new.row.14258","10180",2007,5211004
"new.row.14259","10180",2008,5811434
"new.row.14260","10180",2009,5465772
"new.row.14261","10180",2010,5685546
"new.row.14262","10180",2011,6111898
"new.row.14263","10180",2012,6546641
"new.row.14264","10180",2013,6743442
"new.row.14265","11100",1969,553763
"new.row.14266","11100",1970,600922
"new.row.14267","11100",1971,654713
"new.row.14268","11100",1972,699528
"new.row.14269","11100",1973,816412
"new.row.14270","11100",1974,888068
"new.row.14271","11100",1975,1094463
"new.row.14272","11100",1976,1197532
"new.row.14273","11100",1977,1321402
"new.row.14274","11100",1978,1498223
"new.row.14275","11100",1979,1687064
"new.row.14276","11100",1980,1849665
"new.row.14277","11100",1981,2136353
"new.row.14278","11100",1982,2340860
"new.row.14279","11100",1983,2602637
"new.row.14280","11100",1984,2768180
"new.row.14281","11100",1985,2897163
"new.row.14282","11100",1986,2933618
"new.row.14283","11100",1987,2986604
"new.row.14284","11100",1988,3029842
