"","msa.fips","year","earnings.by.place.of.work"
"new.row.837","39140",1996,1326464
"new.row.838","39140",1997,1480159
"new.row.839","39140",1998,1604439
"new.row.840","39140",1999,1743642
"new.row.841","39140",2000,1855476
"new.row.842","39140",2001,1921968
"new.row.843","39140",2002,2046220
"new.row.844","39140",2003,2184020
"new.row.845","39140",2004,2376290
"new.row.846","39140",2005,2638622
"new.row.847","39140",2006,2991728
"new.row.848","39140",2007,3134637
"new.row.849","39140",2008,3063865
"new.row.850","39140",2009,2799243
"new.row.851","39140",2010,2726595
"new.row.852","39140",2011,2727739
"new.row.853","39140",2012,2830153
"new.row.854","39140",2013,2955127
"new.row.855","43420",1969,196308
"new.row.856","43420",1970,209943
"new.row.857","43420",1971,253957
"new.row.858","43420",1972,282741
"new.row.859","43420",1973,312879
"new.row.860","43420",1974,331757
"new.row.861","43420",1975,336054
"new.row.862","43420",1976,366863
"new.row.863","43420",1977,393939
"new.row.864","43420",1978,443607
"new.row.865","43420",1979,464444
"new.row.866","43420",1980,515504
"new.row.867","43420",1981,563033
"new.row.868","43420",1982,580976
"new.row.869","43420",1983,631741
"new.row.870","43420",1984,698101
"new.row.871","43420",1985,723903
"new.row.872","43420",1986,765885
"new.row.873","43420",1987,818709
"new.row.874","43420",1988,861498
"new.row.875","43420",1989,878816
"new.row.876","43420",1990,940699
"new.row.877","43420",1991,998216
"new.row.878","43420",1992,1086941
"new.row.879","43420",1993,1107026
"new.row.880","43420",1994,1149249
"new.row.881","43420",1995,1164624
"new.row.882","43420",1996,1217832
"new.row.883","43420",1997,1277777
"new.row.884","43420",1998,1355165
"new.row.885","43420",1999,1407076
"new.row.886","43420",2000,1538651
"new.row.887","43420",2001,1644147
"new.row.888","43420",2002,1743230
"new.row.889","43420",2003,1898023
"new.row.890","43420",2004,2061016
"new.row.891","43420",2005,2298512
"new.row.892","43420",2006,2434164
"new.row.893","43420",2007,2584447
"new.row.894","43420",2008,2652291
"new.row.895","43420",2009,2700424
"new.row.896","43420",2010,2790490
"new.row.897","43420",2011,2856252
"new.row.898","43420",2012,2781311
"new.row.899","43420",2013,2679497
"new.row.900","46060",1969,919609
"new.row.901","46060",1970,1037270
"new.row.902","46060",1971,1200132
"new.row.903","46060",1972,1380496
"new.row.904","46060",1973,1577470
"new.row.905","46060",1974,1730105
"new.row.906","46060",1975,1819707
"new.row.907","46060",1976,1991453
"new.row.908","46060",1977,2213355
"new.row.909","46060",1978,2537009
"new.row.910","46060",1979,3029798
"new.row.911","46060",1980,3415908
"new.row.912","46060",1981,3856396
"new.row.913","46060",1982,4040932
"new.row.914","46060",1983,4383442
"new.row.915","46060",1984,4879953
"new.row.916","46060",1985,5354083
"new.row.917","46060",1986,5850982
"new.row.918","46060",1987,6201564
"new.row.919","46060",1988,6595944
"new.row.920","46060",1989,6749701
"new.row.921","46060",1990,6918618
"new.row.922","46060",1991,7467983
"new.row.923","46060",1992,7986571
"new.row.924","46060",1993,8694295
"new.row.925","46060",1994,9577805
"new.row.926","46060",1995,10111903
"new.row.927","46060",1996,10694197
"new.row.928","46060",1997,11372563
"new.row.929","46060",1998,12453942
"new.row.930","46060",1999,13422112
"new.row.931","46060",2000,14521409
"new.row.932","46060",2001,14946025
"new.row.933","46060",2002,15579212
"new.row.934","46060",2003,16241980
"new.row.935","46060",2004,17443548
"new.row.936","46060",2005,18766268
"new.row.937","46060",2006,20607846
"new.row.938","46060",2007,21498398
"new.row.939","46060",2008,21882833
"new.row.940","46060",2009,21001223
"new.row.941","46060",2010,21024445
"new.row.942","46060",2011,21453987
"new.row.943","46060",2012,22181911
"new.row.944","46060",2013,22658966
"new.row.945","49740",1969,180570
"new.row.946","49740",1970,195881
"new.row.947","49740",1971,224949
"new.row.948","49740",1972,245505
"new.row.949","49740",1973,262541
"new.row.950","49740",1974,343885
"new.row.951","49740",1975,347479
"new.row.952","49740",1976,393626
"new.row.953","49740",1977,425254
"new.row.954","49740",1978,475818
"new.row.955","49740",1979,581334
"new.row.956","49740",1980,638635
"new.row.957","49740",1981,662816
"new.row.958","49740",1982,668263
"new.row.959","49740",1983,623549
"new.row.960","49740",1984,716336
"new.row.961","49740",1985,799262
"new.row.962","49740",1986,826743
"new.row.963","49740",1987,964359
"new.row.964","49740",1988,1102216
"new.row.965","49740",1989,1080201
"new.row.966","49740",1990,1110203
"new.row.967","49740",1991,1242268
"new.row.968","49740",1992,1315596
"new.row.969","49740",1993,1448944
"new.row.970","49740",1994,1440240
"new.row.971","49740",1995,1734476
"new.row.972","49740",1996,1620209
"new.row.973","49740",1997,1765882
"new.row.974","49740",1998,1973869
"new.row.975","49740",1999,1982479
"new.row.976","49740",2000,2128100
"new.row.977","49740",2001,2180184
"new.row.978","49740",2002,2431616
"new.row.979","49740",2003,2514057
"new.row.980","49740",2004,2887272
"new.row.981","49740",2005,3078973
"new.row.982","49740",2006,3275621
"new.row.983","49740",2007,3523209
"new.row.984","49740",2008,3481959
"new.row.985","49740",2009,3439900
"new.row.986","49740",2010,3493105
"new.row.987","49740",2011,3665019
"new.row.988","49740",2012,3559597
"new.row.989","49740",2013,3684913
"new.row.990","22220",1969,316514
"new.row.991","22220",1970,327928
"new.row.992","22220",1971,367414
"new.row.993","22220",1972,442116
"new.row.994","22220",1973,530335
"new.row.995","22220",1974,534767
"new.row.996","22220",1975,617532
"new.row.997","22220",1976,704759
"new.row.998","22220",1977,792739
"new.row.999","22220",1978,927806
"new.row.1000","22220",1979,1023211
"new.row.1001","22220",1980,1101440
"new.row.1002","22220",1981,1232238
"new.row.1003","22220",1982,1276480
"new.row.1004","22220",1983,1422134
"new.row.1005","22220",1984,1688006
"new.row.1006","22220",1985,1847729
"new.row.1007","22220",1986,2091195
"new.row.1008","22220",1987,2237789
"new.row.1009","22220",1988,2462523
"new.row.1010","22220",1989,2715733
"new.row.1011","22220",1990,2878948
"new.row.1012","22220",1991,3091584
"new.row.1013","22220",1992,3482318
"new.row.1014","22220",1993,3759829
"new.row.1015","22220",1994,4160049
"new.row.1016","22220",1995,4510149
"new.row.1017","22220",1996,4796593
"new.row.1018","22220",1997,5124009
"new.row.1019","22220",1998,5627777
"new.row.1020","22220",1999,6186369
"new.row.1021","22220",2000,6650659
"new.row.1022","22220",2001,7305364
"new.row.1023","22220",2002,7794892
"new.row.1024","22220",2003,8406525
"new.row.1025","22220",2004,9288829
"new.row.1026","22220",2005,9871763
"new.row.1027","22220",2006,10486929
"new.row.1028","22220",2007,10958196
"new.row.1029","22220",2008,11323654
"new.row.1030","22220",2009,11102318
"new.row.1031","22220",2010,11538504
"new.row.1032","22220",2011,12045078
"new.row.1033","22220",2012,12986932
"new.row.1034","22220",2013,13970927
"new.row.1035","22900",1969,343863
"new.row.1036","22900",1970,370160
"new.row.1037","22900",1971,409493
"new.row.1038","22900",1972,463516
"new.row.1039","22900",1973,530471
"new.row.1040","22900",1974,601839
"new.row.1041","22900",1975,652504
"new.row.1042","22900",1976,744928
"new.row.1043","22900",1977,855902
"new.row.1044","22900",1978,973014
"new.row.1045","22900",1979,1076767
"new.row.1046","22900",1980,1159121
"new.row.1047","22900",1981,1299148
"new.row.1048","22900",1982,1309108
"new.row.1049","22900",1983,1431064
"new.row.1050","22900",1984,1619672
"new.row.1051","22900",1985,1733974
"new.row.1052","22900",1986,1875124
"new.row.1053","22900",1987,2035779
"new.row.1054","22900",1988,2175502
"new.row.1055","22900",1989,2285233
"new.row.1056","22900",1990,2397907
"new.row.1057","22900",1991,2507075
"new.row.1058","22900",1992,2770520
"new.row.1059","22900",1993,2901950
"new.row.1060","22900",1994,3158227
"new.row.1061","22900",1995,3296054
"new.row.1062","22900",1996,3436304
"new.row.1063","22900",1997,3627405
"new.row.1064","22900",1998,3891045
"new.row.1065","22900",1999,4119482
"new.row.1066","22900",2000,4422576
"new.row.1067","22900",2001,4575984
"new.row.1068","22900",2002,4578450
"new.row.1069","22900",2003,4772374
"new.row.1070","22900",2004,5078273
"new.row.1071","22900",2005,5449607
"new.row.1072","22900",2006,5812770
"new.row.1073","22900",2007,5853311
"new.row.1074","22900",2008,5966858
"new.row.1075","22900",2009,5567763
"new.row.1076","22900",2010,5739342
"new.row.1077","22900",2011,5832775
"new.row.1078","22900",2012,6022658
"new.row.1079","22900",2013,6071534
"new.row.1080","26300",1969,107248
"new.row.1081","26300",1970,120223
"new.row.1082","26300",1971,140421
"new.row.1083","26300",1972,160763
"new.row.1084","26300",1973,183908
"new.row.1085","26300",1974,206134
"new.row.1086","26300",1975,212506
"new.row.1087","26300",1976,245321
"new.row.1088","26300",1977,277638
"new.row.1089","26300",1978,311107
"new.row.1090","26300",1979,340900
"new.row.1091","26300",1980,371816
"new.row.1092","26300",1981,394466
"new.row.1093","26300",1982,416231
"new.row.1094","26300",1983,440249
"new.row.1095","26300",1984,475539
"new.row.1096","26300",1985,499451
"new.row.1097","26300",1986,522189
"new.row.1098","26300",1987,547811
"new.row.1099","26300",1988,573057
"new.row.1100","26300",1989,607729
"new.row.1101","26300",1990,640493
"new.row.1102","26300",1991,684883
"new.row.1103","26300",1992,748171
"new.row.1104","26300",1993,815194
"new.row.1105","26300",1994,878846
"new.row.1106","26300",1995,946374
"new.row.1107","26300",1996,981839
"new.row.1108","26300",1997,1028949
"new.row.1109","26300",1998,1109496
"new.row.1110","26300",1999,1164915
"new.row.1111","26300",2000,1220449
"new.row.1112","26300",2001,1273207
"new.row.1113","26300",2002,1298137
"new.row.1114","26300",2003,1362099
"new.row.1115","26300",2004,1433077
"new.row.1116","26300",2005,1496689
"new.row.1117","26300",2006,1583314
"new.row.1118","26300",2007,1608171
"new.row.1119","26300",2008,1632168
"new.row.1120","26300",2009,1613762
"new.row.1121","26300",2010,1642631
"new.row.1122","26300",2011,1708522
"new.row.1123","26300",2012,1797561
"new.row.1124","26300",2013,1840208
"new.row.1125","27860",1969,167679
"new.row.1126","27860",1970,189965
"new.row.1127","27860",1971,204042
"new.row.1128","27860",1972,226675
"new.row.1129","27860",1973,280269
"new.row.1130","27860",1974,307042
"new.row.1131","27860",1975,312561
"new.row.1132","27860",1976,337674
"new.row.1133","27860",1977,383201
"new.row.1134","27860",1978,514482
"new.row.1135","27860",1979,499895
"new.row.1136","27860",1980,485564
"new.row.1137","27860",1981,542764
"new.row.1138","27860",1982,542361
"new.row.1139","27860",1983,552977
"new.row.1140","27860",1984,659017
"new.row.1141","27860",1985,681597
"new.row.1142","27860",1986,695221
"new.row.1143","27860",1987,795927
"new.row.1144","27860",1988,884341
"new.row.1145","27860",1989,910725
"new.row.1146","27860",1990,951223
"new.row.1147","27860",1991,1020441
"new.row.1148","27860",1992,1138846
"new.row.1149","27860",1993,1190922
"new.row.1150","27860",1994,1266258
"new.row.1151","27860",1995,1364048
"new.row.1152","27860",1996,1437134
"new.row.1153","27860",1997,1509372
"new.row.1154","27860",1998,1602168
"new.row.1155","27860",1999,1713364
"new.row.1156","27860",2000,1804121
"new.row.1157","27860",2001,1809987
"new.row.1158","27860",2002,1844061
"new.row.1159","27860",2003,2077551
"new.row.1160","27860",2004,2187481
"new.row.1161","27860",2005,2220865
"new.row.1162","27860",2006,2323326
"new.row.1163","27860",2007,2358941
"new.row.1164","27860",2008,2507633
"new.row.1165","27860",2009,2440260
"new.row.1166","27860",2010,2532710
"new.row.1167","27860",2011,2693302
"new.row.1168","27860",2012,2869398
"new.row.1169","27860",2013,2932305
"new.row.1170","30780",1969,1133621
"new.row.1171","30780",1970,1227118
"new.row.1172","30780",1971,1384590
"new.row.1173","30780",1972,1583905
"new.row.1174","30780",1973,1824166
"new.row.1175","30780",1974,2040973
"new.row.1176","30780",1975,2203026
"new.row.1177","30780",1976,2470477
"new.row.1178","30780",1977,2749550
"new.row.1179","30780",1978,3142966
"new.row.1180","30780",1979,3461589
"new.row.1181","30780",1980,3753986
"new.row.1182","30780",1981,4048530
"new.row.1183","30780",1982,4272512
"new.row.1184","30780",1983,4647768
"new.row.1185","30780",1984,5103112
"new.row.1186","30780",1985,5531423
"new.row.1187","30780",1986,5884345
"new.row.1188","30780",1987,6199303
"new.row.1189","30780",1988,6575023
"new.row.1190","30780",1989,6971004
"new.row.1191","30780",1990,7474773
"new.row.1192","30780",1991,7990033
"new.row.1193","30780",1992,8730762
"new.row.1194","30780",1993,9166417
"new.row.1195","30780",1994,9683625
"new.row.1196","30780",1995,10277740
"new.row.1197","30780",1996,10874018
"new.row.1198","30780",1997,11452227
"new.row.1199","30780",1998,12312947
"new.row.1200","30780",1999,12959546
"new.row.1201","30780",2000,13694359
"new.row.1202","30780",2001,14296701
"new.row.1203","30780",2002,14745954
"new.row.1204","30780",2003,15457767
"new.row.1205","30780",2004,16351161
"new.row.1206","30780",2005,17074008
"new.row.1207","30780",2006,18183773
"new.row.1208","30780",2007,19412391
"new.row.1209","30780",2008,19407438
"new.row.1210","30780",2009,19608565
"new.row.1211","30780",2010,19644206
"new.row.1212","30780",2011,20446329
"new.row.1213","30780",2012,21342738
"new.row.1214","30780",2013,21668868
"new.row.1215","32820",1969,2552520
"new.row.1216","32820",1970,2747266
"new.row.1217","32820",1971,3084545
"new.row.1218","32820",1972,3529549
"new.row.1219","32820",1973,3950948
"new.row.1220","32820",1974,4293416
"new.row.1221","32820",1975,4508743
"new.row.1222","32820",1976,4914489
"new.row.1223","32820",1977,5456258
"new.row.1224","32820",1978,6194046
"new.row.1225","32820",1979,6910364
"new.row.1226","32820",1980,7459219
"new.row.1227","32820",1981,8008122
"new.row.1228","32820",1982,8292232
"new.row.1229","32820",1983,8932004
"new.row.1230","32820",1984,9982028
"new.row.1231","32820",1985,10753172
"new.row.1232","32820",1986,11498299
"new.row.1233","32820",1987,12577180
"new.row.1234","32820",1988,13607098
"new.row.1235","32820",1989,14586303
"new.row.1236","32820",1990,15557479
"new.row.1237","32820",1991,16261779
"new.row.1238","32820",1992,17660492
"new.row.1239","32820",1993,18818975
"new.row.1240","32820",1994,20431983
"new.row.1241","32820",1995,21827594
"new.row.1242","32820",1996,23176207
"new.row.1243","32820",1997,24581462
"new.row.1244","32820",1998,28007920
"new.row.1245","32820",1999,29280942
"new.row.1246","32820",2000,30312196
"new.row.1247","32820",2001,32585698
"new.row.1248","32820",2002,33446854
"new.row.1249","32820",2003,34510005
"new.row.1250","32820",2004,36272442
"new.row.1251","32820",2005,36921552
"new.row.1252","32820",2006,38549563
"new.row.1253","32820",2007,39627213
"new.row.1254","32820",2008,39614606
"new.row.1255","32820",2009,38197508
"new.row.1256","32820",2010,38598632
"new.row.1257","32820",2011,39864024
"new.row.1258","32820",2012,42328570
"new.row.1259","32820",2013,42918362
"new.row.1260","38220",1969,226357
"new.row.1261","38220",1970,236240
"new.row.1262","38220",1971,258478
"new.row.1263","38220",1972,281233
"new.row.1264","38220",1973,330771
"new.row.1265","38220",1974,345023
"new.row.1266","38220",1975,367315
"new.row.1267","38220",1976,415525
"new.row.1268","38220",1977,463367
"new.row.1269","38220",1978,553296
"new.row.1270","38220",1979,633234
"new.row.1271","38220",1980,672998
"new.row.1272","38220",1981,701402
"new.row.1273","38220",1982,670278
"new.row.1274","38220",1983,703422
"new.row.1275","38220",1984,774264
"new.row.1276","38220",1985,810584
"new.row.1277","38220",1986,907365
"new.row.1278","38220",1987,911942
"new.row.1279","38220",1988,1000811
"new.row.1280","38220",1989,1011653
"new.row.1281","38220",1990,1074382
"new.row.1282","38220",1991,1074641
"new.row.1283","38220",1992,1166455
"new.row.1284","38220",1993,1200168
"new.row.1285","38220",1994,1260045
