"","msa.fips","year","nonfarm.personal.income"
"new.row.5186","16020",2007,2991593
"new.row.5187","16020",2008,3086806
"new.row.5188","16020",2009,3136958
"new.row.5189","16020",2010,3198672
"new.row.5190","16020",2011,3303256
"new.row.5191","16020",2012,3432750
"new.row.5192","16060",1969,291535
"new.row.5193","16060",1970,322235
"new.row.5194","16060",1971,361329
"new.row.5195","16060",1972,397415
"new.row.5196","16060",1973,444960
"new.row.5197","16060",1974,483448
"new.row.5198","16060",1975,572505
"new.row.5199","16060",1976,647028
"new.row.5200","16060",1977,705021
"new.row.5201","16060",1978,772795
"new.row.5202","16060",1979,868478
"new.row.5203","16060",1980,963725
"new.row.5204","16060",1981,1058240
"new.row.5205","16060",1982,1167080
"new.row.5206","16060",1983,1245111
"new.row.5207","16060",1984,1345013
"new.row.5208","16060",1985,1392195
"new.row.5209","16060",1986,1442462
"new.row.5210","16060",1987,1496291
"new.row.5211","16060",1988,1546566
"new.row.5212","16060",1989,1651720
"new.row.5213","16060",1990,1731625
"new.row.5214","16060",1991,1798262
"new.row.5215","16060",1992,1946813
"new.row.5216","16060",1993,1988308
"new.row.5217","16060",1994,2102873
"new.row.5218","16060",1995,2228663
"new.row.5219","16060",1996,2315590
"new.row.5220","16060",1997,2413914
"new.row.5221","16060",1998,2523094
"new.row.5222","16060",1999,2630582
"new.row.5223","16060",2000,2761176
"new.row.5224","16060",2001,2911006
"new.row.5225","16060",2002,3037301
"new.row.5226","16060",2003,3141878
"new.row.5227","16060",2004,3281456
"new.row.5228","16060",2005,3437532
"new.row.5229","16060",2006,3604690
"new.row.5230","16060",2007,3777867
"new.row.5231","16060",2008,3967001
"new.row.5232","16060",2009,4086570
"new.row.5233","16060",2010,4265343
"new.row.5234","16060",2011,4381110
"new.row.5235","16060",2012,4502688
"new.row.5236","16580",1969,724918
"new.row.5237","16580",1970,758386
"new.row.5238","16580",1971,831886
"new.row.5239","16580",1972,899925
"new.row.5240","16580",1973,988125
"new.row.5241","16580",1974,1075159
"new.row.5242","16580",1975,1236018
"new.row.5243","16580",1976,1334897
"new.row.5244","16580",1977,1434450
"new.row.5245","16580",1978,1570528
"new.row.5246","16580",1979,1714443
"new.row.5247","16580",1980,1872571
"new.row.5248","16580",1981,2073018
"new.row.5249","16580",1982,2248993
"new.row.5250","16580",1983,2388689
"new.row.5251","16580",1984,2591155
"new.row.5252","16580",1985,2708026
"new.row.5253","16580",1986,2860228
"new.row.5254","16580",1987,3018476
"new.row.5255","16580",1988,3204064
"new.row.5256","16580",1989,3404250
"new.row.5257","16580",1990,3589448
"new.row.5258","16580",1991,3679884
"new.row.5259","16580",1992,3928238
"new.row.5260","16580",1993,3933906
"new.row.5261","16580",1994,4046333
"new.row.5262","16580",1995,4307731
"new.row.5263","16580",1996,4509329
"new.row.5264","16580",1997,4772262
"new.row.5265","16580",1998,5042692
"new.row.5266","16580",1999,5295436
"new.row.5267","16580",2000,5691228
"new.row.5268","16580",2001,5962168
"new.row.5269","16580",2002,6115967
"new.row.5270","16580",2003,6350112
"new.row.5271","16580",2004,6642834
"new.row.5272","16580",2005,6822586
"new.row.5273","16580",2006,7196077
"new.row.5274","16580",2007,7569921
"new.row.5275","16580",2008,7972876
"new.row.5276","16580",2009,8042403
"new.row.5277","16580",2010,8417253
"new.row.5278","16580",2011,8503204
"new.row.5279","16580",2012,8877000
"new.row.5280","16980",1969,36681241
"new.row.5281","16980",1970,39031631
"new.row.5282","16980",1971,41651220
"new.row.5283","16980",1972,45116378
"new.row.5284","16980",1973,49586677
"new.row.5285","16980",1974,54464163
"new.row.5286","16980",1975,58329317
"new.row.5287","16980",1976,64054736
"new.row.5288","16980",1977,70869890
"new.row.5289","16980",1978,78588420
"new.row.5290","16980",1979,86134180
"new.row.5291","16980",1980,94076699
"new.row.5292","16980",1981,103331642
"new.row.5293","16980",1982,109254230
"new.row.5294","16980",1983,115162513
"new.row.5295","16980",1984,125919370
"new.row.5296","16980",1985,132938281
"new.row.5297","16980",1986,140740944
"new.row.5298","16980",1987,150121724
"new.row.5299","16980",1988,163706932
"new.row.5300","16980",1989,173095789
"new.row.5301","16980",1990,185187019
"new.row.5302","16980",1991,189858967
"new.row.5303","16980",1992,205095068
"new.row.5304","16980",1993,212923877
"new.row.5305","16980",1994,224186083
"new.row.5306","16980",1995,239913382
"new.row.5307","16980",1996,254546832
"new.row.5308","16980",1997,269685497
"new.row.5309","16980",1998,287424283
"new.row.5310","16980",1999,300481889
"new.row.5311","16980",2000,323948407
"new.row.5312","16980",2001,333352740
"new.row.5313","16980",2002,337676745
"new.row.5314","16980",2003,342837639
"new.row.5315","16980",2004,357410252
"new.row.5316","16980",2005,375958337
"new.row.5317","16980",2006,403013390
"new.row.5318","16980",2007,424953786
"new.row.5319","16980",2008,433269319
"new.row.5320","16980",2009,413615651
"new.row.5321","16980",2010,419157514
"new.row.5322","16980",2011,439062711
"new.row.5323","16980",2012,459489072
"new.row.5324","19180",1969,340125
"new.row.5325","19180",1970,360295
"new.row.5326","19180",1971,394132
"new.row.5327","19180",1972,432364
"new.row.5328","19180",1973,491004
"new.row.5329","19180",1974,520188
"new.row.5330","19180",1975,570721
"new.row.5331","19180",1976,631860
"new.row.5332","19180",1977,679876
"new.row.5333","19180",1978,750462
"new.row.5334","19180",1979,794630
"new.row.5335","19180",1980,852230
"new.row.5336","19180",1981,935483
"new.row.5337","19180",1982,983606
"new.row.5338","19180",1983,1013642
"new.row.5339","19180",1984,1098484
"new.row.5340","19180",1985,1124847
"new.row.5341","19180",1986,1156283
"new.row.5342","19180",1987,1204445
"new.row.5343","19180",1988,1255315
"new.row.5344","19180",1989,1314266
"new.row.5345","19180",1990,1341189
"new.row.5346","19180",1991,1388169
"new.row.5347","19180",1992,1489225
"new.row.5348","19180",1993,1513254
"new.row.5349","19180",1994,1595451
"new.row.5350","19180",1995,1614214
"new.row.5351","19180",1996,1671352
"new.row.5352","19180",1997,1707275
"new.row.5353","19180",1998,1781431
"new.row.5354","19180",1999,1814919
"new.row.5355","19180",2000,1868709
"new.row.5356","19180",2001,1915555
"new.row.5357","19180",2002,1963089
"new.row.5358","19180",2003,2070645
"new.row.5359","19180",2004,2115119
"new.row.5360","19180",2005,2155277
"new.row.5361","19180",2006,2218145
"new.row.5362","19180",2007,2273078
"new.row.5363","19180",2008,2399736
"new.row.5364","19180",2009,2416798
"new.row.5365","19180",2010,2487216
"new.row.5366","19180",2011,2552279
"new.row.5367","19180",2012,2650350
"new.row.5368","19340",1969,1482328
"new.row.5369","19340",1970,1577796
"new.row.5370","19340",1971,1681984
"new.row.5371","19340",1972,1832187
"new.row.5372","19340",1973,2074304
"new.row.5373","19340",1974,2357289
"new.row.5374","19340",1975,2581075
"new.row.5375","19340",1976,2820503
"new.row.5376","19340",1977,3125477
"new.row.5377","19340",1978,3419584
"new.row.5378","19340",1979,3844765
"new.row.5379","19340",1980,4265818
"new.row.5380","19340",1981,4674988
"new.row.5381","19340",1982,4870332
"new.row.5382","19340",1983,4949841
"new.row.5383","19340",1984,5307223
"new.row.5384","19340",1985,5480646
"new.row.5385","19340",1986,5523962
"new.row.5386","19340",1987,5774080
"new.row.5387","19340",1988,5989306
"new.row.5388","19340",1989,6399161
"new.row.5389","19340",1990,6723284
"new.row.5390","19340",1991,6927003
"new.row.5391","19340",1992,7355024
"new.row.5392","19340",1993,7494949
"new.row.5393","19340",1994,7796056
"new.row.5394","19340",1995,8307307
"new.row.5395","19340",1996,8784982
"new.row.5396","19340",1997,9285022
"new.row.5397","19340",1998,9839459
"new.row.5398","19340",1999,9960713
"new.row.5399","19340",2000,10457445
"new.row.5400","19340",2001,10704739
"new.row.5401","19340",2002,11010533
"new.row.5402","19340",2003,11309352
"new.row.5403","19340",2004,12017429
"new.row.5404","19340",2005,12479328
"new.row.5405","19340",2006,13276570
"new.row.5406","19340",2007,14042556
"new.row.5407","19340",2008,14864622
"new.row.5408","19340",2009,14703515
"new.row.5409","19340",2010,15228427
"new.row.5410","19340",2011,16060989
"new.row.5411","19340",2012,16659076
"new.row.5412","19500",1969,482544
"new.row.5413","19500",1970,525272
"new.row.5414","19500",1971,561667
"new.row.5415","19500",1972,612025
"new.row.5416","19500",1973,672015
"new.row.5417","19500",1974,745664
"new.row.5418","19500",1975,807471
"new.row.5419","19500",1976,892951
"new.row.5420","19500",1977,976379
"new.row.5421","19500",1978,1083776
"new.row.5422","19500",1979,1153133
"new.row.5423","19500",1980,1287464
"new.row.5424","19500",1981,1421487
"new.row.5425","19500",1982,1472622
"new.row.5426","19500",1983,1494471
"new.row.5427","19500",1984,1630817
"new.row.5428","19500",1985,1705455
"new.row.5429","19500",1986,1751650
"new.row.5430","19500",1987,1828985
"new.row.5431","19500",1988,1912358
"new.row.5432","19500",1989,2054804
"new.row.5433","19500",1990,2137148
"new.row.5434","19500",1991,2187262
"new.row.5435","19500",1992,2340907
"new.row.5436","19500",1993,2393267
"new.row.5437","19500",1994,2453690
"new.row.5438","19500",1995,2566827
"new.row.5439","19500",1996,2715607
"new.row.5440","19500",1997,2788146
"new.row.5441","19500",1998,2961262
"new.row.5442","19500",1999,3127825
"new.row.5443","19500",2000,3213287
"new.row.5444","19500",2001,3297795
"new.row.5445","19500",2002,3260254
"new.row.5446","19500",2003,3345949
"new.row.5447","19500",2004,3564478
"new.row.5448","19500",2005,3715916
"new.row.5449","19500",2006,3888849
"new.row.5450","19500",2007,4138204
"new.row.5451","19500",2008,4309086
"new.row.5452","19500",2009,4224861
"new.row.5453","19500",2010,4247819
"new.row.5454","19500",2011,4448921
"new.row.5455","19500",2012,4587887
"new.row.5456","28100",1969,334381
"new.row.5457","28100",1970,363575
"new.row.5458","28100",1971,396987
"new.row.5459","28100",1972,437444
"new.row.5460","28100",1973,483254
"new.row.5461","28100",1974,530840
"new.row.5462","28100",1975,573060
"new.row.5463","28100",1976,623627
"new.row.5464","28100",1977,688675
"new.row.5465","28100",1978,764930
"new.row.5466","28100",1979,831423
"new.row.5467","28100",1980,913871
"new.row.5468","28100",1981,1010014
"new.row.5469","28100",1982,1061214
"new.row.5470","28100",1983,1094560
"new.row.5471","28100",1984,1157083
"new.row.5472","28100",1985,1190419
"new.row.5473","28100",1986,1239070
"new.row.5474","28100",1987,1303074
"new.row.5475","28100",1988,1372989
"new.row.5476","28100",1989,1462100
"new.row.5477","28100",1990,1581542
"new.row.5478","28100",1991,1626933
"new.row.5479","28100",1992,1754219
"new.row.5480","28100",1993,1851840
"new.row.5481","28100",1994,1951035
"new.row.5482","28100",1995,2104784
"new.row.5483","28100",1996,2190009
"new.row.5484","28100",1997,2280030
"new.row.5485","28100",1998,2372964
"new.row.5486","28100",1999,2454827
"new.row.5487","28100",2000,2613975
"new.row.5488","28100",2001,2703650
"new.row.5489","28100",2002,2780960
"new.row.5490","28100",2003,2862756
"new.row.5491","28100",2004,2920448
"new.row.5492","28100",2005,3035842
"new.row.5493","28100",2006,3214302
"new.row.5494","28100",2007,3391520
"new.row.5495","28100",2008,3566533
"new.row.5496","28100",2009,3560759
"new.row.5497","28100",2010,3620589
"new.row.5498","28100",2011,3719330
"new.row.5499","28100",2012,3900555
"new.row.5500","37900",1969,1383563
"new.row.5501","37900",1970,1531231
"new.row.5502","37900",1971,1668931
"new.row.5503","37900",1972,1804547
"new.row.5504","37900",1973,2037566
"new.row.5505","37900",1974,2300273
"new.row.5506","37900",1975,2600370
"new.row.5507","37900",1976,2837288
"new.row.5508","37900",1977,3100121
"new.row.5509","37900",1978,3487100
"new.row.5510","37900",1979,3730068
"new.row.5511","37900",1980,4150150
"new.row.5512","37900",1981,4491823
"new.row.5513","37900",1982,4579221
"new.row.5514","37900",1983,4527170
"new.row.5515","37900",1984,4845286
"new.row.5516","37900",1985,4955989
"new.row.5517","37900",1986,5124884
"new.row.5518","37900",1987,5334213
"new.row.5519","37900",1988,5818838
"new.row.5520","37900",1989,6251702
"new.row.5521","37900",1990,6619104
"new.row.5522","37900",1991,6690229
"new.row.5523","37900",1992,7105612
"new.row.5524","37900",1993,7440445
"new.row.5525","37900",1994,7863688
"new.row.5526","37900",1995,8223780
"new.row.5527","37900",1996,8674767
"new.row.5528","37900",1997,9192653
"new.row.5529","37900",1998,9755485
"new.row.5530","37900",1999,10020400
"new.row.5531","37900",2000,10458051
"new.row.5532","37900",2001,10689582
"new.row.5533","37900",2002,10848489
"new.row.5534","37900",2003,11172295
"new.row.5535","37900",2004,11882331
"new.row.5536","37900",2005,12657093
"new.row.5537","37900",2006,13779443
"new.row.5538","37900",2007,14495759
"new.row.5539","37900",2008,15178739
"new.row.5540","37900",2009,14838061
"new.row.5541","37900",2010,15060996
"new.row.5542","37900",2011,16410193
"new.row.5543","37900",2012,17458843
"new.row.5544","40420",1969,1102097
"new.row.5545","40420",1970,1152132
"new.row.5546","40420",1971,1215593
"new.row.5547","40420",1972,1337551
"new.row.5548","40420",1973,1496915
"new.row.5549","40420",1974,1641315
"new.row.5550","40420",1975,1752115
"new.row.5551","40420",1976,1939599
"new.row.5552","40420",1977,2134255
"new.row.5553","40420",1978,2399289
"new.row.5554","40420",1979,2652719
"new.row.5555","40420",1980,2879423
"new.row.5556","40420",1981,3180398
"new.row.5557","40420",1982,3283301
"new.row.5558","40420",1983,3429369
"new.row.5559","40420",1984,3797469
"new.row.5560","40420",1985,4007381
"new.row.5561","40420",1986,4245114
"new.row.5562","40420",1987,4469192
"new.row.5563","40420",1988,4883862
"new.row.5564","40420",1989,5202325
"new.row.5565","40420",1990,5386538
"new.row.5566","40420",1991,5504767
"new.row.5567","40420",1992,5959759
"new.row.5568","40420",1993,6200627
"new.row.5569","40420",1994,6665369
"new.row.5570","40420",1995,7155473
"new.row.5571","40420",1996,7491691
"new.row.5572","40420",1997,7845189
"new.row.5573","40420",1998,8245286
"new.row.5574","40420",1999,8545778
"new.row.5575","40420",2000,8942894
"new.row.5576","40420",2001,8976428
"new.row.5577","40420",2002,9206682
"new.row.5578","40420",2003,9479198
"new.row.5579","40420",2004,9685698
"new.row.5580","40420",2005,10109923
"new.row.5581","40420",2006,10977954
"new.row.5582","40420",2007,11562017
"new.row.5583","40420",2008,11744904
"new.row.5584","40420",2009,11359315
"new.row.5585","40420",2010,11636357
"new.row.5586","40420",2011,12101377
"new.row.5587","40420",2012,12546228
"new.row.5588","41180",1969,10084250
"new.row.5589","41180",1970,10925853
"new.row.5590","41180",1971,11657664
"new.row.5591","41180",1972,12496161
"new.row.5592","41180",1973,13505818
"new.row.5593","41180",1974,14713074
"new.row.5594","41180",1975,15975349
"new.row.5595","41180",1976,17506874
"new.row.5596","41180",1977,19315243
"new.row.5597","41180",1978,21445373
"new.row.5598","41180",1979,23690944
"new.row.5599","41180",1980,26114166
"new.row.5600","41180",1981,28916004
"new.row.5601","41180",1982,31190324
"new.row.5602","41180",1983,33522178
"new.row.5603","41180",1984,36863742
"new.row.5604","41180",1985,39346667
"new.row.5605","41180",1986,41576784
"new.row.5606","41180",1987,43878727
"new.row.5607","41180",1988,46815916
"new.row.5608","41180",1989,49855255
"new.row.5609","41180",1990,52659091
"new.row.5610","41180",1991,54021249
"new.row.5611","41180",1992,57162313
"new.row.5612","41180",1993,59608470
"new.row.5613","41180",1994,62644995
"new.row.5614","41180",1995,66324838
"new.row.5615","41180",1996,69363305
"new.row.5616","41180",1997,73665333
"new.row.5617","41180",1998,77485099
"new.row.5618","41180",1999,80293911
"new.row.5619","41180",2000,85585521
"new.row.5620","41180",2001,87633090
"new.row.5621","41180",2002,90855524
"new.row.5622","41180",2003,93998498
"new.row.5623","41180",2004,97676363
"new.row.5624","41180",2005,101945200
"new.row.5625","41180",2006,108765263
"new.row.5626","41180",2007,112852399
"new.row.5627","41180",2008,118186549
"new.row.5628","41180",2009,113521380
"new.row.5629","41180",2010,114975530
"new.row.5630","41180",2011,119633798
"new.row.5631","41180",2012,124407734
"new.row.5632","44100",1969,684316
"new.row.5633","44100",1970,769680
"new.row.5634","44100",1971,858723
"new.row.5635","44100",1972,930488
"new.row.5636","44100",1973,1015007
"new.row.5637","44100",1974,1135007
"new.row.5638","44100",1975,1269920
"new.row.5639","44100",1976,1380174
"new.row.5640","44100",1977,1480170
"new.row.5641","44100",1978,1650470
"new.row.5642","44100",1979,1765133
"new.row.5643","44100",1980,1932260
"new.row.5644","44100",1981,2118047
"new.row.5645","44100",1982,2313100
"new.row.5646","44100",1983,2443331
"new.row.5647","44100",1984,2625580
