"","msa.fips","year","net.earnings.by.place.of.residence"
"new.row.11586","17460",1983,19236554
"new.row.11587","17460",1984,21162386
"new.row.11588","17460",1985,22526785
"new.row.11589","17460",1986,23426282
"new.row.11590","17460",1987,24820845
"new.row.11591","17460",1988,27004999
"new.row.11592","17460",1989,28483139
"new.row.11593","17460",1990,29921450
"new.row.11594","17460",1991,30181562
"new.row.11595","17460",1992,31929524
"new.row.11596","17460",1993,33025157
"new.row.11597","17460",1994,35019366
"new.row.11598","17460",1995,36283358
"new.row.11599","17460",1996,37523406
"new.row.11600","17460",1997,39600646
"new.row.11601","17460",1998,41819437
"new.row.11602","17460",1999,43687403
"new.row.11603","17460",2000,45951100
"new.row.11604","17460",2001,46621141
"new.row.11605","17460",2002,46834860
"new.row.11606","17460",2003,48331540
"new.row.11607","17460",2004,50481865
"new.row.11608","17460",2005,51449003
"new.row.11609","17460",2006,53851236
"new.row.11610","17460",2007,54762494
"new.row.11611","17460",2008,55803021
"new.row.11612","17460",2009,52702744
"new.row.11613","17460",2010,54524880
"new.row.11614","17460",2011,58373354
"new.row.11615","17460",2012,60948639
"new.row.11616","18140",1969,3707558
"new.row.11617","18140",1970,3957712
"new.row.11618","18140",1971,4314315
"new.row.11619","18140",1972,4735327
"new.row.11620","18140",1973,5212547
"new.row.11621","18140",1974,5626803
"new.row.11622","18140",1975,5879792
"new.row.11623","18140",1976,6490277
"new.row.11624","18140",1977,7281239
"new.row.11625","18140",1978,8077397
"new.row.11626","18140",1979,8955385
"new.row.11627","18140",1980,9518528
"new.row.11628","18140",1981,10120894
"new.row.11629","18140",1982,10582680
"new.row.11630","18140",1983,11399699
"new.row.11631","18140",1984,12831071
"new.row.11632","18140",1985,13984999
"new.row.11633","18140",1986,14930831
"new.row.11634","18140",1987,16013058
"new.row.11635","18140",1988,17451553
"new.row.11636","18140",1989,18815373
"new.row.11637","18140",1990,19978230
"new.row.11638","18140",1991,20689195
"new.row.11639","18140",1992,22443566
"new.row.11640","18140",1993,23639885
"new.row.11641","18140",1994,25217201
"new.row.11642","18140",1995,26482147
"new.row.11643","18140",1996,27963108
"new.row.11644","18140",1997,30108506
"new.row.11645","18140",1998,32940057
"new.row.11646","18140",1999,35142992
"new.row.11647","18140",2000,38421105
"new.row.11648","18140",2001,40420737
"new.row.11649","18140",2002,41968545
"new.row.11650","18140",2003,43076122
"new.row.11651","18140",2004,45072716
"new.row.11652","18140",2005,46527877
"new.row.11653","18140",2006,48871749
"new.row.11654","18140",2007,50382521
"new.row.11655","18140",2008,50936038
"new.row.11656","18140",2009,50008908
"new.row.11657","18140",2010,51720886
"new.row.11658","18140",2011,55631994
"new.row.11659","18140",2012,58804613
"new.row.11660","19380",1969,2869624
"new.row.11661","19380",1970,2966226
"new.row.11662","19380",1971,3002095
"new.row.11663","19380",1972,3291373
