"","msa.fips","year","personal.current.transfer.receipts"
"new.row.13804","44940",2003,102414
"new.row.13805","44940",2004,108385
"new.row.13806","44940",2005,112682
"new.row.13807","44940",2006,120636
"new.row.13808","44940",2007,125064
"new.row.13809","44940",2008,125148
"new.row.13810","44940",2009,122230
"new.row.13811","44940",2010,125327
"new.row.13812","44940",2011,104050
"new.row.13813","44940",2012,111091
"new.row.13814","44940",2013,143447
"new.row.13815","39660",1969,7594
"new.row.13816","39660",1970,8325
"new.row.13817","39660",1971,9361
"new.row.13818","39660",1972,10828
"new.row.13819","39660",1973,14293
"new.row.13820","39660",1974,16310
"new.row.13821","39660",1975,17825
"new.row.13822","39660",1976,19386
"new.row.13823","39660",1977,20276
"new.row.13824","39660",1978,23750
"new.row.13825","39660",1979,28458
"new.row.13826","39660",1980,29324
"new.row.13827","39660",1981,33052
"new.row.13828","39660",1982,35952
"new.row.13829","39660",1983,39461
"new.row.13830","39660",1984,44686
"new.row.13831","39660",1985,49862
"new.row.13832","39660",1986,54551
"new.row.13833","39660",1987,61192
"new.row.13834","39660",1988,67209
"new.row.13835","39660",1989,72702
"new.row.13836","39660",1990,82169
"new.row.13837","39660",1991,87606
"new.row.13838","39660",1992,92387
"new.row.13839","39660",1993,96877
"new.row.13840","39660",1994,102419
"new.row.13841","39660",1995,105229
"new.row.13842","39660",1996,107260
"new.row.13843","39660",1997,111810
"new.row.13844","39660",1998,120461
"new.row.13845","39660",1999,128488
"new.row.13846","39660",2000,133852
"new.row.13847","39660",2001,138838
"new.row.13848","39660",2002,147318
"new.row.13849","39660",2003,155329
"new.row.13850","39660",2004,162892
"new.row.13851","39660",2005,170333
"new.row.13852","39660",2006,180938
"new.row.13853","39660",2007,192143
"new.row.13854","39660",2008,201576
"new.row.13855","39660",2009,203192
"new.row.13856","39660",2010,208619
"new.row.13857","39660",2011,172843
"new.row.13858","39660",2012,181196
"new.row.13859","39660",2013,235888
"new.row.13860","43620",1969,12793
"new.row.13861","43620",1970,13430
"new.row.13862","43620",1971,14507
"new.row.13863","43620",1972,16161
"new.row.13864","43620",1973,22014
"new.row.13865","43620",1974,25828
"new.row.13866","43620",1975,28311
"new.row.13867","43620",1976,31232
"new.row.13868","43620",1977,32945
"new.row.13869","43620",1978,38867
"new.row.13870","43620",1979,46878
"new.row.13871","43620",1980,50562
"new.row.13872","43620",1981,58094
"new.row.13873","43620",1982,62391
"new.row.13874","43620",1983,67720
"new.row.13875","43620",1984,74549
"new.row.13876","43620",1985,83006
"new.row.13877","43620",1986,91083
"new.row.13878","43620",1987,98955
"new.row.13879","43620",1988,110661
"new.row.13880","43620",1989,124226
"new.row.13881","43620",1990,146002
"new.row.13882","43620",1991,158655
"new.row.13883","43620",1992,167509
"new.row.13884","43620",1993,175279
"new.row.13885","43620",1994,192307
"new.row.13886","43620",1995,201799
"new.row.13887","43620",1996,211871
"new.row.13888","43620",1997,224774
"new.row.13889","43620",1998,245967
"new.row.13890","43620",1999,272053
"new.row.13891","43620",2000,291499
"new.row.13892","43620",2001,305263
"new.row.13893","43620",2002,322247
"new.row.13894","43620",2003,339103
"new.row.13895","43620",2004,355506
"new.row.13896","43620",2005,376836
"new.row.13897","43620",2006,403901
"new.row.13898","43620",2007,430756
"new.row.13899","43620",2008,450991
"new.row.13900","43620",2009,452506
"new.row.13901","43620",2010,462616
"new.row.13902","43620",2011,380684
"new.row.13903","43620",2012,421824
"new.row.13904","43620",2013,555111
"new.row.13905","17420",1969,5010
"new.row.13906","17420",1970,5450
"new.row.13907","17420",1971,6321
"new.row.13908","17420",1972,7520
"new.row.13909","17420",1973,9789
"new.row.13910","17420",1974,10526
"new.row.13911","17420",1975,10667
"new.row.13912","17420",1976,12210
"new.row.13913","17420",1977,12887
"new.row.13914","17420",1978,15127
"new.row.13915","17420",1979,17794
"new.row.13916","17420",1980,20215
"new.row.13917","17420",1981,24673
"new.row.13918","17420",1982,26435
"new.row.13919","17420",1983,29438
"new.row.13920","17420",1984,32670
"new.row.13921","17420",1985,36818
"new.row.13922","17420",1986,39643
"new.row.13923","17420",1987,43710
"new.row.13924","17420",1988,47982
"new.row.13925","17420",1989,52925
"new.row.13926","17420",1990,56085
"new.row.13927","17420",1991,60368
"new.row.13928","17420",1992,65298
"new.row.13929","17420",1993,67070
"new.row.13930","17420",1994,73784
"new.row.13931","17420",1995,77803
"new.row.13932","17420",1996,82301
"new.row.13933","17420",1997,90011
"new.row.13934","17420",1998,92948
"new.row.13935","17420",1999,97772
"new.row.13936","17420",2000,97106
"new.row.13937","17420",2001,101002
"new.row.13938","17420",2002,105580
"new.row.13939","17420",2003,109759
"new.row.13940","17420",2004,117679
"new.row.13941","17420",2005,122425
"new.row.13942","17420",2006,127960
"new.row.13943","17420",2007,134642
"new.row.13944","17420",2008,138392
"new.row.13945","17420",2009,136102
"new.row.13946","17420",2010,138086
"new.row.13947","17420",2011,120645
"new.row.13948","17420",2012,129582
"new.row.13949","17420",2013,165701
"new.row.13950","27180",1969,6719
"new.row.13951","27180",1970,7325
"new.row.13952","27180",1971,8206
"new.row.13953","27180",1972,9725
"new.row.13954","27180",1973,12269
"new.row.13955","27180",1974,14669
"new.row.13956","27180",1975,15505
"new.row.13957","27180",1976,17288
"new.row.13958","27180",1977,19748
"new.row.13959","27180",1978,21948
"new.row.13960","27180",1979,25245
"new.row.13961","27180",1980,26862
"new.row.13962","27180",1981,30725
"new.row.13963","27180",1982,32017
"new.row.13964","27180",1983,35113
"new.row.13965","27180",1984,40249
"new.row.13966","27180",1985,44642
"new.row.13967","27180",1986,49530
"new.row.13968","27180",1987,53213
"new.row.13969","27180",1988,60335
"new.row.13970","27180",1989,68055
"new.row.13971","27180",1990,73696
"new.row.13972","27180",1991,79079
"new.row.13973","27180",1992,86760
"new.row.13974","27180",1993,92722
"new.row.13975","27180",1994,103048
"new.row.13976","27180",1995,110648
"new.row.13977","27180",1996,114845
"new.row.13978","27180",1997,125054
"new.row.13979","27180",1998,132883
"new.row.13980","27180",1999,141460
"new.row.13981","27180",2000,149437
"new.row.13982","27180",2001,149315
"new.row.13983","27180",2002,156352
"new.row.13984","27180",2003,160384
"new.row.13985","27180",2004,167901
"new.row.13986","27180",2005,176645
"new.row.13987","27180",2006,186727
"new.row.13988","27180",2007,194945
"new.row.13989","27180",2008,198107
"new.row.13990","27180",2009,190499
"new.row.13991","27180",2010,193471
"new.row.13992","27180",2011,160901
"new.row.13993","27180",2012,165825
"new.row.13994","27180",2013,216183
"new.row.13995","27740",1969,8749
"new.row.13996","27740",1970,9559
"new.row.13997","27740",1971,10935
"new.row.13998","27740",1972,12675
"new.row.13999","27740",1973,16405
"new.row.14000","27740",1974,18404
"new.row.14001","27740",1975,17611
"new.row.14002","27740",1976,19697
"new.row.14003","27740",1977,21877
"new.row.14004","27740",1978,25278
"new.row.14005","27740",1979,30054
"new.row.14006","27740",1980,34064
"new.row.14007","27740",1981,40573
"new.row.14008","27740",1982,42715
"new.row.14009","27740",1983,45984
"new.row.14010","27740",1984,51224
"new.row.14011","27740",1985,56393
"new.row.14012","27740",1986,62657
"new.row.14013","27740",1987,68178
"new.row.14014","27740",1988,76776
"new.row.14015","27740",1989,84268
"new.row.14016","27740",1990,91746
"new.row.14017","27740",1991,98465
"new.row.14018","27740",1992,106660
"new.row.14019","27740",1993,111483
"new.row.14020","27740",1994,120559
"new.row.14021","27740",1995,128531
"new.row.14022","27740",1996,132922
"new.row.14023","27740",1997,141843
"new.row.14024","27740",1998,147886
"new.row.14025","27740",1999,155001
"new.row.14026","27740",2000,165297
"new.row.14027","27740",2001,169732
"new.row.14028","27740",2002,176565
"new.row.14029","27740",2003,182120
"new.row.14030","27740",2004,196738
"new.row.14031","27740",2005,210775
"new.row.14032","27740",2006,226310
"new.row.14033","27740",2007,240288
"new.row.14034","27740",2008,247348
"new.row.14035","27740",2009,245742
"new.row.14036","27740",2010,248483
"new.row.14037","27740",2011,209089
"new.row.14038","27740",2012,211220
"new.row.14039","27740",2013,267680
"new.row.14040","28700",1969,21636
"new.row.14041","28700",1970,22403
"new.row.14042","28700",1971,24781
"new.row.14043","28700",1972,28100
"new.row.14044","28700",1973,36066
"new.row.14045","28700",1974,42285
"new.row.14046","28700",1975,44549
"new.row.14047","28700",1976,49966
"new.row.14048","28700",1977,56186
"new.row.14049","28700",1978,64015
"new.row.14050","28700",1979,72926
"new.row.14051","28700",1980,77975
"new.row.14052","28700",1981,94784
"new.row.14053","28700",1982,102771
"new.row.14054","28700",1983,107400
"new.row.14055","28700",1984,114210
"new.row.14056","28700",1985,130811
"new.row.14057","28700",1986,142898
"new.row.14058","28700",1987,150986
"new.row.14059","28700",1988,168749
"new.row.14060","28700",1989,186285
"new.row.14061","28700",1990,198389
"new.row.14062","28700",1991,213070
"new.row.14063","28700",1992,223250
"new.row.14064","28700",1993,232235
"new.row.14065","28700",1994,240325
"new.row.14066","28700",1995,256911
"new.row.14067","28700",1996,267201
"new.row.14068","28700",1997,271903
"new.row.14069","28700",1998,274699
"new.row.14070","28700",1999,285815
"new.row.14071","28700",2000,290101
"new.row.14072","28700",2001,308807
"new.row.14073","28700",2002,320151
"new.row.14074","28700",2003,330090
"new.row.14075","28700",2004,346978
"new.row.14076","28700",2005,365261
"new.row.14077","28700",2006,398174
"new.row.14078","28700",2007,419203
"new.row.14079","28700",2008,434451
"new.row.14080","28700",2009,426641
"new.row.14081","28700",2010,432723
"new.row.14082","28700",2011,373846
"new.row.14083","28700",2012,374546
"new.row.14084","28700",2013,469632
"new.row.14085","28940",1969,42490
"new.row.14086","28940",1970,45189
"new.row.14087","28940",1971,50849
"new.row.14088","28940",1972,58358
"new.row.14089","28940",1973,74055
"new.row.14090","28940",1974,85230
"new.row.14091","28940",1975,91245
"new.row.14092","28940",1976,102630
"new.row.14093","28940",1977,116817
"new.row.14094","28940",1978,133478
"new.row.14095","28940",1979,156777
"new.row.14096","28940",1980,171587
"new.row.14097","28940",1981,205086
"new.row.14098","28940",1982,225712
"new.row.14099","28940",1983,238792
"new.row.14100","28940",1984,264355
"new.row.14101","28940",1985,296382
"new.row.14102","28940",1986,324805
"new.row.14103","28940",1987,356640
"new.row.14104","28940",1988,410970
"new.row.14105","28940",1989,450460
"new.row.14106","28940",1990,482187
"new.row.14107","28940",1991,519549
"new.row.14108","28940",1992,558839
"new.row.14109","28940",1993,601099
"new.row.14110","28940",1994,642723
"new.row.14111","28940",1995,681052
"new.row.14112","28940",1996,697609
"new.row.14113","28940",1997,731370
"new.row.14114","28940",1998,775692
"new.row.14115","28940",1999,808134
"new.row.14116","28940",2000,856133
"new.row.14117","28940",2001,894277
"new.row.14118","28940",2002,941884
"new.row.14119","28940",2003,977449
"new.row.14120","28940",2004,1039022
"new.row.14121","28940",2005,1108543
"new.row.14122","28940",2006,1191225
"new.row.14123","28940",2007,1254628
"new.row.14124","28940",2008,1295850
"new.row.14125","28940",2009,1272088
"new.row.14126","28940",2010,1304874
"new.row.14127","28940",2011,1089830
"new.row.14128","28940",2012,1100340
"new.row.14129","28940",2013,1440092
"new.row.14130","34100",1969,5627
"new.row.14131","34100",1970,5852
"new.row.14132","34100",1971,6984
"new.row.14133","34100",1972,8437
"new.row.14134","34100",1973,10762
"new.row.14135","34100",1974,12038
"new.row.14136","34100",1975,11699
"new.row.14137","34100",1976,13277
"new.row.14138","34100",1977,15310
"new.row.14139","34100",1978,17635
"new.row.14140","34100",1979,20347
"new.row.14141","34100",1980,21159
"new.row.14142","34100",1981,24411
"new.row.14143","34100",1982,26249
"new.row.14144","34100",1983,28566
"new.row.14145","34100",1984,32507
"new.row.14146","34100",1985,35036
"new.row.14147","34100",1986,38220
"new.row.14148","34100",1987,41644
"new.row.14149","34100",1988,47450
"new.row.14150","34100",1989,53985
"new.row.14151","34100",1990,58745
"new.row.14152","34100",1991,61995
"new.row.14153","34100",1992,67079
"new.row.14154","34100",1993,72059
"new.row.14155","34100",1994,76531
"new.row.14156","34100",1995,81198
"new.row.14157","34100",1996,83874
"new.row.14158","34100",1997,89285
"new.row.14159","34100",1998,94196
"new.row.14160","34100",1999,100841
"new.row.14161","34100",2000,104342
"new.row.14162","34100",2001,108973
"new.row.14163","34100",2002,111186
"new.row.14164","34100",2003,116010
"new.row.14165","34100",2004,124180
"new.row.14166","34100",2005,127006
"new.row.14167","34100",2006,133288
"new.row.14168","34100",2007,139582
"new.row.14169","34100",2008,140190
"new.row.14170","34100",2009,132984
"new.row.14171","34100",2010,136958
"new.row.14172","34100",2011,114260
"new.row.14173","34100",2012,115434
"new.row.14174","34100",2013,147864
"new.row.14175","34980",1969,74541
"new.row.14176","34980",1970,78390
"new.row.14177","34980",1971,87620
"new.row.14178","34980",1972,103042
"new.row.14179","34980",1973,134526
"new.row.14180","34980",1974,156308
"new.row.14181","34980",1975,161724
"new.row.14182","34980",1976,181707
"new.row.14183","34980",1977,204811
"new.row.14184","34980",1978,236022
"new.row.14185","34980",1979,277570
"new.row.14186","34980",1980,303607
"new.row.14187","34980",1981,369238
"new.row.14188","34980",1982,401417
"new.row.14189","34980",1983,440888
"new.row.14190","34980",1984,503811
"new.row.14191","34980",1985,587239
"new.row.14192","34980",1986,671163
"new.row.14193","34980",1987,737953
"new.row.14194","34980",1988,817108
"new.row.14195","34980",1989,890923
"new.row.14196","34980",1990,944923
"new.row.14197","34980",1991,1029923
"new.row.14198","34980",1992,1126468
"new.row.14199","34980",1993,1224024
"new.row.14200","34980",1994,1359934
"new.row.14201","34980",1995,1484078
"new.row.14202","34980",1996,1553754
"new.row.14203","34980",1997,1661120
"new.row.14204","34980",1998,1776059
"new.row.14205","34980",1999,1908232
"new.row.14206","34980",2000,2041665
"new.row.14207","34980",2001,2117596
"new.row.14208","34980",2002,2228276
"new.row.14209","34980",2003,2308496
"new.row.14210","34980",2004,2478636
"new.row.14211","34980",2005,2638643
"new.row.14212","34980",2006,2858044
"new.row.14213","34980",2007,3020221
"new.row.14214","34980",2008,3137735
"new.row.14215","34980",2009,3061820
"new.row.14216","34980",2010,3133744
"new.row.14217","34980",2011,2606868
"new.row.14218","34980",2012,2724571
"new.row.14219","34980",2013,3645070
"new.row.14220","10180",1969,9557
"new.row.14221","10180",1970,10240
"new.row.14222","10180",1971,11245
"new.row.14223","10180",1972,12840
"new.row.14224","10180",1973,16168
"new.row.14225","10180",1974,19433
"new.row.14226","10180",1975,21820
"new.row.14227","10180",1976,24307
"new.row.14228","10180",1977,27126
"new.row.14229","10180",1978,31809
"new.row.14230","10180",1979,38339
"new.row.14231","10180",1980,45176
"new.row.14232","10180",1981,58172
"new.row.14233","10180",1982,62749
"new.row.14234","10180",1983,63935
"new.row.14235","10180",1984,67973
"new.row.14236","10180",1985,75158
"new.row.14237","10180",1986,72967
"new.row.14238","10180",1987,69596
"new.row.14239","10180",1988,77849
"new.row.14240","10180",1989,80934
"new.row.14241","10180",1990,81181
"new.row.14242","10180",1991,87427
"new.row.14243","10180",1992,91460
"new.row.14244","10180",1993,95847
"new.row.14245","10180",1994,101582
"new.row.14246","10180",1995,108123
"new.row.14247","10180",1996,113405
"new.row.14248","10180",1997,120785
"new.row.14249","10180",1998,123957
"new.row.14250","10180",1999,128823
"new.row.14251","10180",2000,129272
"new.row.14252","10180",2001,130043
"new.row.14253","10180",2002,137857
"new.row.14254","10180",2003,142218
"new.row.14255","10180",2004,150841
"new.row.14256","10180",2005,158189
"new.row.14257","10180",2006,168976
"new.row.14258","10180",2007,180966
"new.row.14259","10180",2008,194843
"new.row.14260","10180",2009,192634
"new.row.14261","10180",2010,193711
"new.row.14262","10180",2011,160014
"new.row.14263","10180",2012,167408
"new.row.14264","10180",2013,221904
"new.row.14265","11100",1969,14393
"new.row.14266","11100",1970,15527
"new.row.14267","11100",1971,17240
"new.row.14268","11100",1972,19271
"new.row.14269","11100",1973,24785
"new.row.14270","11100",1974,29513
"new.row.14271","11100",1975,34024
"new.row.14272","11100",1976,38022
"new.row.14273","11100",1977,42316
"new.row.14274","11100",1978,48548
"new.row.14275","11100",1979,57672
"new.row.14276","11100",1980,64831
"new.row.14277","11100",1981,78379
"new.row.14278","11100",1982,86949
"new.row.14279","11100",1983,92600
"new.row.14280","11100",1984,100200
"new.row.14281","11100",1985,110090
"new.row.14282","11100",1986,110918
"new.row.14283","11100",1987,113556
"new.row.14284","11100",1988,116665
"new.row.14285","11100",1989,123837
"new.row.14286","11100",1990,126898
"new.row.14287","11100",1991,133103
"new.row.14288","11100",1992,142472
"new.row.14289","11100",1993,153578
"new.row.14290","11100",1994,167980
"new.row.14291","11100",1995,180801
"new.row.14292","11100",1996,185130
"new.row.14293","11100",1997,194808
"new.row.14294","11100",1998,200764
"new.row.14295","11100",1999,208204
"new.row.14296","11100",2000,212930
"new.row.14297","11100",2001,224045
"new.row.14298","11100",2002,235719
"new.row.14299","11100",2003,244688
"new.row.14300","11100",2004,259864
"new.row.14301","11100",2005,274529
"new.row.14302","11100",2006,295764
"new.row.14303","11100",2007,312621
"new.row.14304","11100",2008,336693
"new.row.14305","11100",2009,344884
"new.row.14306","11100",2010,349354
"new.row.14307","11100",2011,282348
"new.row.14308","11100",2012,289875
"new.row.14309","11100",2013,382550
"new.row.14310","12420",1969,32520
"new.row.14311","12420",1970,35788
"new.row.14312","12420",1971,41649
"new.row.14313","12420",1972,49060
"new.row.14314","12420",1973,64955
"new.row.14315","12420",1974,75765
"new.row.14316","12420",1975,84217
"new.row.14317","12420",1976,95505
"new.row.14318","12420",1977,109351
"new.row.14319","12420",1978,129290
"new.row.14320","12420",1979,157415
"new.row.14321","12420",1980,184259
"new.row.14322","12420",1981,230719
"new.row.14323","12420",1982,265404
"new.row.14324","12420",1983,303640
"new.row.14325","12420",1984,364762
"new.row.14326","12420",1985,434071
"new.row.14327","12420",1986,453957
"new.row.14328","12420",1987,452429
"new.row.14329","12420",1988,499587
"new.row.14330","12420",1989,536710
"new.row.14331","12420",1990,593353
"new.row.14332","12420",1991,668718
"new.row.14333","12420",1992,730588
"new.row.14334","12420",1993,809910
"new.row.14335","12420",1994,907753
"new.row.14336","12420",1995,1018526
"new.row.14337","12420",1996,1117060
"new.row.14338","12420",1997,1248475
"new.row.14339","12420",1998,1490256
"new.row.14340","12420",1999,1717913
"new.row.14341","12420",2000,1868326
"new.row.14342","12420",2001,1899999
"new.row.14343","12420",2002,1843457
"new.row.14344","12420",2003,1876420
"new.row.14345","12420",2004,1974452
"new.row.14346","12420",2005,2128608
"new.row.14347","12420",2006,2303202
"new.row.14348","12420",2007,2461069
"new.row.14349","12420",2008,2581924
"new.row.14350","12420",2009,2620166
"new.row.14351","12420",2010,2723200
"new.row.14352","12420",2011,2240760
"new.row.14353","12420",2012,2374334
"new.row.14354","12420",2013,3276067
"new.row.14355","13140",1969,34635
"new.row.14356","13140",1970,36979
"new.row.14357","13140",1971,40569
"new.row.14358","13140",1972,44961
"new.row.14359","13140",1973,56838
"new.row.14360","13140",1974,68311
"new.row.14361","13140",1975,73322
"new.row.14362","13140",1976,88282
"new.row.14363","13140",1977,99389
"new.row.14364","13140",1978,111641
"new.row.14365","13140",1979,130463
"new.row.14366","13140",1980,145601
"new.row.14367","13140",1981,178959
"new.row.14368","13140",1982,186394
"new.row.14369","13140",1983,184621
"new.row.14370","13140",1984,188074
"new.row.14371","13140",1985,193253
"new.row.14372","13140",1986,187829
"new.row.14373","13140",1987,186138
"new.row.14374","13140",1988,209706
"new.row.14375","13140",1989,222915
"new.row.14376","13140",1990,236388
"new.row.14377","13140",1991,267526
"new.row.14378","13140",1992,282321
"new.row.14379","13140",1993,283220
"new.row.14380","13140",1994,299911
"new.row.14381","13140",1995,310474
"new.row.14382","13140",1996,311388
"new.row.14383","13140",1997,340890
"new.row.14384","13140",1998,364910
"new.row.14385","13140",1999,363433
"new.row.14386","13140",2000,373261
"new.row.14387","13140",2001,379215
"new.row.14388","13140",2002,387628
"new.row.14389","13140",2003,397622
"new.row.14390","13140",2004,411047
"new.row.14391","13140",2005,437987
"new.row.14392","13140",2006,481257
"new.row.14393","13140",2007,512409
"new.row.14394","13140",2008,545913
"new.row.14395","13140",2009,547026
"new.row.14396","13140",2010,552051
"new.row.14397","13140",2011,454877
"new.row.14398","13140",2012,467392
"new.row.14399","13140",2013,599434
"new.row.14400","15180",1969,7216
"new.row.14401","15180",1970,7895
"new.row.14402","15180",1971,9110
"new.row.14403","15180",1972,10999
"new.row.14404","15180",1973,15035
"new.row.14405","15180",1974,17896
"new.row.14406","15180",1975,20215
"new.row.14407","15180",1976,22398
"new.row.14408","15180",1977,24274
"new.row.14409","15180",1978,29104
"new.row.14410","15180",1979,35401
"new.row.14411","15180",1980,40671
"new.row.14412","15180",1981,50230
"new.row.14413","15180",1982,54318
"new.row.14414","15180",1983,53699
"new.row.14415","15180",1984,55956
"new.row.14416","15180",1985,62080
"new.row.14417","15180",1986,64032
"new.row.14418","15180",1987,64910
"new.row.14419","15180",1988,75038
"new.row.14420","15180",1989,84910
"new.row.14421","15180",1990,93504
"new.row.14422","15180",1991,103355
"new.row.14423","15180",1992,111843
"new.row.14424","15180",1993,122324
"new.row.14425","15180",1994,133395
"new.row.14426","15180",1995,139032
"new.row.14427","15180",1996,142157
"new.row.14428","15180",1997,152229
"new.row.14429","15180",1998,161536
"new.row.14430","15180",1999,168191
"new.row.14431","15180",2000,177425
"new.row.14432","15180",2001,189476
"new.row.14433","15180",2002,206027
"new.row.14434","15180",2003,212509
"new.row.14435","15180",2004,223614
"new.row.14436","15180",2005,233789
"new.row.14437","15180",2006,257265
"new.row.14438","15180",2007,274788
"new.row.14439","15180",2008,288638
"new.row.14440","15180",2009,300340
"new.row.14441","15180",2010,308765
"new.row.14442","15180",2011,256419
"new.row.14443","15180",2012,262807
"new.row.14444","15180",2013,338542
"new.row.14445","17780",1969,5386
"new.row.14446","17780",1970,5863
"new.row.14447","17780",1971,6981
"new.row.14448","17780",1972,7988
"new.row.14449","17780",1973,10097
"new.row.14450","17780",1974,11266
"new.row.14451","17780",1975,12630
"new.row.14452","17780",1976,14368
"new.row.14453","17780",1977,16416
"new.row.14454","17780",1978,19364
"new.row.14455","17780",1979,23263
"new.row.14456","17780",1980,28100
"new.row.14457","17780",1981,40019
"new.row.14458","17780",1982,44595
"new.row.14459","17780",1983,46310
"new.row.14460","17780",1984,49820
"new.row.14461","17780",1985,52563
"new.row.14462","17780",1986,52462
"new.row.14463","17780",1987,52408
"new.row.14464","17780",1988,60893
"new.row.14465","17780",1989,67768
"new.row.14466","17780",1990,71729
"new.row.14467","17780",1991,78508
"new.row.14468","17780",1992,83638
"new.row.14469","17780",1993,89942
"new.row.14470","17780",1994,97024
"new.row.14471","17780",1995,101376
"new.row.14472","17780",1996,105156
"new.row.14473","17780",1997,115431
"new.row.14474","17780",1998,123050
"new.row.14475","17780",1999,129906
"new.row.14476","17780",2000,137251
"new.row.14477","17780",2001,143202
"new.row.14478","17780",2002,146948
"new.row.14479","17780",2003,156257
"new.row.14480","17780",2004,164430
"new.row.14481","17780",2005,176407
"new.row.14482","17780",2006,188699
"new.row.14483","17780",2007,200330
"new.row.14484","17780",2008,212931
"new.row.14485","17780",2009,224897
"new.row.14486","17780",2010,229275
"new.row.14487","17780",2011,186054
"new.row.14488","17780",2012,193816
"new.row.14489","17780",2013,261779
"new.row.14490","18580",1969,23978
"new.row.14491","18580",1970,26283
"new.row.14492","18580",1971,29325
"new.row.14493","18580",1972,32433
"new.row.14494","18580",1973,41789
"new.row.14495","18580",1974,49033
"new.row.14496","18580",1975,54430
"new.row.14497","18580",1976,62212
"new.row.14498","18580",1977,67081
"new.row.14499","18580",1978,79725
"new.row.14500","18580",1979,98460
"new.row.14501","18580",1980,113873
"new.row.14502","18580",1981,140703
"new.row.14503","18580",1982,154227
"new.row.14504","18580",1983,151323
"new.row.14505","18580",1984,159196
"new.row.14506","18580",1985,173421
"new.row.14507","18580",1986,167396
"new.row.14508","18580",1987,162698
"new.row.14509","18580",1988,180245
"new.row.14510","18580",1989,192382
"new.row.14511","18580",1990,210175
"new.row.14512","18580",1991,229821
"new.row.14513","18580",1992,242313
"new.row.14514","18580",1993,259102
"new.row.14515","18580",1994,277867
"new.row.14516","18580",1995,288244
"new.row.14517","18580",1996,306872
"new.row.14518","18580",1997,322263
"new.row.14519","18580",1998,338699
"new.row.14520","18580",1999,348912
"new.row.14521","18580",2000,357248
"new.row.14522","18580",2001,376967
"new.row.14523","18580",2002,392383
"new.row.14524","18580",2003,409049
"new.row.14525","18580",2004,431258
"new.row.14526","18580",2005,458681
"new.row.14527","18580",2006,501865
"new.row.14528","18580",2007,537195
"new.row.14529","18580",2008,576756
"new.row.14530","18580",2009,574057
"new.row.14531","18580",2010,585510
"new.row.14532","18580",2011,487270
"new.row.14533","18580",2012,515244
"new.row.14534","18580",2013,682446
"new.row.14535","19100",1969,282375
"new.row.14536","19100",1970,294931
"new.row.14537","19100",1971,318651
"new.row.14538","19100",1972,363421
"new.row.14539","19100",1973,475030
"new.row.14540","19100",1974,549723
"new.row.14541","19100",1975,590443
"new.row.14542","19100",1976,663016
"new.row.14543","19100",1977,758777
"new.row.14544","19100",1978,899261
"new.row.14545","19100",1979,1111519
"new.row.14546","19100",1980,1314232
"new.row.14547","19100",1981,1634415
"new.row.14548","19100",1982,1832527
"new.row.14549","19100",1983,2011864
"new.row.14550","19100",1984,2321094
"new.row.14551","19100",1985,2699142
"new.row.14552","19100",1986,2862519
"new.row.14553","19100",1987,2953124
"new.row.14554","19100",1988,3215987
"new.row.14555","19100",1989,3482021
"new.row.14556","19100",1990,3700094
"new.row.14557","19100",1991,3956502
"new.row.14558","19100",1992,4188782
"new.row.14559","19100",1993,4467700
"new.row.14560","19100",1994,4834995
"new.row.14561","19100",1995,5215956
"new.row.14562","19100",1996,5618468
"new.row.14563","19100",1997,6167570
"new.row.14564","19100",1998,6800380
"new.row.14565","19100",1999,7335098
"new.row.14566","19100",2000,7996541
"new.row.14567","19100",2001,8322393
"new.row.14568","19100",2002,8426816
"new.row.14569","19100",2003,8448372
"new.row.14570","19100",2004,8875218
"new.row.14571","19100",2005,9407526
"new.row.14572","19100",2006,10101455
"new.row.14573","19100",2007,10779075
"new.row.14574","19100",2008,11256151
"new.row.14575","19100",2009,11152244
"new.row.14576","19100",2010,11351781
"new.row.14577","19100",2011,9241261
"new.row.14578","19100",2012,9652866
"new.row.14579","19100",2013,13134398
"new.row.14580","21340",1969,27406
"new.row.14581","21340",1970,28806
"new.row.14582","21340",1971,32898
"new.row.14583","21340",1972,37174
"new.row.14584","21340",1973,49096
"new.row.14585","21340",1974,56347
"new.row.14586","21340",1975,61454
"new.row.14587","21340",1976,68002
"new.row.14588","21340",1977,75223
"new.row.14589","21340",1978,86441
"new.row.14590","21340",1979,103262
"new.row.14591","21340",1980,115748
"new.row.14592","21340",1981,143413
"new.row.14593","21340",1982,154185
"new.row.14594","21340",1983,160857
"new.row.14595","21340",1984,175927
"new.row.14596","21340",1985,198272
"new.row.14597","21340",1986,210350
"new.row.14598","21340",1987,217854
"new.row.14599","21340",1988,247115
"new.row.14600","21340",1989,272501
"new.row.14601","21340",1990,288340
"new.row.14602","21340",1991,312971
"new.row.14603","21340",1992,339553
"new.row.14604","21340",1993,360457
"new.row.14605","21340",1994,391444
"new.row.14606","21340",1995,411398
"new.row.14607","21340",1996,415922
"new.row.14608","21340",1997,440949
"new.row.14609","21340",1998,462570
"new.row.14610","21340",1999,480329
"new.row.14611","21340",2000,502146
"new.row.14612","21340",2001,537855
"new.row.14613","21340",2002,572873
"new.row.14614","21340",2003,583375
"new.row.14615","21340",2004,609455
"new.row.14616","21340",2005,639005
"new.row.14617","21340",2006,691495
"new.row.14618","21340",2007,747617
"new.row.14619","21340",2008,772156
"new.row.14620","21340",2009,814654
