"","msa.fips","year","wage.and.salary.employment"
"new.row.15153","15540",1986,84942
"new.row.15154","15540",1987,88679
"new.row.15155","15540",1988,93689
"new.row.15156","15540",1989,97324
"new.row.15157","15540",1990,97094
"new.row.15158","15540",1991,94371
"new.row.15159","15540",1992,95182
"new.row.15160","15540",1993,97563
"new.row.15161","15540",1994,100083
"new.row.15162","15540",1995,103016
"new.row.15163","15540",1996,105780
"new.row.15164","15540",1997,107383
"new.row.15165","15540",1998,109832
"new.row.15166","15540",1999,113829
"new.row.15167","15540",2000,117971
"new.row.15168","15540",2001,119497
"new.row.15169","15540",2002,118578
"new.row.15170","15540",2003,118212
"new.row.15171","15540",2004,120098
"new.row.15172","15540",2005,120000
"new.row.15173","15540",2006,120300
"new.row.15174","15540",2007,120806
"new.row.15175","15540",2008,120922
"new.row.15176","15540",2009,118317
"new.row.15177","15540",2010,119401
"new.row.15178","15540",2011,121725
"new.row.15179","15540",2012,124121
"new.row.15180","13980",1969,46577
"new.row.15181","13980",1970,43734
"new.row.15182","13980",1971,43223
"new.row.15183","13980",1972,44862
"new.row.15184","13980",1973,47669
"new.row.15185","13980",1974,48772
"new.row.15186","13980",1975,47489
"new.row.15187","13980",1976,48863
"new.row.15188","13980",1977,50817
"new.row.15189","13980",1978,53740
"new.row.15190","13980",1979,55452
"new.row.15191","13980",1980,56237
"new.row.15192","13980",1981,54779
"new.row.15193","13980",1982,54037
"new.row.15194","13980",1983,55207
"new.row.15195","13980",1984,58737
"new.row.15196","13980",1985,60496
"new.row.15197","13980",1986,61171
"new.row.15198","13980",1987,63152
"new.row.15199","13980",1988,65498
"new.row.15200","13980",1989,66153
"new.row.15201","13980",1990,66034
"new.row.15202","13980",1991,63671
"new.row.15203","13980",1992,63496
"new.row.15204","13980",1993,64667
"new.row.15205","13980",1994,66580
"new.row.15206","13980",1995,68017
"new.row.15207","13980",1996,68621
"new.row.15208","13980",1997,69916
"new.row.15209","13980",1998,70350
"new.row.15210","13980",1999,73728
"new.row.15211","13980",2000,74107
"new.row.15212","13980",2001,71590
"new.row.15213","13980",2002,72170
"new.row.15214","13980",2003,72713
"new.row.15215","13980",2004,72905
"new.row.15216","13980",2005,73704
"new.row.15217","13980",2006,74017
"new.row.15218","13980",2007,73930
"new.row.15219","13980",2008,74076
"new.row.15220","13980",2009,71520
"new.row.15221","13980",2010,69822
"new.row.15222","13980",2011,71081
"new.row.15223","13980",2012,72352
"new.row.15224","16820",1969,44199
"new.row.15225","16820",1970,44834
"new.row.15226","16820",1971,45393
"new.row.15227","16820",1972,47293
"new.row.15228","16820",1973,50338
"new.row.15229","16820",1974,52156
"new.row.15230","16820",1975,51216
"new.row.15231","16820",1976,53064
"new.row.15232","16820",1977,54734
"new.row.15233","16820",1978,58233
"new.row.15234","16820",1979,61894
"new.row.15235","16820",1980,64297
"new.row.15236","16820",1981,64328
"new.row.15237","16820",1982,64289
"new.row.15238","16820",1983,66440
"new.row.15239","16820",1984,68219
"new.row.15240","16820",1985,69255
"new.row.15241","16820",1986,71797
"new.row.15242","16820",1987,74794
"new.row.15243","16820",1988,77261
"new.row.15244","16820",1989,79833
"new.row.15245","16820",1990,80515
"new.row.15246","16820",1991,79266
"new.row.15247","16820",1992,80193
"new.row.15248","16820",1993,83347
"new.row.15249","16820",1994,85144
"new.row.15250","16820",1995,86751
"new.row.15251","16820",1996,89065
"new.row.15252","16820",1997,91447
"new.row.15253","16820",1998,94001
"new.row.15254","16820",1999,96285
"new.row.15255","16820",2000,98672
"new.row.15256","16820",2001,98578
"new.row.15257","16820",2002,99600
"new.row.15258","16820",2003,99092
"new.row.15259","16820",2004,101518
"new.row.15260","16820",2005,104573
"new.row.15261","16820",2006,107345
"new.row.15262","16820",2007,109394
"new.row.15263","16820",2008,110201
"new.row.15264","16820",2009,106971
"new.row.15265","16820",2010,105973
"new.row.15266","16820",2011,107422
"new.row.15267","16820",2012,108425
"new.row.15268","25500",1969,24040
"new.row.15269","25500",1970,25315
"new.row.15270","25500",1971,26528
"new.row.15271","25500",1972,27078
"new.row.15272","25500",1973,28922
"new.row.15273","25500",1974,29141
"new.row.15274","25500",1975,28521
"new.row.15275","25500",1976,30348
"new.row.15276","25500",1977,31402
"new.row.15277","25500",1978,31931
"new.row.15278","25500",1979,33495
"new.row.15279","25500",1980,34254
"new.row.15280","25500",1981,33278
"new.row.15281","25500",1982,33706
"new.row.15282","25500",1983,34653
"new.row.15283","25500",1984,36279
"new.row.15284","25500",1985,37464
"new.row.15285","25500",1986,39724
"new.row.15286","25500",1987,41171
"new.row.15287","25500",1988,42852
"new.row.15288","25500",1989,43960
"new.row.15289","25500",1990,45039
"new.row.15290","25500",1991,45184
"new.row.15291","25500",1992,47215
"new.row.15292","25500",1993,49338
"new.row.15293","25500",1994,51175
"new.row.15294","25500",1995,52675
"new.row.15295","25500",1996,53267
"new.row.15296","25500",1997,55046
"new.row.15297","25500",1998,55955
"new.row.15298","25500",1999,58271
"new.row.15299","25500",2000,59218
"new.row.15300","25500",2001,60210
"new.row.15301","25500",2002,60664
"new.row.15302","25500",2003,61264
"new.row.15303","25500",2004,61921
"new.row.15304","25500",2005,61846
"new.row.15305","25500",2006,63930
"new.row.15306","25500",2007,64859
"new.row.15307","25500",2008,64543
"new.row.15308","25500",2009,62410
"new.row.15309","25500",2010,62122
"new.row.15310","25500",2011,63137
"new.row.15311","25500",2012,63555
"new.row.15312","31340",1969,68241
"new.row.15313","31340",1970,69657
"new.row.15314","31340",1971,69355
"new.row.15315","31340",1972,71642
"new.row.15316","31340",1973,75120
"new.row.15317","31340",1974,77402
"new.row.15318","31340",1975,73850
"new.row.15319","31340",1976,77098
"new.row.15320","31340",1977,79653
"new.row.15321","31340",1978,83451
"new.row.15322","31340",1979,86764
"new.row.15323","31340",1980,85179
"new.row.15324","31340",1981,84244
"new.row.15325","31340",1982,82426
"new.row.15326","31340",1983,82764
"new.row.15327","31340",1984,86506
"new.row.15328","31340",1985,88008
"new.row.15329","31340",1986,88600
"new.row.15330","31340",1987,91673
"new.row.15331","31340",1988,94198
"new.row.15332","31340",1989,97207
"new.row.15333","31340",1990,98445
"new.row.15334","31340",1991,97251
"new.row.15335","31340",1992,97496
"new.row.15336","31340",1993,100251
"new.row.15337","31340",1994,102741
"new.row.15338","31340",1995,103532
"new.row.15339","31340",1996,104422
"new.row.15340","31340",1997,105171
"new.row.15341","31340",1998,106619
"new.row.15342","31340",1999,109708
"new.row.15343","31340",2000,111050
"new.row.15344","31340",2001,106808
"new.row.15345","31340",2002,104000
"new.row.15346","31340",2003,103336
"new.row.15347","31340",2004,104743
"new.row.15348","31340",2005,107319
"new.row.15349","31340",2006,109572
"new.row.15350","31340",2007,110973
"new.row.15351","31340",2008,111936
"new.row.15352","31340",2009,107680
"new.row.15353","31340",2010,105837
"new.row.15354","31340",2011,105647
"new.row.15355","31340",2012,106238
"new.row.15356","40060",1969,326892
"new.row.15357","40060",1970,329013
"new.row.15358","40060",1971,333764
"new.row.15359","40060",1972,341650
"new.row.15360","40060",1973,360900
"new.row.15361","40060",1974,372874
"new.row.15362","40060",1975,366935
"new.row.15363","40060",1976,376251
"new.row.15364","40060",1977,387698
"new.row.15365","40060",1978,405397
"new.row.15366","40060",1979,419223
"new.row.15367","40060",1980,422131
"new.row.15368","40060",1981,420941
"new.row.15369","40060",1982,416271
"new.row.15370","40060",1983,421062
"new.row.15371","40060",1984,433627
"new.row.15372","40060",1985,451341
"new.row.15373","40060",1986,468057
"new.row.15374","40060",1987,491401
"new.row.15375","40060",1988,506767
"new.row.15376","40060",1989,519562
"new.row.15377","40060",1990,522511
"new.row.15378","40060",1991,509962
"new.row.15379","40060",1992,511625
"new.row.15380","40060",1993,522396
"new.row.15381","40060",1994,538224
"new.row.15382","40060",1995,548374
"new.row.15383","40060",1996,557954
"new.row.15384","40060",1997,574008
"new.row.15385","40060",1998,581308
"new.row.15386","40060",1999,595085
"new.row.15387","40060",2000,606914
"new.row.15388","40060",2001,609590
"new.row.15389","40060",2002,607050
"new.row.15390","40060",2003,603360
"new.row.15391","40060",2004,612556
"new.row.15392","40060",2005,626043
"new.row.15393","40060",2006,635644
"new.row.15394","40060",2007,644254
"new.row.15395","40060",2008,643132
"new.row.15396","40060",2009,618599
"new.row.15397","40060",2010,613260
"new.row.15398","40060",2011,620880
"new.row.15399","40060",2012,632771
"new.row.15400","40220",1969,98589
"new.row.15401","40220",1970,99263
"new.row.15402","40220",1971,100990
"new.row.15403","40220",1972,105264
"new.row.15404","40220",1973,111959
"new.row.15405","40220",1974,113814
"new.row.15406","40220",1975,110017
"new.row.15407","40220",1976,112775
"new.row.15408","40220",1977,115742
"new.row.15409","40220",1978,119818
"new.row.15410","40220",1979,120976
"new.row.15411","40220",1980,120072
"new.row.15412","40220",1981,118650
"new.row.15413","40220",1982,117129
"new.row.15414","40220",1983,119126
"new.row.15415","40220",1984,125664
"new.row.15416","40220",1985,131891
"new.row.15417","40220",1986,134802
"new.row.15418","40220",1987,138951
"new.row.15419","40220",1988,140208
"new.row.15420","40220",1989,144644
"new.row.15421","40220",1990,146752
"new.row.15422","40220",1991,144097
"new.row.15423","40220",1992,145876
"new.row.15424","40220",1993,149444
"new.row.15425","40220",1994,154401
"new.row.15426","40220",1995,157736
"new.row.15427","40220",1996,160551
"new.row.15428","40220",1997,160920
"new.row.15429","40220",1998,164716
"new.row.15430","40220",1999,164734
"new.row.15431","40220",2000,166920
"new.row.15432","40220",2001,165038
"new.row.15433","40220",2002,162194
"new.row.15434","40220",2003,159699
"new.row.15435","40220",2004,161255
"new.row.15436","40220",2005,164664
"new.row.15437","40220",2006,169045
"new.row.15438","40220",2007,170211
"new.row.15439","40220",2008,169218
"new.row.15440","40220",2009,161649
"new.row.15441","40220",2010,158099
"new.row.15442","40220",2011,158534
"new.row.15443","40220",2012,160175
"new.row.15444","44420",1969,36040
"new.row.15445","44420",1970,35498
"new.row.15446","44420",1971,34795
"new.row.15447","44420",1972,35591
"new.row.15448","44420",1973,37536
"new.row.15449","44420",1974,39047
"new.row.15450","44420",1975,36050
"new.row.15451","44420",1976,37479
"new.row.15452","44420",1977,38614
"new.row.15453","44420",1978,39308
"new.row.15454","44420",1979,39895
"new.row.15455","44420",1980,40513
"new.row.15456","44420",1981,40361
"new.row.15457","44420",1982,38544
"new.row.15458","44420",1983,37562
"new.row.15459","44420",1984,39006
"new.row.15460","44420",1985,39423
"new.row.15461","44420",1986,39992
"new.row.15462","44420",1987,42250
"new.row.15463","44420",1988,43983
"new.row.15464","44420",1989,44347
"new.row.15465","44420",1990,45428
"new.row.15466","44420",1991,43834
"new.row.15467","44420",1992,43467
"new.row.15468","44420",1993,44306
"new.row.15469","44420",1994,44535
"new.row.15470","44420",1995,44903
"new.row.15471","44420",1996,46188
"new.row.15472","44420",1997,48410
"new.row.15473","44420",1998,49225
"new.row.15474","44420",1999,49964
"new.row.15475","44420",2000,50432
"new.row.15476","44420",2001,49905
"new.row.15477","44420",2002,49102
"new.row.15478","44420",2003,48739
"new.row.15479","44420",2004,50043
"new.row.15480","44420",2005,51084
"new.row.15481","44420",2006,51280
"new.row.15482","44420",2007,51800
"new.row.15483","44420",2008,51901
"new.row.15484","44420",2009,49257
"new.row.15485","44420",2010,48314
"new.row.15486","44420",2011,48545
"new.row.15487","44420",2012,48799
"new.row.15488","49020",1969,22373
"new.row.15489","49020",1970,22539
"new.row.15490","49020",1971,23660
"new.row.15491","49020",1972,23955
"new.row.15492","49020",1973,25272
"new.row.15493","49020",1974,26275
"new.row.15494","49020",1975,25324
"new.row.15495","49020",1976,26743
"new.row.15496","49020",1977,27670
"new.row.15497","49020",1978,29385
"new.row.15498","49020",1979,29847
"new.row.15499","49020",1980,29766
"new.row.15500","49020",1981,29770
"new.row.15501","49020",1982,29150
"new.row.15502","49020",1983,29923
"new.row.15503","49020",1984,30858
"new.row.15504","49020",1985,32275
"new.row.15505","49020",1986,33821
"new.row.15506","49020",1987,36434
"new.row.15507","49020",1988,38082
"new.row.15508","49020",1989,39807
"new.row.15509","49020",1990,40779
"new.row.15510","49020",1991,39952
"new.row.15511","49020",1992,41282
"new.row.15512","49020",1993,42630
"new.row.15513","49020",1994,44476
"new.row.15514","49020",1995,45787
"new.row.15515","49020",1996,47659
"new.row.15516","49020",1997,48769
"new.row.15517","49020",1998,50873
"new.row.15518","49020",1999,51400
"new.row.15519","49020",2000,53412
"new.row.15520","49020",2001,53952
"new.row.15521","49020",2002,54573
"new.row.15522","49020",2003,54347
"new.row.15523","49020",2004,56054
"new.row.15524","49020",2005,58103
"new.row.15525","49020",2006,60218
"new.row.15526","49020",2007,60078
"new.row.15527","49020",2008,58728
"new.row.15528","49020",2009,55817
"new.row.15529","49020",2010,55926
"new.row.15530","49020",2011,57374
"new.row.15531","49020",2012,58132
"new.row.15532","13380",1969,25601
"new.row.15533","13380",1970,27117
"new.row.15534","13380",1971,29601
"new.row.15535","13380",1972,29019
"new.row.15536","13380",1973,30233
"new.row.15537","13380",1974,31214
"new.row.15538","13380",1975,32840
"new.row.15539","13380",1976,35047
"new.row.15540","13380",1977,36632
"new.row.15541","13380",1978,38528
"new.row.15542","13380",1979,40359
"new.row.15543","13380",1980,39450
"new.row.15544","13380",1981,39078
"new.row.15545","13380",1982,38344
"new.row.15546","13380",1983,39473
"new.row.15547","13380",1984,40414
"new.row.15548","13380",1985,41184
"new.row.15549","13380",1986,42974
"new.row.15550","13380",1987,45322
"new.row.15551","13380",1988,48261
"new.row.15552","13380",1989,52157
"new.row.15553","13380",1990,57112
"new.row.15554","13380",1991,58193
"new.row.15555","13380",1992,60612
"new.row.15556","13380",1993,61999
"new.row.15557","13380",1994,64009
"new.row.15558","13380",1995,65363
"new.row.15559","13380",1996,67255
"new.row.15560","13380",1997,68954
"new.row.15561","13380",1998,70079
"new.row.15562","13380",1999,71817
"new.row.15563","13380",2000,72958
"new.row.15564","13380",2001,74177
"new.row.15565","13380",2002,76127
"new.row.15566","13380",2003,78361
"new.row.15567","13380",2004,80878
"new.row.15568","13380",2005,84620
"new.row.15569","13380",2006,86406
"new.row.15570","13380",2007,88781
"new.row.15571","13380",2008,89510
"new.row.15572","13380",2009,85456
"new.row.15573","13380",2010,83511
"new.row.15574","13380",2011,84266
"new.row.15575","13380",2012,85661
"new.row.15576","14740",1969,43557
"new.row.15577","14740",1970,40646
"new.row.15578","14740",1971,37271
"new.row.15579","14740",1972,36811
"new.row.15580","14740",1973,39572
"new.row.15581","14740",1974,43156
"new.row.15582","14740",1975,45319
"new.row.15583","14740",1976,47318
"new.row.15584","14740",1977,51254
"new.row.15585","14740",1978,53888
"new.row.15586","14740",1979,56844
"new.row.15587","14740",1980,58531
"new.row.15588","14740",1981,59844
"new.row.15589","14740",1982,60416
"new.row.15590","14740",1983,63341
"new.row.15591","14740",1984,65014
"new.row.15592","14740",1985,66545
"new.row.15593","14740",1986,65883
"new.row.15594","14740",1987,70245
"new.row.15595","14740",1988,75892
"new.row.15596","14740",1989,77712
"new.row.15597","14740",1990,83607
"new.row.15598","14740",1991,86579
"new.row.15599","14740",1992,88138
"new.row.15600","14740",1993,85274
"new.row.15601","14740",1994,86401
"new.row.15602","14740",1995,88318
"new.row.15603","14740",1996,91621
"new.row.15604","14740",1997,90291
"new.row.15605","14740",1998,87644
"new.row.15606","14740",1999,88299
