"","msa.fips","year","farm.personal.income"
"new.row.875","43420",2008,28117
"new.row.876","43420",2009,33365
"new.row.877","43420",2010,45771
"new.row.878","43420",2011,64698
"new.row.879","43420",2012,51524
"new.row.880","46060",1969,9905
"new.row.881","46060",1970,8917
"new.row.882","46060",1971,8128
"new.row.883","46060",1972,12419
"new.row.884","46060",1973,21602
"new.row.885","46060",1974,16585
"new.row.886","46060",1975,13819
"new.row.887","46060",1976,18041
"new.row.888","46060",1977,11473
"new.row.889","46060",1978,15563
"new.row.890","46060",1979,15815
"new.row.891","46060",1980,16421
"new.row.892","46060",1981,13939
"new.row.893","46060",1982,13208
"new.row.894","46060",1983,13695
"new.row.895","46060",1984,33441
"new.row.896","46060",1985,25220
"new.row.897","46060",1986,28729
"new.row.898","46060",1987,27318
"new.row.899","46060",1988,30616
"new.row.900","46060",1989,23763
"new.row.901","46060",1990,25961
"new.row.902","46060",1991,23145
"new.row.903","46060",1992,19493
"new.row.904","46060",1993,27454
"new.row.905","46060",1994,13799
"new.row.906","46060",1995,11438
"new.row.907","46060",1996,17244
"new.row.908","46060",1997,17259
"new.row.909","46060",1998,13938
"new.row.910","46060",1999,20290
"new.row.911","46060",2000,13934
"new.row.912","46060",2001,10258
"new.row.913","46060",2002,16319
"new.row.914","46060",2003,21101
"new.row.915","46060",2004,27406
"new.row.916","46060",2005,31719
"new.row.917","46060",2006,26247
"new.row.918","46060",2007,15034
"new.row.919","46060",2008,11751
"new.row.920","46060",2009,11778
"new.row.921","46060",2010,9159
"new.row.922","46060",2011,16971
"new.row.923","46060",2012,11356
"new.row.924","49740",1969,37758
"new.row.925","49740",1970,28563
"new.row.926","49740",1971,26133
"new.row.927","49740",1972,33122
"new.row.928","49740",1973,29282
"new.row.929","49740",1974,80192
"new.row.930","49740",1975,47401
"new.row.931","49740",1976,55247
"new.row.932","49740",1977,59376
"new.row.933","49740",1978,62399
"new.row.934","49740",1979,102313
"new.row.935","49740",1980,114779
"new.row.936","49740",1981,103971
"new.row.937","49740",1982,101427
"new.row.938","49740",1983,66317
"new.row.939","49740",1984,85648
"new.row.940","49740",1985,127343
"new.row.941","49740",1986,86071
"new.row.942","49740",1987,160520
"new.row.943","49740",1988,233438
"new.row.944","49740",1989,156729
"new.row.945","49740",1990,133344
"new.row.946","49740",1991,167154
"new.row.947","49740",1992,158758
"new.row.948","49740",1993,241313
"new.row.949","49740",1994,147671
"new.row.950","49740",1995,371516
"new.row.951","49740",1996,191327
"new.row.952","49740",1997,210970
"new.row.953","49740",1998,319503
"new.row.954","49740",1999,250708
"new.row.955","49740",2000,301877
"new.row.956","49740",2001,226061
"new.row.957","49740",2002,314092
"new.row.958","49740",2003,206261
"new.row.959","49740",2004,310328
"new.row.960","49740",2005,318388
"new.row.961","49740",2006,222552
"new.row.962","49740",2007,283116
"new.row.963","49740",2008,177880
"new.row.964","49740",2009,195701
"new.row.965","49740",2010,260162
"new.row.966","49740",2011,375219
"new.row.967","49740",2012,156252
"new.row.968","22220",1969,31318
"new.row.969","22220",1970,11613
"new.row.970","22220",1971,18009
"new.row.971","22220",1972,39687
"new.row.972","22220",1973,71801
"new.row.973","22220",1974,22915
"new.row.974","22220",1975,74976
"new.row.975","22220",1976,60690
"new.row.976","22220",1977,51024
"new.row.977","22220",1978,72828
"new.row.978","22220",1979,58613
"new.row.979","22220",1980,42054
"new.row.980","22220",1981,59652
"new.row.981","22220",1982,60419
"new.row.982","22220",1983,66980
"new.row.983","22220",1984,136130
"new.row.984","22220",1985,161830
"new.row.985","22220",1986,228644
"new.row.986","22220",1987,167897
"new.row.987","22220",1988,161103
"new.row.988","22220",1989,203030
"new.row.989","22220",1990,159121
"new.row.990","22220",1991,151768
"new.row.991","22220",1992,175943
"new.row.992","22220",1993,160796
"new.row.993","22220",1994,177925
"new.row.994","22220",1995,178142
"new.row.995","22220",1996,221717
"new.row.996","22220",1997,232593
"new.row.997","22220",1998,239119
"new.row.998","22220",1999,269529
"new.row.999","22220",2000,223268
"new.row.1000","22220",2001,276468
"new.row.1001","22220",2002,186962
"new.row.1002","22220",2003,197597
"new.row.1003","22220",2004,335119
"new.row.1004","22220",2005,247295
"new.row.1005","22220",2006,120416
"new.row.1006","22220",2007,166647
"new.row.1007","22220",2008,170359
"new.row.1008","22220",2009,59175
"new.row.1009","22220",2010,55077
"new.row.1010","22220",2011,28737
"new.row.1011","22220",2012,54273
"new.row.1012","22900",1969,8400
"new.row.1013","22900",1970,10723
"new.row.1014","22900",1971,12314
"new.row.1015","22900",1972,16231
"new.row.1016","22900",1973,25550
"new.row.1017","22900",1974,19490
"new.row.1018","22900",1975,19196
"new.row.1019","22900",1976,18713
"new.row.1020","22900",1977,16117
"new.row.1021","22900",1978,11230
"new.row.1022","22900",1979,20890
"new.row.1023","22900",1980,8767
"new.row.1024","22900",1981,22048
"new.row.1025","22900",1982,12163
"new.row.1026","22900",1983,11613
"new.row.1027","22900",1984,13450
"new.row.1028","22900",1985,16072
"new.row.1029","22900",1986,24353
"new.row.1030","22900",1987,19878
"new.row.1031","22900",1988,24108
"new.row.1032","22900",1989,37256
"new.row.1033","22900",1990,23740
"new.row.1034","22900",1991,26225
"new.row.1035","22900",1992,35263
"new.row.1036","22900",1993,45060
"new.row.1037","22900",1994,60349
"new.row.1038","22900",1995,39114
"new.row.1039","22900",1996,52998
"new.row.1040","22900",1997,60068
"new.row.1041","22900",1998,59379
"new.row.1042","22900",1999,77921
"new.row.1043","22900",2000,68881
"new.row.1044","22900",2001,83099
"new.row.1045","22900",2002,76938
"new.row.1046","22900",2003,57627
"new.row.1047","22900",2004,92755
"new.row.1048","22900",2005,83516
"new.row.1049","22900",2006,37365
"new.row.1050","22900",2007,26290
"new.row.1051","22900",2008,36642
"new.row.1052","22900",2009,8350
"new.row.1053","22900",2010,56514
"new.row.1054","22900",2011,48930
"new.row.1055","22900",2012,43026
"new.row.1056","26300",1969,762
"new.row.1057","26300",1970,630
"new.row.1058","26300",1971,702
"new.row.1059","26300",1972,1132
"new.row.1060","26300",1973,2495
"new.row.1061","26300",1974,1267
"new.row.1062","26300",1975,2666
"new.row.1063","26300",1976,2433
"new.row.1064","26300",1977,1677
"new.row.1065","26300",1978,2617
"new.row.1066","26300",1979,2514
"new.row.1067","26300",1980,2163
"new.row.1068","26300",1981,2635
"new.row.1069","26300",1982,2632
"new.row.1070","26300",1983,1481
"new.row.1071","26300",1984,1757
"new.row.1072","26300",1985,1383
"new.row.1073","26300",1986,2371
"new.row.1074","26300",1987,820
"new.row.1075","26300",1988,1084
"new.row.1076","26300",1989,2149
"new.row.1077","26300",1990,1226
"new.row.1078","26300",1991,1488
"new.row.1079","26300",1992,1803
"new.row.1080","26300",1993,4594
"new.row.1081","26300",1994,5819
"new.row.1082","26300",1995,7288
"new.row.1083","26300",1996,7313
"new.row.1084","26300",1997,8034
"new.row.1085","26300",1998,7635
"new.row.1086","26300",1999,6835
"new.row.1087","26300",2000,3834
"new.row.1088","26300",2001,3327
"new.row.1089","26300",2002,1494
"new.row.1090","26300",2003,2345
"new.row.1091","26300",2004,3528
"new.row.1092","26300",2005,3702
"new.row.1093","26300",2006,4361
"new.row.1094","26300",2007,7182
"new.row.1095","26300",2008,7130
"new.row.1096","26300",2009,5093
"new.row.1097","26300",2010,3986
"new.row.1098","26300",2011,4530
"new.row.1099","26300",2012,4084
"new.row.1100","27860",1969,27575
"new.row.1101","27860",1970,42904
"new.row.1102","27860",1971,38681
"new.row.1103","27860",1972,36816
"new.row.1104","27860",1973,71718
"new.row.1105","27860",1974,78422
"new.row.1106","27860",1975,53586
"new.row.1107","27860",1976,35866
"new.row.1108","27860",1977,43958
"new.row.1109","27860",1978,126232
"new.row.1110","27860",1979,66726
"new.row.1111","27860",1980,27951
"new.row.1112","27860",1981,66939
"new.row.1113","27860",1982,50871
"new.row.1114","27860",1983,24654
"new.row.1115","27860",1984,63991
"new.row.1116","27860",1985,50618
"new.row.1117","27860",1986,16707
"new.row.1118","27860",1987,49875
"new.row.1119","27860",1988,77834
"new.row.1120","27860",1989,45883
"new.row.1121","27860",1990,42647
"new.row.1122","27860",1991,66631
"new.row.1123","27860",1992,87952
"new.row.1124","27860",1993,73002
"new.row.1125","27860",1994,80493
"new.row.1126","27860",1995,96922
"new.row.1127","27860",1996,112365
"new.row.1128","27860",1997,107754
"new.row.1129","27860",1998,89071
"new.row.1130","27860",1999,78653
"new.row.1131","27860",2000,89478
"new.row.1132","27860",2001,92055
"new.row.1133","27860",2002,42780
"new.row.1134","27860",2003,183757
"new.row.1135","27860",2004,165370
"new.row.1136","27860",2005,101869
"new.row.1137","27860",2006,112756
"new.row.1138","27860",2007,105093
"new.row.1139","27860",2008,171143
"new.row.1140","27860",2009,130086
"new.row.1141","27860",2010,120877
"new.row.1142","27860",2011,141586
"new.row.1143","27860",2012,180150
"new.row.1144","30780",1969,19564
"new.row.1145","30780",1970,28051
"new.row.1146","30780",1971,28759
"new.row.1147","30780",1972,36560
"new.row.1148","30780",1973,67970
"new.row.1149","30780",1974,71540
"new.row.1150","30780",1975,52742
"new.row.1151","30780",1976,39730
"new.row.1152","30780",1977,40406
"new.row.1153","30780",1978,69733
"new.row.1154","30780",1979,48467
"new.row.1155","30780",1980,27755
"new.row.1156","30780",1981,37405
"new.row.1157","30780",1982,21273
"new.row.1158","30780",1983,18175
"new.row.1159","30780",1984,34631
"new.row.1160","30780",1985,34810
"new.row.1161","30780",1986,26067
"new.row.1162","30780",1987,44941
"new.row.1163","30780",1988,75137
"new.row.1164","30780",1989,62524
"new.row.1165","30780",1990,50023
"new.row.1166","30780",1991,48657
"new.row.1167","30780",1992,63522
"new.row.1168","30780",1993,56518
"new.row.1169","30780",1994,62692
"new.row.1170","30780",1995,58930
"new.row.1171","30780",1996,82154
"new.row.1172","30780",1997,73066
"new.row.1173","30780",1998,60161
"new.row.1174","30780",1999,65866
"new.row.1175","30780",2000,70541
"new.row.1176","30780",2001,74941
"new.row.1177","30780",2002,49667
"new.row.1178","30780",2003,104004
"new.row.1179","30780",2004,108153
"new.row.1180","30780",2005,56457
"new.row.1181","30780",2006,65536
"new.row.1182","30780",2007,73738
"new.row.1183","30780",2008,98076
"new.row.1184","30780",2009,71478
"new.row.1185","30780",2010,61419
"new.row.1186","30780",2011,66562
"new.row.1187","30780",2012,94362
"new.row.1188","32820",1969,43960
"new.row.1189","32820",1970,61361
"new.row.1190","32820",1971,61299
"new.row.1191","32820",1972,65039
"new.row.1192","32820",1973,94323
"new.row.1193","32820",1974,60860
"new.row.1194","32820",1975,55784
"new.row.1195","32820",1976,72808
"new.row.1196","32820",1977,86034
"new.row.1197","32820",1978,86053
"new.row.1198","32820",1979,93866
"new.row.1199","32820",1980,11830
"new.row.1200","32820",1981,51974
"new.row.1201","32820",1982,42426
"new.row.1202","32820",1983,-1833
"new.row.1203","32820",1984,54520
"new.row.1204","32820",1985,54763
"new.row.1205","32820",1986,16971
"new.row.1206","32820",1987,78306
"new.row.1207","32820",1988,102424
"new.row.1208","32820",1989,63967
"new.row.1209","32820",1990,66671
"new.row.1210","32820",1991,71905
"new.row.1211","32820",1992,99802
"new.row.1212","32820",1993,71557
"new.row.1213","32820",1994,114390
"new.row.1214","32820",1995,73268
"new.row.1215","32820",1996,138469
"new.row.1216","32820",1997,92427
"new.row.1217","32820",1998,46448
"new.row.1218","32820",1999,50792
"new.row.1219","32820",2000,44788
"new.row.1220","32820",2001,145619
"new.row.1221","32820",2002,30933
"new.row.1222","32820",2003,157264
"new.row.1223","32820",2004,179756
"new.row.1224","32820",2005,152157
"new.row.1225","32820",2006,121238
"new.row.1226","32820",2007,113394
"new.row.1227","32820",2008,188175
"new.row.1228","32820",2009,156444
"new.row.1229","32820",2010,112946
"new.row.1230","32820",2011,175323
"new.row.1231","32820",2012,211920
"new.row.1232","38220",1969,15956
"new.row.1233","38220",1970,19380
"new.row.1234","38220",1971,23803
"new.row.1235","38220",1972,24359
"new.row.1236","38220",1973,43735
"new.row.1237","38220",1974,26864
"new.row.1238","38220",1975,33725
"new.row.1239","38220",1976,39336
"new.row.1240","38220",1977,38655
"new.row.1241","38220",1978,47570
"new.row.1242","38220",1979,43878
"new.row.1243","38220",1980,13951
"new.row.1244","38220",1981,38484
"new.row.1245","38220",1982,22673
"new.row.1246","38220",1983,10891
"new.row.1247","38220",1984,28293
"new.row.1248","38220",1985,25627
"new.row.1249","38220",1986,23338
"new.row.1250","38220",1987,38392
"new.row.1251","38220",1988,65729
"new.row.1252","38220",1989,41361
"new.row.1253","38220",1990,34016
"new.row.1254","38220",1991,45273
"new.row.1255","38220",1992,65307
"new.row.1256","38220",1993,51208
"new.row.1257","38220",1994,82655
"new.row.1258","38220",1995,53935
"new.row.1259","38220",1996,93208
"new.row.1260","38220",1997,82383
"new.row.1261","38220",1998,75397
"new.row.1262","38220",1999,83851
"new.row.1263","38220",2000,72646
"new.row.1264","38220",2001,85710
"new.row.1265","38220",2002,51327
"new.row.1266","38220",2003,114661
"new.row.1267","38220",2004,131308
"new.row.1268","38220",2005,94699
"new.row.1269","38220",2006,66576
"new.row.1270","38220",2007,90439
"new.row.1271","38220",2008,121087
"new.row.1272","38220",2009,74397
"new.row.1273","38220",2010,69153
"new.row.1274","38220",2011,70027
"new.row.1275","38220",2012,121927
"new.row.1276","45500",1969,9461
"new.row.1277","45500",1970,11338
"new.row.1278","45500",1971,9707
"new.row.1279","45500",1972,12983
"new.row.1280","45500",1973,17044
"new.row.1281","45500",1974,16585
"new.row.1282","45500",1975,10002
"new.row.1283","45500",1976,11139
"new.row.1284","45500",1977,9138
"new.row.1285","45500",1978,9967
"new.row.1286","45500",1979,21115
"new.row.1287","45500",1980,6463
"new.row.1288","45500",1981,11575
"new.row.1289","45500",1982,10297
"new.row.1290","45500",1983,7681
"new.row.1291","45500",1984,20875
"new.row.1292","45500",1985,15793
"new.row.1293","45500",1986,21072
"new.row.1294","45500",1987,19285
"new.row.1295","45500",1988,31196
"new.row.1296","45500",1989,34616
"new.row.1297","45500",1990,29016
"new.row.1298","45500",1991,32279
"new.row.1299","45500",1992,32685
"new.row.1300","45500",1993,32568
"new.row.1301","45500",1994,36283
"new.row.1302","45500",1995,32471
"new.row.1303","45500",1996,40689
"new.row.1304","45500",1997,48858
"new.row.1305","45500",1998,37855
"new.row.1306","45500",1999,51222
"new.row.1307","45500",2000,44037
"new.row.1308","45500",2001,51087
"new.row.1309","45500",2002,39399
"new.row.1310","45500",2003,53948
"new.row.1311","45500",2004,68838
"new.row.1312","45500",2005,39001
"new.row.1313","45500",2006,26137
"new.row.1314","45500",2007,43301
"new.row.1315","45500",2008,45756
"new.row.1316","45500",2009,13945
"new.row.1317","45500",2010,21877
"new.row.1318","45500",2011,29086
"new.row.1319","45500",2012,48609
"new.row.1320","12540",1969,114687
"new.row.1321","12540",1970,115356
"new.row.1322","12540",1971,126684
"new.row.1323","12540",1972,144902
"new.row.1324","12540",1973,197362
"new.row.1325","12540",1974,309211
"new.row.1326","12540",1975,248673
"new.row.1327","12540",1976,410056
"new.row.1328","12540",1977,325715
"new.row.1329","12540",1978,267034
"new.row.1330","12540",1979,465554
"new.row.1331","12540",1980,633642
"new.row.1332","12540",1981,390603
"new.row.1333","12540",1982,440309
"new.row.1334","12540",1983,339059
"new.row.1335","12540",1984,359970
"new.row.1336","12540",1985,328419
"new.row.1337","12540",1986,421792
"new.row.1338","12540",1987,457933
"new.row.1339","12540",1988,494759
"new.row.1340","12540",1989,472519
"new.row.1341","12540",1990,551118
"new.row.1342","12540",1991,420657
"new.row.1343","12540",1992,481561
"new.row.1344","12540",1993,671873
"new.row.1345","12540",1994,628919
"new.row.1346","12540",1995,539187
"new.row.1347","12540",1996,619115
"new.row.1348","12540",1997,533182
"new.row.1349","12540",1998,402324
"new.row.1350","12540",1999,374705
"new.row.1351","12540",2000,471992
"new.row.1352","12540",2001,468844
"new.row.1353","12540",2002,686680
"new.row.1354","12540",2003,593590
"new.row.1355","12540",2004,1034707
"new.row.1356","12540",2005,1112372
"new.row.1357","12540",2006,854758
"new.row.1358","12540",2007,1208968
"new.row.1359","12540",2008,899937
"new.row.1360","12540",2009,1009473
"new.row.1361","12540",2010,1613230
"new.row.1362","12540",2011,2038099
"new.row.1363","12540",2012,2151830
