"","msa.fips","year","supplements.to.wages.and.salaries"
"new.row.4073","45300",1994,5490909
"new.row.4074","45300",1995,5691015
"new.row.4075","45300",1996,6064035
"new.row.4076","45300",1997,6349003
"new.row.4077","45300",1998,6897197
"new.row.4078","45300",1999,7442532
"new.row.4079","45300",2000,8063052
"new.row.4080","45300",2001,8533578
"new.row.4081","45300",2002,9233244
"new.row.4082","45300",2003,9804117
"new.row.4083","45300",2004,10421652
"new.row.4084","45300",2005,11235809
"new.row.4085","45300",2006,11229722
"new.row.4086","45300",2007,11669415
"new.row.4087","45300",2008,11956981
"new.row.4088","45300",2009,11490016
"new.row.4089","45300",2010,11961343
"new.row.4090","45300",2011,11794270
"new.row.4091","45300",2012,12257905
"new.row.4092","45540",1969,2311
"new.row.4093","45540",1970,2749
"new.row.4094","45540",1971,3051
"new.row.4095","45540",1972,3497
"new.row.4096","45540",1973,4004
"new.row.4097","45540",1974,4663
"new.row.4098","45540",1975,5477
"new.row.4099","45540",1976,6076
"new.row.4100","45540",1977,6904
"new.row.4101","45540",1978,8158
"new.row.4102","45540",1979,9444
"new.row.4103","45540",1980,10223
"new.row.4104","45540",1981,11561
"new.row.4105","45540",1982,13567
"new.row.4106","45540",1983,15678
"new.row.4107","45540",1984,17411
"new.row.4108","45540",1985,19940
"new.row.4109","45540",1986,21541
"new.row.4110","45540",1987,22737
"new.row.4111","45540",1988,23979
"new.row.4112","45540",1989,26125
"new.row.4113","45540",1990,27671
"new.row.4114","45540",1991,29071
"new.row.4115","45540",1992,33552
"new.row.4116","45540",1993,35026
"new.row.4117","45540",1994,37568
"new.row.4118","45540",1995,42104
"new.row.4119","45540",1996,50748
"new.row.4120","45540",1997,54069
"new.row.4121","45540",1998,57510
"new.row.4122","45540",1999,63716
"new.row.4123","45540",2000,67129
"new.row.4124","45540",2001,77732
"new.row.4125","45540",2002,88227
"new.row.4126","45540",2003,106590
"new.row.4127","45540",2004,118381
"new.row.4128","45540",2005,144981
"new.row.4129","45540",2006,161978
"new.row.4130","45540",2007,178195
"new.row.4131","45540",2008,186003
"new.row.4132","45540",2009,193511
"new.row.4133","45540",2010,211501
"new.row.4134","45540",2011,223873
"new.row.4135","45540",2012,230938
"new.row.4136","10500",1969,29601
"new.row.4137","10500",1970,36267
"new.row.4138","10500",1971,44016
"new.row.4139","10500",1972,50460
"new.row.4140","10500",1973,57462
"new.row.4141","10500",1974,55641
"new.row.4142","10500",1975,60878
"new.row.4143","10500",1976,70647
"new.row.4144","10500",1977,82412
"new.row.4145","10500",1978,96047
"new.row.4146","10500",1979,110387
"new.row.4147","10500",1980,124242
"new.row.4148","10500",1981,138293
"new.row.4149","10500",1982,148589
"new.row.4150","10500",1983,161073
"new.row.4151","10500",1984,179533
"new.row.4152","10500",1985,195831
"new.row.4153","10500",1986,205897
"new.row.4154","10500",1987,210462
"new.row.4155","10500",1988,227420
"new.row.4156","10500",1989,250419
"new.row.4157","10500",1990,275047
"new.row.4158","10500",1991,294862
"new.row.4159","10500",1992,316428
"new.row.4160","10500",1993,331287
"new.row.4161","10500",1994,354442
"new.row.4162","10500",1995,364940
"new.row.4163","10500",1996,383493
"new.row.4164","10500",1997,387151
"new.row.4165","10500",1998,407279
"new.row.4166","10500",1999,413346
"new.row.4167","10500",2000,429330
"new.row.4168","10500",2001,428757
"new.row.4169","10500",2002,455632
"new.row.4170","10500",2003,492184
"new.row.4171","10500",2004,521208
"new.row.4172","10500",2005,545492
"new.row.4173","10500",2006,558294
"new.row.4174","10500",2007,559470
"new.row.4175","10500",2008,568966
"new.row.4176","10500",2009,603347
"new.row.4177","10500",2010,615745
"new.row.4178","10500",2011,628268
"new.row.4179","10500",2012,631677
"new.row.4180","12020",1969,22225
"new.row.4181","12020",1970,25850
"new.row.4182","12020",1971,31251
"new.row.4183","12020",1972,36740
"new.row.4184","12020",1973,41700
"new.row.4185","12020",1974,49183
"new.row.4186","12020",1975,56118
"new.row.4187","12020",1976,63774
"new.row.4188","12020",1977,73800
"new.row.4189","12020",1978,85111
"new.row.4190","12020",1979,94490
"new.row.4191","12020",1980,103754
"new.row.4192","12020",1981,116696
"new.row.4193","12020",1982,125778
"new.row.4194","12020",1983,143791
"new.row.4195","12020",1984,156430
"new.row.4196","12020",1985,174929
"new.row.4197","12020",1986,194442
"new.row.4198","12020",1987,208206
"new.row.4199","12020",1988,230918
"new.row.4200","12020",1989,261369
"new.row.4201","12020",1990,286722
"new.row.4202","12020",1991,302224
"new.row.4203","12020",1992,337478
"new.row.4204","12020",1993,360577
"new.row.4205","12020",1994,383170
"new.row.4206","12020",1995,398544
"new.row.4207","12020",1996,417688
"new.row.4208","12020",1997,424578
"new.row.4209","12020",1998,462034
"new.row.4210","12020",1999,494218
"new.row.4211","12020",2000,516956
"new.row.4212","12020",2001,540228
"new.row.4213","12020",2002,587690
"new.row.4214","12020",2003,646032
"new.row.4215","12020",2004,698395
"new.row.4216","12020",2005,738956
"new.row.4217","12020",2006,775124
"new.row.4218","12020",2007,779756
"new.row.4219","12020",2008,816816
"new.row.4220","12020",2009,856563
"new.row.4221","12020",2010,912577
"new.row.4222","12020",2011,927319
"new.row.4223","12020",2012,942717
"new.row.4224","12060",1969,553765
"new.row.4225","12060",1970,631467
"new.row.4226","12060",1971,725767
"new.row.4227","12060",1972,883633
"new.row.4228","12060",1973,1009193
"new.row.4229","12060",1974,1106919
"new.row.4230","12060",1975,1279058
"new.row.4231","12060",1976,1461455
"new.row.4232","12060",1977,1726470
"new.row.4233","12060",1978,1979133
"new.row.4234","12060",1979,2290298
"new.row.4235","12060",1980,2625536
"new.row.4236","12060",1981,2953413
"new.row.4237","12060",1982,3280474
"new.row.4238","12060",1983,3719548
"new.row.4239","12060",1984,4284764
"new.row.4240","12060",1985,4898866
"new.row.4241","12060",1986,5586761
"new.row.4242","12060",1987,6057731
"new.row.4243","12060",1988,6733541
"new.row.4244","12060",1989,7326741
"new.row.4245","12060",1990,7954009
"new.row.4246","12060",1991,8439368
"new.row.4247","12060",1992,9645370
"new.row.4248","12060",1993,10300436
"new.row.4249","12060",1994,10975843
"new.row.4250","12060",1995,11522237
"new.row.4251","12060",1996,12296216
"new.row.4252","12060",1997,12888552
"new.row.4253","12060",1998,14459551
"new.row.4254","12060",1999,15446093
"new.row.4255","12060",2000,16737590
"new.row.4256","12060",2001,18058722
"new.row.4257","12060",2002,19150333
"new.row.4258","12060",2003,20264603
"new.row.4259","12060",2004,21718356
"new.row.4260","12060",2005,22911343
"new.row.4261","12060",2006,24242722
"new.row.4262","12060",2007,25018398
"new.row.4263","12060",2008,25201118
"new.row.4264","12060",2009,26144935
"new.row.4265","12060",2010,25896553
"new.row.4266","12060",2011,27042137
"new.row.4267","12060",2012,27449587
"new.row.4268","12260",1969,139296
"new.row.4269","12260",1970,126294
"new.row.4270","12260",1971,138786
"new.row.4271","12260",1972,148006
"new.row.4272","12260",1973,162499
"new.row.4273","12260",1974,188151
"new.row.4274","12260",1975,208556
"new.row.4275","12260",1976,247076
"new.row.4276","12260",1977,278460
"new.row.4277","12260",1978,309329
"new.row.4278","12260",1979,359190
"new.row.4279","12260",1980,401040
"new.row.4280","12260",1981,438916
"new.row.4281","12260",1982,495844
"new.row.4282","12260",1983,550874
"new.row.4283","12260",1984,622309
"new.row.4284","12260",1985,699237
"new.row.4285","12260",1986,769614
"new.row.4286","12260",1987,781683
"new.row.4287","12260",1988,844909
"new.row.4288","12260",1989,955972
"new.row.4289","12260",1990,1073382
"new.row.4290","12260",1991,1130874
"new.row.4291","12260",1992,1258704
"new.row.4292","12260",1993,1296684
"new.row.4293","12260",1994,1321961
"new.row.4294","12260",1995,1315681
"new.row.4295","12260",1996,1319601
"new.row.4296","12260",1997,1340409
"new.row.4297","12260",1998,1419487
"new.row.4298","12260",1999,1534320
"new.row.4299","12260",2000,1607665
"new.row.4300","12260",2001,1574513
"new.row.4301","12260",2002,1683714
"new.row.4302","12260",2003,1862925
"new.row.4303","12260",2004,1985832
"new.row.4304","12260",2005,2082867
"new.row.4305","12260",2006,2166548
"new.row.4306","12260",2007,2216723
"new.row.4307","12260",2008,2350075
"new.row.4308","12260",2009,2437384
"new.row.4309","12260",2010,2598427
"new.row.4310","12260",2011,2728704
"new.row.4311","12260",2012,2725496
"new.row.4312","15260",1969,18089
"new.row.4313","15260",1970,20797
"new.row.4314","15260",1971,24943
"new.row.4315","15260",1972,28048
"new.row.4316","15260",1973,29298
"new.row.4317","15260",1974,28235
"new.row.4318","15260",1975,26741
"new.row.4319","15260",1976,31998
"new.row.4320","15260",1977,37741
"new.row.4321","15260",1978,43411
"new.row.4322","15260",1979,49594
"new.row.4323","15260",1980,56137
"new.row.4324","15260",1981,61244
"new.row.4325","15260",1982,65216
"new.row.4326","15260",1983,71130
"new.row.4327","15260",1984,79466
"new.row.4328","15260",1985,90443
"new.row.4329","15260",1986,100001
"new.row.4330","15260",1987,106122
"new.row.4331","15260",1988,117147
"new.row.4332","15260",1989,130424
"new.row.4333","15260",1990,139786
"new.row.4334","15260",1991,148282
"new.row.4335","15260",1992,169391
"new.row.4336","15260",1993,178854
"new.row.4337","15260",1994,185024
"new.row.4338","15260",1995,191561
"new.row.4339","15260",1996,201858
"new.row.4340","15260",1997,204926
"new.row.4341","15260",1998,219516
"new.row.4342","15260",1999,231396
"new.row.4343","15260",2000,241226
"new.row.4344","15260",2001,252707
"new.row.4345","15260",2002,276400
"new.row.4346","15260",2003,304573
"new.row.4347","15260",2004,339561
"new.row.4348","15260",2005,350735
"new.row.4349","15260",2006,376264
"new.row.4350","15260",2007,377113
"new.row.4351","15260",2008,391539
"new.row.4352","15260",2009,398393
"new.row.4353","15260",2010,402614
"new.row.4354","15260",2011,415316
"new.row.4355","15260",2012,425212
"new.row.4356","16860",1969,103823
"new.row.4357","16860",1970,114568
"new.row.4358","16860",1971,134882
"new.row.4359","16860",1972,162165
"new.row.4360","16860",1973,183914
"new.row.4361","16860",1974,206430
"new.row.4362","16860",1975,234984
"new.row.4363","16860",1976,266570
"new.row.4364","16860",1977,307606
"new.row.4365","16860",1978,361902
"new.row.4366","16860",1979,396671
"new.row.4367","16860",1980,422846
"new.row.4368","16860",1981,461994
"new.row.4369","16860",1982,489927
"new.row.4370","16860",1983,519884
"new.row.4371","16860",1984,564209
"new.row.4372","16860",1985,609514
"new.row.4373","16860",1986,676508
"new.row.4374","16860",1987,742134
"new.row.4375","16860",1988,807815
"new.row.4376","16860",1989,864845
"new.row.4377","16860",1990,935057
"new.row.4378","16860",1991,980539
"new.row.4379","16860",1992,1083856
"new.row.4380","16860",1993,1166036
"new.row.4381","16860",1994,1227957
"new.row.4382","16860",1995,1245703
"new.row.4383","16860",1996,1292003
"new.row.4384","16860",1997,1373311
"new.row.4385","16860",1998,1438000
"new.row.4386","16860",1999,1565770
"new.row.4387","16860",2000,1698496
"new.row.4388","16860",2001,1676312
"new.row.4389","16860",2002,1735296
"new.row.4390","16860",2003,1877389
"new.row.4391","16860",2004,1964652
"new.row.4392","16860",2005,2050091
"new.row.4393","16860",2006,2058991
"new.row.4394","16860",2007,2167361
"new.row.4395","16860",2008,2240969
"new.row.4396","16860",2009,2137979
"new.row.4397","16860",2010,2221997
"new.row.4398","16860",2011,2319491
"new.row.4399","16860",2012,2456629
"new.row.4400","19140",1969,16505
"new.row.4401","19140",1970,17988
"new.row.4402","19140",1971,21191
"new.row.4403","19140",1972,26267
"new.row.4404","19140",1973,31088
"new.row.4405","19140",1974,33879
"new.row.4406","19140",1975,36093
"new.row.4407","19140",1976,44117
"new.row.4408","19140",1977,53776
"new.row.4409","19140",1978,61584
"new.row.4410","19140",1979,70659
"new.row.4411","19140",1980,77288
"new.row.4412","19140",1981,86867
"new.row.4413","19140",1982,91284
"new.row.4414","19140",1983,106629
"new.row.4415","19140",1984,122855
"new.row.4416","19140",1985,136862
"new.row.4417","19140",1986,157558
"new.row.4418","19140",1987,181216
"new.row.4419","19140",1988,204570
"new.row.4420","19140",1989,224177
"new.row.4421","19140",1990,239384
"new.row.4422","19140",1991,252470
"new.row.4423","19140",1992,295323
"new.row.4424","19140",1993,322985
"new.row.4425","19140",1994,333180
"new.row.4426","19140",1995,334171
"new.row.4427","19140",1996,355438
"new.row.4428","19140",1997,357376
"new.row.4429","19140",1998,382508
"new.row.4430","19140",1999,396271
"new.row.4431","19140",2000,423801
"new.row.4432","19140",2001,426169
"new.row.4433","19140",2002,454269
"new.row.4434","19140",2003,498609
"new.row.4435","19140",2004,548290
"new.row.4436","19140",2005,568523
"new.row.4437","19140",2006,580367
"new.row.4438","19140",2007,593407
"new.row.4439","19140",2008,575615
"new.row.4440","19140",2009,556171
"new.row.4441","19140",2010,557585
"new.row.4442","19140",2011,577763
"new.row.4443","19140",2012,586194
"new.row.4444","23580",1969,12324
"new.row.4445","23580",1970,14227
"new.row.4446","23580",1971,15756
"new.row.4447","23580",1972,18825
"new.row.4448","23580",1973,21028
"new.row.4449","23580",1974,24091
"new.row.4450","23580",1975,27470
"new.row.4451","23580",1976,32763
"new.row.4452","23580",1977,40167
"new.row.4453","23580",1978,47307
"new.row.4454","23580",1979,56789
"new.row.4455","23580",1980,63104
"new.row.4456","23580",1981,70994
"new.row.4457","23580",1982,76889
"new.row.4458","23580",1983,85869
"new.row.4459","23580",1984,100121
"new.row.4460","23580",1985,114582
"new.row.4461","23580",1986,129109
"new.row.4462","23580",1987,142603
"new.row.4463","23580",1988,157476
"new.row.4464","23580",1989,173876
"new.row.4465","23580",1990,189481
"new.row.4466","23580",1991,201420
"new.row.4467","23580",1992,231408
"new.row.4468","23580",1993,256170
"new.row.4469","23580",1994,276488
"new.row.4470","23580",1995,282991
"new.row.4471","23580",1996,295688
"new.row.4472","23580",1997,303381
"new.row.4473","23580",1998,341314
"new.row.4474","23580",1999,369583
"new.row.4475","23580",2000,399930
"new.row.4476","23580",2001,408891
"new.row.4477","23580",2002,445129
"new.row.4478","23580",2003,484324
"new.row.4479","23580",2004,525331
"new.row.4480","23580",2005,568288
"new.row.4481","23580",2006,611194
"new.row.4482","23580",2007,631015
"new.row.4483","23580",2008,650324
"new.row.4484","23580",2009,659985
"new.row.4485","23580",2010,667203
"new.row.4486","23580",2011,705079
"new.row.4487","23580",2012,707288
"new.row.4488","25980",1969,11058
"new.row.4489","25980",1970,14338
"new.row.4490","25980",1971,15832
"new.row.4491","25980",1972,17174
"new.row.4492","25980",1973,18138
"new.row.4493","25980",1974,19923
"new.row.4494","25980",1975,23467
"new.row.4495","25980",1976,47286
"new.row.4496","25980",1977,68421
"new.row.4497","25980",1978,76999
"new.row.4498","25980",1979,90921
"new.row.4499","25980",1980,104295
"new.row.4500","25980",1981,114262
"new.row.4501","25980",1982,125296
"new.row.4502","25980",1983,125903
"new.row.4503","25980",1984,132194
"new.row.4504","25980",1985,143279
"new.row.4505","25980",1986,150623
"new.row.4506","25980",1987,155107
"new.row.4507","25980",1988,165120
"new.row.4508","25980",1989,171796
"new.row.4509","25980",1990,144805
"new.row.4510","25980",1991,169184
"new.row.4511","25980",1992,215844
"new.row.4512","25980",1993,198111
"new.row.4513","25980",1994,200872
"new.row.4514","25980",1995,206582
"new.row.4515","25980",1996,204141
"new.row.4516","25980",1997,211499
"new.row.4517","25980",1998,218430
"new.row.4518","25980",1999,224601
"new.row.4519","25980",2000,244520
"new.row.4520","25980",2001,261417
"new.row.4521","25980",2002,289885
"new.row.4522","25980",2003,380556
"new.row.4523","25980",2004,411700
"new.row.4524","25980",2005,473597
"new.row.4525","25980",2006,491494
"new.row.4526","25980",2007,523765
"new.row.4527","25980",2008,598135
"new.row.4528","25980",2009,617289
"new.row.4529","25980",2010,708709
"new.row.4530","25980",2011,754996
"new.row.4531","25980",2012,746693
"new.row.4532","31420",1969,36049
"new.row.4533","31420",1970,39936
"new.row.4534","31420",1971,45632
"new.row.4535","31420",1972,53219
"new.row.4536","31420",1973,59293
"new.row.4537","31420",1974,68416
"new.row.4538","31420",1975,82785
"new.row.4539","31420",1976,91546
"new.row.4540","31420",1977,103890
"new.row.4541","31420",1978,116785
"new.row.4542","31420",1979,137303
"new.row.4543","31420",1980,157777
"new.row.4544","31420",1981,178139
"new.row.4545","31420",1982,195929
"new.row.4546","31420",1983,217358
"new.row.4547","31420",1984,243735
"new.row.4548","31420",1985,269210
"new.row.4549","31420",1986,301192
