"","msa.fips","year","real.gdp"
"new.row.1704","18020",2002,3494
"new.row.1705","18020",2003,3564
"new.row.1706","18020",2004,3851
"new.row.1707","18020",2005,3919
"new.row.1708","18020",2006,4212
"new.row.1709","18020",2007,4433
"new.row.1710","18020",2008,4588
"new.row.1711","18020",2009,3809
"new.row.1712","18020",2010,4377
"new.row.1713","18020",2011,4554
"new.row.1714","18020",2012,4999
"new.row.1715","18020",2013,4932
"new.row.1716","21140",2001,8253
"new.row.1717","21140",2002,8948
"new.row.1718","21140",2003,9875
"new.row.1719","21140",2004,10392
"new.row.1720","21140",2005,10803
"new.row.1721","21140",2006,11264
"new.row.1722","21140",2007,11628
"new.row.1723","21140",2008,10162
"new.row.1724","21140",2009,7842
"new.row.1725","21140",2010,10279
"new.row.1726","21140",2011,10364
"new.row.1727","21140",2012,11250
"new.row.1728","21140",2013,11610
"new.row.1729","21780",2001,14642
"new.row.1730","21780",2002,15293
"new.row.1731","21780",2003,15547
"new.row.1732","21780",2004,15554
"new.row.1733","21780",2005,15193
"new.row.1734","21780",2006,15209
"new.row.1735","21780",2007,15131
"new.row.1736","21780",2008,15396
"new.row.1737","21780",2009,15066
"new.row.1738","21780",2010,15493
"new.row.1739","21780",2011,15495
"new.row.1740","21780",2012,15319
"new.row.1741","21780",2013,15101
"new.row.1742","23060",2001,16609
"new.row.1743","23060",2002,16765
"new.row.1744","23060",2003,17034
"new.row.1745","23060",2004,17131
"new.row.1746","23060",2005,17485
"new.row.1747","23060",2006,18038
"new.row.1748","23060",2007,18248
"new.row.1749","23060",2008,17641
"new.row.1750","23060",2009,16653
"new.row.1751","23060",2010,17774
"new.row.1752","23060",2011,18040
"new.row.1753","23060",2012,18443
"new.row.1754","23060",2013,18571
"new.row.1755","26900",2001,96235
"new.row.1756","26900",2002,97347
"new.row.1757","26900",2003,99945
"new.row.1758","26900",2004,104537
"new.row.1759","26900",2005,105780
"new.row.1760","26900",2006,108477
"new.row.1761","26900",2007,110636
"new.row.1762","26900",2008,111437
"new.row.1763","26900",2009,106790
"new.row.1764","26900",2010,110874
"new.row.1765","26900",2011,110623
"new.row.1766","26900",2012,113491
"new.row.1767","26900",2013,117312
"new.row.1768","29020",2001,3338
"new.row.1769","29020",2002,3716
"new.row.1770","29020",2003,4203
"new.row.1771","29020",2004,4037
"new.row.1772","29020",2005,3997
"new.row.1773","29020",2006,4300
"new.row.1774","29020",2007,4598
"new.row.1775","29020",2008,3821
"new.row.1776","29020",2009,2573
"new.row.1777","29020",2010,3788
"new.row.1778","29020",2011,3930
"new.row.1779","29020",2012,4018
"new.row.1780","29020",2013,4149
"new.row.1781","29200",2001,6957
"new.row.1782","29200",2002,7253
"new.row.1783","29200",2003,7411
"new.row.1784","29200",2004,7750
"new.row.1785","29200",2005,7978
"new.row.1786","29200",2006,8044
"new.row.1787","29200",2007,8232
"new.row.1788","29200",2008,8378
"new.row.1789","29200",2009,7741
"new.row.1790","29200",2010,8349
"new.row.1791","29200",2011,8530
"new.row.1792","29200",2012,8665
"new.row.1793","29200",2013,8547
"new.row.1794","31140",2001,52813
"new.row.1795","31140",2002,53406
"new.row.1796","31140",2003,53949
"new.row.1797","31140",2004,55829
"new.row.1798","31140",2005,56939
"new.row.1799","31140",2006,58574
"new.row.1800","31140",2007,59093
"new.row.1801","31140",2008,58104
"new.row.1802","31140",2009,55187
"new.row.1803","31140",2010,57819
"new.row.1804","31140",2011,58886
"new.row.1805","31140",2012,60725
"new.row.1806","31140",2013,60649
"new.row.1807","33140",2001,3475
"new.row.1808","33140",2002,3487
"new.row.1809","33140",2003,3498
"new.row.1810","33140",2004,3629
"new.row.1811","33140",2005,3621
"new.row.1812","33140",2006,3585
"new.row.1813","33140",2007,3668
"new.row.1814","33140",2008,3607
"new.row.1815","33140",2009,3355
"new.row.1816","33140",2010,3507
"new.row.1817","33140",2011,3510
"new.row.1818","33140",2012,3489
"new.row.1819","33140",2013,3571
"new.row.1820","34620",2001,3777
"new.row.1821","34620",2002,3754
"new.row.1822","34620",2003,3839
"new.row.1823","34620",2004,3692
"new.row.1824","34620",2005,3598
"new.row.1825","34620",2006,3628
"new.row.1826","34620",2007,3502
"new.row.1827","34620",2008,3469
"new.row.1828","34620",2009,3252
"new.row.1829","34620",2010,3324
"new.row.1830","34620",2011,3328
"new.row.1831","34620",2012,3453
"new.row.1832","34620",2013,3481
"new.row.1833","43780",2001,11093
"new.row.1834","43780",2002,11550
"new.row.1835","43780",2003,12138
"new.row.1836","43780",2004,12608
"new.row.1837","43780",2005,12469
"new.row.1838","43780",2006,12619
"new.row.1839","43780",2007,12696
"new.row.1840","43780",2008,12720
"new.row.1841","43780",2009,11807
"new.row.1842","43780",2010,12317
"new.row.1843","43780",2011,12596
"new.row.1844","43780",2012,12758
"new.row.1845","43780",2013,12407
"new.row.1846","45460",2001,5255
"new.row.1847","45460",2002,5426
"new.row.1848","45460",2003,5747
"new.row.1849","45460",2004,5922
"new.row.1850","45460",2005,5807
"new.row.1851","45460",2006,5923
"new.row.1852","45460",2007,6272
"new.row.1853","45460",2008,6250
"new.row.1854","45460",2009,5822
"new.row.1855","45460",2010,6205
"new.row.1856","45460",2011,6096
"new.row.1857","45460",2012,6137
"new.row.1858","45460",2013,6025
"new.row.1859","11180",2001,3403
"new.row.1860","11180",2002,3432
"new.row.1861","11180",2003,3634
"new.row.1862","11180",2004,3802
"new.row.1863","11180",2005,3838
"new.row.1864","11180",2006,4145
"new.row.1865","11180",2007,4159
"new.row.1866","11180",2008,4676
"new.row.1867","11180",2009,4246
"new.row.1868","11180",2010,4541
"new.row.1869","11180",2011,4327
"new.row.1870","11180",2012,4504
"new.row.1871","11180",2013,4648
"new.row.1872","16300",2001,11082
"new.row.1873","16300",2002,10815
"new.row.1874","16300",2003,11695
"new.row.1875","16300",2004,12341
"new.row.1876","16300",2005,13064
"new.row.1877","16300",2006,12752
"new.row.1878","16300",2007,14016
"new.row.1879","16300",2008,13348
"new.row.1880","16300",2009,15339
"new.row.1881","16300",2010,15833
"new.row.1882","16300",2011,15971
"new.row.1883","16300",2012,16187
"new.row.1884","16300",2013,16381
"new.row.1885","19780",2001,29065
"new.row.1886","19780",2002,29928
"new.row.1887","19780",2003,32030
"new.row.1888","19780",2004,34743
"new.row.1889","19780",2005,36992
"new.row.1890","19780",2006,36426
"new.row.1891","19780",2007,39950
"new.row.1892","19780",2008,36342
"new.row.1893","19780",2009,35318
"new.row.1894","19780",2010,36185
"new.row.1895","19780",2011,36926
"new.row.1896","19780",2012,38778
"new.row.1897","19780",2013,39714
"new.row.1898","20220",2001,3559
"new.row.1899","20220",2002,3747
"new.row.1900","20220",2003,3856
"new.row.1901","20220",2004,4204
"new.row.1902","20220",2005,4346
"new.row.1903","20220",2006,4420
"new.row.1904","20220",2007,4445
"new.row.1905","20220",2008,4310
"new.row.1906","20220",2009,4148
"new.row.1907","20220",2010,4429
"new.row.1908","20220",2011,4463
"new.row.1909","20220",2012,4678
"new.row.1910","20220",2013,4624
"new.row.1911","26980",2001,6397
"new.row.1912","26980",2002,6284
"new.row.1913","26980",2003,6434
"new.row.1914","26980",2004,6694
"new.row.1915","26980",2005,6756
"new.row.1916","26980",2006,6995
"new.row.1917","26980",2007,7100
"new.row.1918","26980",2008,7154
"new.row.1919","26980",2009,7184
"new.row.1920","26980",2010,7384
"new.row.1921","26980",2011,7586
"new.row.1922","26980",2012,7797
"new.row.1923","26980",2013,7974
"new.row.1924","36540",2001,39656
"new.row.1925","36540",2002,41021
"new.row.1926","36540",2003,42615
"new.row.1927","36540",2004,44070
"new.row.1928","36540",2005,44883
"new.row.1929","36540",2006,46299
"new.row.1930","36540",2007,46862
"new.row.1931","36540",2008,46638
"new.row.1932","36540",2009,46485
"new.row.1933","36540",2010,47326
"new.row.1934","36540",2011,48338
"new.row.1935","36540",2012,50211
"new.row.1936","36540",2013,51122
"new.row.1937","43580",2001,6655
"new.row.1938","43580",2002,6951
"new.row.1939","43580",2003,6840
"new.row.1940","43580",2004,6993
"new.row.1941","43580",2005,7004
"new.row.1942","43580",2006,7196
"new.row.1943","43580",2007,7317
"new.row.1944","43580",2008,7464
"new.row.1945","43580",2009,7492
"new.row.1946","43580",2010,7755
"new.row.1947","43580",2011,7585
"new.row.1948","43580",2012,7604
"new.row.1949","43580",2013,7950
"new.row.1950","47940",2001,6323
"new.row.1951","47940",2002,6702
"new.row.1952","47940",2003,6703
"new.row.1953","47940",2004,7504
"new.row.1954","47940",2005,7724
"new.row.1955","47940",2006,7749
"new.row.1956","47940",2007,7970
"new.row.1957","47940",2008,7954
"new.row.1958","47940",2009,7714
"new.row.1959","47940",2010,7811
"new.row.1960","47940",2011,7587
"new.row.1961","47940",2012,7861
"new.row.1962","47940",2013,8093
"new.row.1963","28140",2001,94851
"new.row.1964","28140",2002,96503
"new.row.1965","28140",2003,97815
"new.row.1966","28140",2004,100310
"new.row.1967","28140",2005,102133
"new.row.1968","28140",2006,103189
"new.row.1969","28140",2007,105041
"new.row.1970","28140",2008,105827
"new.row.1971","28140",2009,103233
"new.row.1972","28140",2010,106566
"new.row.1973","28140",2011,106967
"new.row.1974","28140",2012,108800
"new.row.1975","28140",2013,110278
"new.row.1976","29940",2001,3336
"new.row.1977","29940",2002,3398
"new.row.1978","29940",2003,3422
"new.row.1979","29940",2004,3439
"new.row.1980","29940",2005,3456
"new.row.1981","29940",2006,3423
"new.row.1982","29940",2007,3548
"new.row.1983","29940",2008,3578
"new.row.1984","29940",2009,3611
"new.row.1985","29940",2010,3533
"new.row.1986","29940",2011,3574
"new.row.1987","29940",2012,3605
"new.row.1988","29940",2013,3622
"new.row.1989","31740",2001,2288
"new.row.1990","31740",2002,2326
"new.row.1991","31740",2003,2439
"new.row.1992","31740",2004,2472
"new.row.1993","31740",2005,2512
"new.row.1994","31740",2006,2545
"new.row.1995","31740",2007,2696
"new.row.1996","31740",2008,2832
"new.row.1997","31740",2009,2771
"new.row.1998","31740",2010,2799
"new.row.1999","31740",2011,2867
"new.row.2000","31740",2012,2883
"new.row.2001","31740",2013,2840
"new.row.2002","41140",2001,3914
"new.row.2003","41140",2002,3957
"new.row.2004","41140",2003,4040
"new.row.2005","41140",2004,4215
"new.row.2006","41140",2005,4192
"new.row.2007","41140",2006,4441
"new.row.2008","41140",2007,4637
"new.row.2009","41140",2008,4572
"new.row.2010","41140",2009,4667
"new.row.2011","41140",2010,4843
"new.row.2012","41140",2011,4788
"new.row.2013","41140",2012,4866
"new.row.2014","41140",2013,4866
"new.row.2015","45820",2001,9035
"new.row.2016","45820",2002,8993
"new.row.2017","45820",2003,8938
"new.row.2018","45820",2004,8992
"new.row.2019","45820",2005,8928
"new.row.2020","45820",2006,8785
"new.row.2021","45820",2007,9043
"new.row.2022","45820",2008,9147
"new.row.2023","45820",2009,9062
"new.row.2024","45820",2010,8962
"new.row.2025","45820",2011,9182
"new.row.2026","45820",2012,9143
"new.row.2027","45820",2013,9050
"new.row.2028","48620",2001,25906
"new.row.2029","48620",2002,25647
"new.row.2030","48620",2003,25221
"new.row.2031","48620",2004,24890
"new.row.2032","48620",2005,25404
"new.row.2033","48620",2006,28046
"new.row.2034","48620",2007,29841
"new.row.2035","48620",2008,29090
"new.row.2036","48620",2009,26548
"new.row.2037","48620",2010,27399
"new.row.2038","48620",2011,28353
"new.row.2039","48620",2012,28967
"new.row.2040","48620",2013,29174
"new.row.2041","14540",2001,4198
"new.row.2042","14540",2002,4339
"new.row.2043","14540",2003,4552
"new.row.2044","14540",2004,4749
"new.row.2045","14540",2005,5085
"new.row.2046","14540",2006,5371
"new.row.2047","14540",2007,5347
"new.row.2048","14540",2008,5372
"new.row.2049","14540",2009,4946
"new.row.2050","14540",2010,5230
"new.row.2051","14540",2011,5240
"new.row.2052","14540",2012,5320
"new.row.2053","14540",2013,5489
"new.row.2054","17300",2001,6773
"new.row.2055","17300",2002,6947
"new.row.2056","17300",2003,7487
"new.row.2057","17300",2004,7761
"new.row.2058","17300",2005,8523
"new.row.2059","17300",2006,8874
"new.row.2060","17300",2007,8830
"new.row.2061","17300",2008,9145
"new.row.2062","17300",2009,9275
"new.row.2063","17300",2010,9608
"new.row.2064","17300",2011,10122
"new.row.2065","17300",2012,10173
"new.row.2066","17300",2013,9893
"new.row.2067","21060",2001,4071
"new.row.2068","21060",2002,4137
"new.row.2069","21060",2003,4352
"new.row.2070","21060",2004,4543
"new.row.2071","21060",2005,4585
"new.row.2072","21060",2006,4795
"new.row.2073","21060",2007,4647
"new.row.2074","21060",2008,4733
"new.row.2075","21060",2009,4686
"new.row.2076","21060",2010,5357
"new.row.2077","21060",2011,5600
"new.row.2078","21060",2012,5437
"new.row.2079","21060",2013,5458
"new.row.2080","26580",2001,10438
"new.row.2081","26580",2002,10825
"new.row.2082","26580",2003,10936
"new.row.2083","26580",2004,11174
"new.row.2084","26580",2005,11289
"new.row.2085","26580",2006,11439
"new.row.2086","26580",2007,11545
"new.row.2087","26580",2008,11971
"new.row.2088","26580",2009,12147
"new.row.2089","26580",2010,12116
"new.row.2090","26580",2011,11878
"new.row.2091","26580",2012,11750
"new.row.2092","26580",2013,12248
"new.row.2093","30460",2001,20166
"new.row.2094","30460",2002,21376
"new.row.2095","30460",2003,21679
"new.row.2096","30460",2004,22127
"new.row.2097","30460",2005,22763
"new.row.2098","30460",2006,23669
"new.row.2099","30460",2007,23624
"new.row.2100","30460",2008,23585
"new.row.2101","30460",2009,22202
"new.row.2102","30460",2010,23644
"new.row.2103","30460",2011,23959
"new.row.2104","30460",2012,24266
"new.row.2105","30460",2013,24851
"new.row.2106","36980",2001,3886
"new.row.2107","36980",2002,4079
"new.row.2108","36980",2003,4254
"new.row.2109","36980",2004,4153
"new.row.2110","36980",2005,4211
"new.row.2111","36980",2006,4482
"new.row.2112","36980",2007,4248
"new.row.2113","36980",2008,4310
"new.row.2114","36980",2009,4353
"new.row.2115","36980",2010,4472
"new.row.2116","36980",2011,4551
"new.row.2117","36980",2012,4619
"new.row.2118","36980",2013,4834
"new.row.2119","10780",2001,4274
"new.row.2120","10780",2002,4412
"new.row.2121","10780",2003,4460
"new.row.2122","10780",2004,4749
"new.row.2123","10780",2005,4915
"new.row.2124","10780",2006,5261
"new.row.2125","10780",2007,5360
"new.row.2126","10780",2008,5358
"new.row.2127","10780",2009,5307
"new.row.2128","10780",2010,5404
"new.row.2129","10780",2011,5004
"new.row.2130","10780",2012,5022
"new.row.2131","10780",2013,4995
"new.row.2132","12940",2001,31110
"new.row.2133","12940",2002,33644
"new.row.2134","12940",2003,36199
"new.row.2135","12940",2004,38149
"new.row.2136","12940",2005,42591
"new.row.2137","12940",2006,41165
