"","msa.fips","year","wages.and.salaries"
"new.row.8414","28020",1979,1592699
"new.row.8415","28020",1980,1697805
"new.row.8416","28020",1981,1838887
"new.row.8417","28020",1982,1862340
"new.row.8418","28020",1983,1964292
"new.row.8419","28020",1984,2114573
"new.row.8420","28020",1985,2290003
"new.row.8421","28020",1986,2462591
"new.row.8422","28020",1987,2645700
"new.row.8423","28020",1988,2875087
"new.row.8424","28020",1989,3042845
"new.row.8425","28020",1990,3164593
"new.row.8426","28020",1991,3298580
"new.row.8427","28020",1992,3466179
"new.row.8428","28020",1993,3626791
"new.row.8429","28020",1994,3769074
"new.row.8430","28020",1995,3987200
"new.row.8431","28020",1996,4229430
"new.row.8432","28020",1997,4341852
"new.row.8433","28020",1998,4547933
"new.row.8434","28020",1999,4674854
"new.row.8435","28020",2000,4823001
"new.row.8436","28020",2001,4898209
"new.row.8437","28020",2002,5048773
"new.row.8438","28020",2003,5286405
"new.row.8439","28020",2004,5323838
"new.row.8440","28020",2005,5358420
"new.row.8441","28020",2006,5528937
"new.row.8442","28020",2007,5762706
"new.row.8443","28020",2008,5946810
"new.row.8444","28020",2009,5648317
"new.row.8445","28020",2010,5654219
"new.row.8446","28020",2011,5814197
"new.row.8447","28020",2012,6038121
"new.row.8448","29620",1969,1044953
"new.row.8449","29620",1970,1037812
"new.row.8450","29620",1971,1192083
"new.row.8451","29620",1972,1321617
"new.row.8452","29620",1973,1494363
"new.row.8453","29620",1974,1494400
"new.row.8454","29620",1975,1614522
"new.row.8455","29620",1976,1877192
"new.row.8456","29620",1977,2114802
"new.row.8457","29620",1978,2396875
"new.row.8458","29620",1979,2675475
"new.row.8459","29620",1980,2793750
"new.row.8460","29620",1981,3076194
"new.row.8461","29620",1982,3078277
"new.row.8462","29620",1983,3374952
"new.row.8463","29620",1984,3607551
"new.row.8464","29620",1985,3917523
"new.row.8465","29620",1986,4135741
"new.row.8466","29620",1987,4241438
"new.row.8467","29620",1988,4517514
"new.row.8468","29620",1989,4795310
"new.row.8469","29620",1990,5001981
"new.row.8470","29620",1991,5220614
"new.row.8471","29620",1992,5454996
"new.row.8472","29620",1993,5533853
"new.row.8473","29620",1994,5935656
"new.row.8474","29620",1995,6239432
"new.row.8475","29620",1996,6556358
"new.row.8476","29620",1997,6806318
"new.row.8477","29620",1998,6977603
"new.row.8478","29620",1999,7473224
"new.row.8479","29620",2000,7808723
"new.row.8480","29620",2001,7908384
"new.row.8481","29620",2002,8055903
"new.row.8482","29620",2003,8127462
"new.row.8483","29620",2004,8087330
"new.row.8484","29620",2005,8173198
"new.row.8485","29620",2006,8505042
"new.row.8486","29620",2007,8672167
"new.row.8487","29620",2008,8819691
"new.row.8488","29620",2009,8362576
"new.row.8489","29620",2010,8648133
"new.row.8490","29620",2011,8750652
"new.row.8491","29620",2012,8891224
"new.row.8492","33220",1969,234780
"new.row.8493","33220",1970,239318
"new.row.8494","33220",1971,252500
"new.row.8495","33220",1972,262627
"new.row.8496","33220",1973,288283
"new.row.8497","33220",1974,332762
"new.row.8498","33220",1975,353867
"new.row.8499","33220",1976,412746
"new.row.8500","33220",1977,483902
"new.row.8501","33220",1978,530341
"new.row.8502","33220",1979,591428
"new.row.8503","33220",1980,589579
"new.row.8504","33220",1981,636654
"new.row.8505","33220",1982,665540
"new.row.8506","33220",1983,670515
"new.row.8507","33220",1984,664259
"new.row.8508","33220",1985,688904
"new.row.8509","33220",1986,749444
"new.row.8510","33220",1987,805016
"new.row.8511","33220",1988,905682
"new.row.8512","33220",1989,952186
"new.row.8513","33220",1990,1006287
"new.row.8514","33220",1991,1012716
"new.row.8515","33220",1992,1118576
"new.row.8516","33220",1993,1133985
"new.row.8517","33220",1994,1148251
"new.row.8518","33220",1995,1238210
"new.row.8519","33220",1996,1326367
"new.row.8520","33220",1997,1382881
"new.row.8521","33220",1998,1443515
"new.row.8522","33220",1999,1441138
"new.row.8523","33220",2000,1594026
"new.row.8524","33220",2001,1564594
"new.row.8525","33220",2002,1525333
"new.row.8526","33220",2003,1564981
"new.row.8527","33220",2004,1747468
"new.row.8528","33220",2005,1714728
"new.row.8529","33220",2006,1746108
"new.row.8530","33220",2007,1836987
"new.row.8531","33220",2008,1966391
"new.row.8532","33220",2009,1820174
"new.row.8533","33220",2010,1883570
"new.row.8534","33220",2011,2040208
"new.row.8535","33220",2012,1970697
"new.row.8536","33780",1969,156664
"new.row.8537","33780",1970,160621
"new.row.8538","33780",1971,177689
"new.row.8539","33780",1972,209596
"new.row.8540","33780",1973,244417
"new.row.8541","33780",1974,255407
"new.row.8542","33780",1975,254726
"new.row.8543","33780",1976,290170
"new.row.8544","33780",1977,337014
"new.row.8545","33780",1978,376520
"new.row.8546","33780",1979,403809
"new.row.8547","33780",1980,412010
"new.row.8548","33780",1981,493828
"new.row.8549","33780",1982,529762
"new.row.8550","33780",1983,578717
"new.row.8551","33780",1984,524323
"new.row.8552","33780",1985,535009
"new.row.8553","33780",1986,647155
"new.row.8554","33780",1987,690472
"new.row.8555","33780",1988,776892
"new.row.8556","33780",1989,847932
"new.row.8557","33780",1990,893397
"new.row.8558","33780",1991,914593
"new.row.8559","33780",1992,985030
"new.row.8560","33780",1993,1016958
"new.row.8561","33780",1994,1122126
"new.row.8562","33780",1995,1180344
"new.row.8563","33780",1996,1240708
"new.row.8564","33780",1997,1310826
"new.row.8565","33780",1998,1396610
"new.row.8566","33780",1999,1529097
"new.row.8567","33780",2000,1607904
"new.row.8568","33780",2001,1622716
"new.row.8569","33780",2002,1719157
"new.row.8570","33780",2003,1765823
"new.row.8571","33780",2004,1781132
"new.row.8572","33780",2005,1794765
"new.row.8573","33780",2006,1880077
"new.row.8574","33780",2007,1870380
"new.row.8575","33780",2008,1816251
"new.row.8576","33780",2009,1639862
"new.row.8577","33780",2010,1651639
"new.row.8578","33780",2011,1696592
"new.row.8579","33780",2012,1804472
"new.row.8580","34740",1969,404028
"new.row.8581","34740",1970,408365
"new.row.8582","34740",1971,402461
"new.row.8583","34740",1972,452464
"new.row.8584","34740",1973,500923
"new.row.8585","34740",1974,548542
"new.row.8586","34740",1975,562633
"new.row.8587","34740",1976,621520
"new.row.8588","34740",1977,682875
"new.row.8589","34740",1978,769467
"new.row.8590","34740",1979,845310
"new.row.8591","34740",1980,873756
"new.row.8592","34740",1981,917588
"new.row.8593","34740",1982,901433
"new.row.8594","34740",1983,920726
"new.row.8595","34740",1984,1030487
"new.row.8596","34740",1985,1097067
"new.row.8597","34740",1986,1137734
"new.row.8598","34740",1987,1157528
"new.row.8599","34740",1988,1215706
"new.row.8600","34740",1989,1268326
"new.row.8601","34740",1990,1323344
"new.row.8602","34740",1991,1320135
"new.row.8603","34740",1992,1388256
"new.row.8604","34740",1993,1421404
"new.row.8605","34740",1994,1496807
"new.row.8606","34740",1995,1591164
"new.row.8607","34740",1996,1677402
"new.row.8608","34740",1997,1787592
"new.row.8609","34740",1998,1908115
"new.row.8610","34740",1999,2025525
"new.row.8611","34740",2000,2136267
"new.row.8612","34740",2001,2112797
"new.row.8613","34740",2002,2114088
"new.row.8614","34740",2003,2150568
"new.row.8615","34740",2004,2224766
"new.row.8616","34740",2005,2250778
"new.row.8617","34740",2006,2321357
"new.row.8618","34740",2007,2346921
"new.row.8619","34740",2008,2371874
"new.row.8620","34740",2009,2177240
"new.row.8621","34740",2010,2226917
"new.row.8622","34740",2011,2329008
"new.row.8623","34740",2012,2406383
"new.row.8624","35660",1969,433082
"new.row.8625","35660",1970,442039
"new.row.8626","35660",1971,470947
"new.row.8627","35660",1972,542977
"new.row.8628","35660",1973,601812
"new.row.8629","35660",1974,637896
"new.row.8630","35660",1975,630310
"new.row.8631","35660",1976,669796
"new.row.8632","35660",1977,754960
"new.row.8633","35660",1978,824288
"new.row.8634","35660",1979,875592
"new.row.8635","35660",1980,880779
"new.row.8636","35660",1981,932649
"new.row.8637","35660",1982,925794
"new.row.8638","35660",1983,948698
"new.row.8639","35660",1984,1022358
"new.row.8640","35660",1985,1078052
"new.row.8641","35660",1986,1168858
"new.row.8642","35660",1987,1257039
"new.row.8643","35660",1988,1321211
"new.row.8644","35660",1989,1380571
"new.row.8645","35660",1990,1451116
"new.row.8646","35660",1991,1470494
"new.row.8647","35660",1992,1567462
"new.row.8648","35660",1993,1668737
"new.row.8649","35660",1994,1762346
"new.row.8650","35660",1995,1843784
"new.row.8651","35660",1996,1894157
"new.row.8652","35660",1997,2026397
"new.row.8653","35660",1998,2079957
"new.row.8654","35660",1999,2204882
"new.row.8655","35660",2000,2272621
"new.row.8656","35660",2001,2195934
"new.row.8657","35660",2002,2252633
"new.row.8658","35660",2003,2251689
"new.row.8659","35660",2004,2319339
"new.row.8660","35660",2005,2351730
"new.row.8661","35660",2006,2446285
"new.row.8662","35660",2007,2579177
"new.row.8663","35660",2008,2604231
"new.row.8664","35660",2009,2435610
"new.row.8665","35660",2010,2534459
"new.row.8666","35660",2011,2561175
"new.row.8667","35660",2012,2591987
"new.row.8668","40980",1969,597717
"new.row.8669","40980",1970,592457
"new.row.8670","40980",1971,704308
"new.row.8671","40980",1972,781949
"new.row.8672","40980",1973,884961
"new.row.8673","40980",1974,881224
"new.row.8674","40980",1975,920023
"new.row.8675","40980",1976,1113626
"new.row.8676","40980",1977,1268312
"new.row.8677","40980",1978,1426089
"new.row.8678","40980",1979,1522871
"new.row.8679","40980",1980,1471836
"new.row.8680","40980",1981,1593554
"new.row.8681","40980",1982,1482419
"new.row.8682","40980",1983,1595457
"new.row.8683","40980",1984,1762359
"new.row.8684","40980",1985,1928455
"new.row.8685","40980",1986,1961266
"new.row.8686","40980",1987,2033735
"new.row.8687","40980",1988,2146591
"new.row.8688","40980",1989,2231839
"new.row.8689","40980",1990,2279744
"new.row.8690","40980",1991,2326597
"new.row.8691","40980",1992,2416854
"new.row.8692","40980",1993,2529980
"new.row.8693","40980",1994,2750095
"new.row.8694","40980",1995,2866870
"new.row.8695","40980",1996,3011183
"new.row.8696","40980",1997,3140787
"new.row.8697","40980",1998,3250633
"new.row.8698","40980",1999,3449892
"new.row.8699","40980",2000,3524080
"new.row.8700","40980",2001,3487654
"new.row.8701","40980",2002,3419740
"new.row.8702","40980",2003,3490400
"new.row.8703","40980",2004,3463792
"new.row.8704","40980",2005,3426581
"new.row.8705","40980",2006,3520469
"new.row.8706","40980",2007,3445547
"new.row.8707","40980",2008,3309503
"new.row.8708","40980",2009,3201026
"new.row.8709","40980",2010,3240908
"new.row.8710","40980",2011,3412702
"new.row.8711","40980",2012,3440951
"new.row.8712","20260",1969,629247
"new.row.8713","20260",1970,680922
"new.row.8714","20260",1971,730719
"new.row.8715","20260",1972,784731
"new.row.8716","20260",1973,853835
"new.row.8717","20260",1974,919040
"new.row.8718","20260",1975,1067957
"new.row.8719","20260",1976,1207819
"new.row.8720","20260",1977,1210524
"new.row.8721","20260",1978,1421162
"new.row.8722","20260",1979,1566656
"new.row.8723","20260",1980,1647037
"new.row.8724","20260",1981,1784921
"new.row.8725","20260",1982,1630427
"new.row.8726","20260",1983,1559287
"new.row.8727","20260",1984,1672614
"new.row.8728","20260",1985,1699440
"new.row.8729","20260",1986,1747622
"new.row.8730","20260",1987,1837580
"new.row.8731","20260",1988,1980808
"new.row.8732","20260",1989,2148194
"new.row.8733","20260",1990,2286741
"new.row.8734","20260",1991,2429409
"new.row.8735","20260",1992,2571850
"new.row.8736","20260",1993,2623797
"new.row.8737","20260",1994,2746757
"new.row.8738","20260",1995,2865323
"new.row.8739","20260",1996,3024628
"new.row.8740","20260",1997,3184596
"new.row.8741","20260",1998,3412021
"new.row.8742","20260",1999,3604512
"new.row.8743","20260",2000,3800287
"new.row.8744","20260",2001,3884001
"new.row.8745","20260",2002,4035028
"new.row.8746","20260",2003,4083530
"new.row.8747","20260",2004,4269757
"new.row.8748","20260",2005,4314713
"new.row.8749","20260",2006,4503769
"new.row.8750","20260",2007,4757676
"new.row.8751","20260",2008,4926971
"new.row.8752","20260",2009,4700761
"new.row.8753","20260",2010,4824212
"new.row.8754","20260",2011,5036704
"new.row.8755","20260",2012,5145028
"new.row.8756","22020",1969,266992
"new.row.8757","22020",1970,294428
"new.row.8758","22020",1971,318181
"new.row.8759","22020",1972,347319
"new.row.8760","22020",1973,392849
"new.row.8761","22020",1974,441197
"new.row.8762","22020",1975,488419
"new.row.8763","22020",1976,563228
"new.row.8764","22020",1977,624210
"new.row.8765","22020",1978,706465
"new.row.8766","22020",1979,786536
"new.row.8767","22020",1980,814144
"new.row.8768","22020",1981,881224
"new.row.8769","22020",1982,923790
"new.row.8770","22020",1983,976062
"new.row.8771","22020",1984,1050598
"new.row.8772","22020",1985,1104883
"new.row.8773","22020",1986,1160078
"new.row.8774","22020",1987,1227601
"new.row.8775","22020",1988,1308468
"new.row.8776","22020",1989,1384540
"new.row.8777","22020",1990,1504278
"new.row.8778","22020",1991,1588320
"new.row.8779","22020",1992,1701647
"new.row.8780","22020",1993,1792508
"new.row.8781","22020",1994,1910128
"new.row.8782","22020",1995,2025718
"new.row.8783","22020",1996,2162644
"new.row.8784","22020",1997,2328806
"new.row.8785","22020",1998,2531603
"new.row.8786","22020",1999,2688037
"new.row.8787","22020",2000,2846143
"new.row.8788","22020",2001,2970744
"new.row.8789","22020",2002,3106233
"new.row.8790","22020",2003,3266042
"new.row.8791","22020",2004,3520238
"new.row.8792","22020",2005,3704842
"new.row.8793","22020",2006,3970927
"new.row.8794","22020",2007,4263430
"new.row.8795","22020",2008,4565441
"new.row.8796","22020",2009,4599765
"new.row.8797","22020",2010,4741748
"new.row.8798","22020",2011,5098707
"new.row.8799","22020",2012,5511175
"new.row.8800","24220",1969,174406
"new.row.8801","24220",1970,197311
"new.row.8802","24220",1971,212913
"new.row.8803","24220",1972,235338
"new.row.8804","24220",1973,263939
"new.row.8805","24220",1974,293495
"new.row.8806","24220",1975,324598
"new.row.8807","24220",1976,380475
"new.row.8808","24220",1977,391363
"new.row.8809","24220",1978,429578
"new.row.8810","24220",1979,471531
"new.row.8811","24220",1980,506937
"new.row.8812","24220",1981,551411
"new.row.8813","24220",1982,587770
"new.row.8814","24220",1983,613089
"new.row.8815","24220",1984,644101
"new.row.8816","24220",1985,678042
"new.row.8817","24220",1986,708257
"new.row.8818","24220",1987,746623
"new.row.8819","24220",1988,780588
"new.row.8820","24220",1989,817204
"new.row.8821","24220",1990,859620
"new.row.8822","24220",1991,903720
"new.row.8823","24220",1992,954829
"new.row.8824","24220",1993,1003171
"new.row.8825","24220",1994,1057102
"new.row.8826","24220",1995,1120164
"new.row.8827","24220",1996,1166679
"new.row.8828","24220",1997,1209015
"new.row.8829","24220",1998,1245089
"new.row.8830","24220",1999,1268873
"new.row.8831","24220",2000,1307021
"new.row.8832","24220",2001,1351880
"new.row.8833","24220",2002,1415121
"new.row.8834","24220",2003,1484413
"new.row.8835","24220",2004,1571125
"new.row.8836","24220",2005,1628008
"new.row.8837","24220",2006,1701917
"new.row.8838","24220",2007,1792923
"new.row.8839","24220",2008,1866295
"new.row.8840","24220",2009,1892060
"new.row.8841","24220",2010,1933744
"new.row.8842","24220",2011,1999807
"new.row.8843","24220",2012,2142390
"new.row.8844","29100",1969,201014
"new.row.8845","29100",1970,215200
"new.row.8846","29100",1971,229838
"new.row.8847","29100",1972,250974
"new.row.8848","29100",1973,283507
"new.row.8849","29100",1974,316804
"new.row.8850","29100",1975,343162
"new.row.8851","29100",1976,390858
"new.row.8852","29100",1977,434653
"new.row.8853","29100",1978,496568
"new.row.8854","29100",1979,561497
"new.row.8855","29100",1980,625888
"new.row.8856","29100",1981,686683
"new.row.8857","29100",1982,712038
"new.row.8858","29100",1983,754493
"new.row.8859","29100",1984,814269
"new.row.8860","29100",1985,851733
"new.row.8861","29100",1986,892523
"new.row.8862","29100",1987,957377
"new.row.8863","29100",1988,1050443
"new.row.8864","29100",1989,1108994
"new.row.8865","29100",1990,1176488
"new.row.8866","29100",1991,1231414
"new.row.8867","29100",1992,1313557
"new.row.8868","29100",1993,1392209
"new.row.8869","29100",1994,1477322
"new.row.8870","29100",1995,1530364
"new.row.8871","29100",1996,1635650
"new.row.8872","29100",1997,1746145
"new.row.8873","29100",1998,1862044
"new.row.8874","29100",1999,1937252
"new.row.8875","29100",2000,2034729
"new.row.8876","29100",2001,2119133
"new.row.8877","29100",2002,2161266
"new.row.8878","29100",2003,2245717
"new.row.8879","29100",2004,2291794
"new.row.8880","29100",2005,2374056
