"","msa.fips","year","contributions.for.government.social.insurance"
"new.row.4509","19140",1978,48285
"new.row.4510","19140",1979,55821
"new.row.4511","19140",1980,59510
"new.row.4512","19140",1981,68680
"new.row.4513","19140",1982,70769
"new.row.4514","19140",1983,84276
"new.row.4515","19140",1984,98633
"new.row.4516","19140",1985,108630
"new.row.4517","19140",1986,123034
"new.row.4518","19140",1987,136072
"new.row.4519","19140",1988,150178
"new.row.4520","19140",1989,159679
"new.row.4521","19140",1990,167186
"new.row.4522","19140",1991,173148
"new.row.4523","19140",1992,190828
"new.row.4524","19140",1993,209087
"new.row.4525","19140",1994,224843
"new.row.4526","19140",1995,231754
"new.row.4527","19140",1996,243654
"new.row.4528","19140",1997,254299
"new.row.4529","19140",1998,272815
"new.row.4530","19140",1999,283010
"new.row.4531","19140",2000,305732
"new.row.4532","19140",2001,317563
"new.row.4533","19140",2002,324435
"new.row.4534","19140",2003,340112
"new.row.4535","19140",2004,381776
"new.row.4536","19140",2005,389513
"new.row.4537","19140",2006,397021
"new.row.4538","19140",2007,401223
"new.row.4539","19140",2008,391272
"new.row.4540","19140",2009,371471
"new.row.4541","19140",2010,367381
"new.row.4542","19140",2011,346316
"new.row.4543","19140",2012,352271
"new.row.4544","19140",2013,403837
"new.row.4545","23580",1969,9644
"new.row.4546","23580",1970,10560
"new.row.4547","23580",1971,11564
"new.row.4548","23580",1972,13765
"new.row.4549","23580",1973,17172
"new.row.4550","23580",1974,19557
"new.row.4551","23580",1975,19800
"new.row.4552","23580",1976,23544
"new.row.4553","23580",1977,27087
"new.row.4554","23580",1978,32505
"new.row.4555","23580",1979,39116
"new.row.4556","23580",1980,42989
"new.row.4557","23580",1981,50546
"new.row.4558","23580",1982,53837
"new.row.4559","23580",1983,59650
"new.row.4560","23580",1984,71046
"new.row.4561","23580",1985,81984
"new.row.4562","23580",1986,91438
"new.row.4563","23580",1987,101462
"new.row.4564","23580",1988,113503
"new.row.4565","23580",1989,121111
"new.row.4566","23580",1990,129249
"new.row.4567","23580",1991,135419
"new.row.4568","23580",1992,145832
"new.row.4569","23580",1993,161354
"new.row.4570","23580",1994,178913
"new.row.4571","23580",1995,190092
"new.row.4572","23580",1996,200645
"new.row.4573","23580",1997,212011
"new.row.4574","23580",1998,230664
"new.row.4575","23580",1999,254072
"new.row.4576","23580",2000,274491
"new.row.4577","23580",2001,291657
"new.row.4578","23580",2002,303435
"new.row.4579","23580",2003,316864
"new.row.4580","23580",2004,348419
"new.row.4581","23580",2005,374205
"new.row.4582","23580",2006,403170
"new.row.4583","23580",2007,416714
"new.row.4584","23580",2008,442281
"new.row.4585","23580",2009,418045
"new.row.4586","23580",2010,429665
"new.row.4587","23580",2011,404666
"new.row.4588","23580",2012,412305
"new.row.4589","23580",2013,494233
"new.row.4590","25980",1969,2687
"new.row.4591","25980",1970,3612
"new.row.4592","25980",1971,4095
"new.row.4593","25980",1972,4411
"new.row.4594","25980",1973,4854
"new.row.4595","25980",1974,5503
"new.row.4596","25980",1975,6553
"new.row.4597","25980",1976,13903
"new.row.4598","25980",1977,19864
"new.row.4599","25980",1978,21728
"new.row.4600","25980",1979,25705
"new.row.4601","25980",1980,29189
"new.row.4602","25980",1981,33385
"new.row.4603","25980",1982,36015
"new.row.4604","25980",1983,38682
"new.row.4605","25980",1984,41864
"new.row.4606","25980",1985,46189
"new.row.4607","25980",1986,49627
"new.row.4608","25980",1987,53134
"new.row.4609","25980",1988,59924
"new.row.4610","25980",1989,63613
"new.row.4611","25980",1990,58718
"new.row.4612","25980",1991,69660
"new.row.4613","25980",1992,92266
"new.row.4614","25980",1993,91634
"new.row.4615","25980",1994,91284
"new.row.4616","25980",1995,93857
"new.row.4617","25980",1996,95815
"new.row.4618","25980",1997,100400
"new.row.4619","25980",1998,102767
"new.row.4620","25980",1999,105073
"new.row.4621","25980",2000,114190
"new.row.4622","25980",2001,124087
"new.row.4623","25980",2002,131940
"new.row.4624","25980",2003,150869
"new.row.4625","25980",2004,167339
"new.row.4626","25980",2005,184722
"new.row.4627","25980",2006,196043
"new.row.4628","25980",2007,205867
"new.row.4629","25980",2008,239545
"new.row.4630","25980",2009,246080
"new.row.4631","25980",2010,271498
"new.row.4632","25980",2011,263044
"new.row.4633","25980",2012,262350
"new.row.4634","25980",2013,283458
"new.row.4635","31420",1969,28182
"new.row.4636","31420",1970,29751
"new.row.4637","31420",1971,33500
"new.row.4638","31420",1972,38739
"new.row.4639","31420",1973,48637
"new.row.4640","31420",1974,56266
"new.row.4641","31420",1975,60628
"new.row.4642","31420",1976,68332
"new.row.4643","31420",1977,73582
"new.row.4644","31420",1978,83090
"new.row.4645","31420",1979,97897
"new.row.4646","31420",1980,109783
"new.row.4647","31420",1981,130634
"new.row.4648","31420",1982,140826
"new.row.4649","31420",1983,152985
"new.row.4650","31420",1984,175195
"new.row.4651","31420",1985,192199
"new.row.4652","31420",1986,210655
"new.row.4653","31420",1987,226332
"new.row.4654","31420",1988,253820
"new.row.4655","31420",1989,268612
"new.row.4656","31420",1990,282424
"new.row.4657","31420",1991,296445
"new.row.4658","31420",1992,313038
"new.row.4659","31420",1993,326646
"new.row.4660","31420",1994,347432
"new.row.4661","31420",1995,370204
"new.row.4662","31420",1996,389880
"new.row.4663","31420",1997,408021
"new.row.4664","31420",1998,424464
"new.row.4665","31420",1999,439762
"new.row.4666","31420",2000,446316
"new.row.4667","31420",2001,457243
"new.row.4668","31420",2002,473760
"new.row.4669","31420",2003,481461
"new.row.4670","31420",2004,518351
"new.row.4671","31420",2005,528588
"new.row.4672","31420",2006,547927
"new.row.4673","31420",2007,540033
"new.row.4674","31420",2008,576419
"new.row.4675","31420",2009,568845
"new.row.4676","31420",2010,576213
"new.row.4677","31420",2011,523173
"new.row.4678","31420",2012,532157
"new.row.4679","31420",2013,626806
"new.row.4680","40660",1969,13233
"new.row.4681","40660",1970,14268
"new.row.4682","40660",1971,16110
"new.row.4683","40660",1972,19108
"new.row.4684","40660",1973,24839
"new.row.4685","40660",1974,28021
"new.row.4686","40660",1975,27711
"new.row.4687","40660",1976,31912
"new.row.4688","40660",1977,35013
"new.row.4689","40660",1978,39348
"new.row.4690","40660",1979,45262
"new.row.4691","40660",1980,48203
"new.row.4692","40660",1981,54995
"new.row.4693","40660",1982,56719
"new.row.4694","40660",1983,61168
"new.row.4695","40660",1984,68094
"new.row.4696","40660",1985,74220
"new.row.4697","40660",1986,81288
"new.row.4698","40660",1987,87534
"new.row.4699","40660",1988,96776
"new.row.4700","40660",1989,102938
"new.row.4701","40660",1990,110075
"new.row.4702","40660",1991,118413
"new.row.4703","40660",1992,126865
"new.row.4704","40660",1993,131717
"new.row.4705","40660",1994,142393
"new.row.4706","40660",1995,143174
"new.row.4707","40660",1996,149583
"new.row.4708","40660",1997,151216
"new.row.4709","40660",1998,156810
"new.row.4710","40660",1999,164873
"new.row.4711","40660",2000,168088
"new.row.4712","40660",2001,179627
"new.row.4713","40660",2002,187756
"new.row.4714","40660",2003,194361
"new.row.4715","40660",2004,215562
"new.row.4716","40660",2005,208652
"new.row.4717","40660",2006,222952
"new.row.4718","40660",2007,219968
"new.row.4719","40660",2008,233638
"new.row.4720","40660",2009,229535
"new.row.4721","40660",2010,235547
"new.row.4722","40660",2011,211187
"new.row.4723","40660",2012,215422
"new.row.4724","40660",2013,246366
"new.row.4725","42340",1969,37916
"new.row.4726","42340",1970,39518
"new.row.4727","42340",1971,42696
"new.row.4728","42340",1972,48026
"new.row.4729","42340",1973,60968
"new.row.4730","42340",1974,68884
"new.row.4731","42340",1975,76871
"new.row.4732","42340",1976,87331
"new.row.4733","42340",1977,96166
"new.row.4734","42340",1978,111123
"new.row.4735","42340",1979,125085
"new.row.4736","42340",1980,138005
"new.row.4737","42340",1981,164800
"new.row.4738","42340",1982,182852
"new.row.4739","42340",1983,197362
"new.row.4740","42340",1984,223190
"new.row.4741","42340",1985,247098
"new.row.4742","42340",1986,277737
"new.row.4743","42340",1987,292431
"new.row.4744","42340",1988,323058
"new.row.4745","42340",1989,347577
"new.row.4746","42340",1990,380911
"new.row.4747","42340",1991,388474
"new.row.4748","42340",1992,414264
"new.row.4749","42340",1993,433637
"new.row.4750","42340",1994,463608
"new.row.4751","42340",1995,487444
"new.row.4752","42340",1996,518847
"new.row.4753","42340",1997,531790
"new.row.4754","42340",1998,576338
"new.row.4755","42340",1999,606481
"new.row.4756","42340",2000,630301
"new.row.4757","42340",2001,647337
"new.row.4758","42340",2002,666641
"new.row.4759","42340",2003,699550
"new.row.4760","42340",2004,774078
"new.row.4761","42340",2005,818624
"new.row.4762","42340",2006,891004
"new.row.4763","42340",2007,929203
"new.row.4764","42340",2008,980788
"new.row.4765","42340",2009,969752
"new.row.4766","42340",2010,985397
"new.row.4767","42340",2011,913744
"new.row.4768","42340",2012,944009
"new.row.4769","42340",2013,1100050
"new.row.4770","46660",1969,10294
"new.row.4771","46660",1970,11387
"new.row.4772","46660",1971,13112
"new.row.4773","46660",1972,15309
"new.row.4774","46660",1973,18758
"new.row.4775","46660",1974,21127
"new.row.4776","46660",1975,21582
"new.row.4777","46660",1976,25533
"new.row.4778","46660",1977,28215
"new.row.4779","46660",1978,32940
"new.row.4780","46660",1979,38008
"new.row.4781","46660",1980,40379
"new.row.4782","46660",1981,47574
"new.row.4783","46660",1982,51781
"new.row.4784","46660",1983,56949
"new.row.4785","46660",1984,64715
"new.row.4786","46660",1985,71622
"new.row.4787","46660",1986,77044
"new.row.4788","46660",1987,81333
"new.row.4789","46660",1988,92508
"new.row.4790","46660",1989,100862
"new.row.4791","46660",1990,106270
"new.row.4792","46660",1991,113104
"new.row.4793","46660",1992,120950
"new.row.4794","46660",1993,129101
"new.row.4795","46660",1994,137631
"new.row.4796","46660",1995,147906
"new.row.4797","46660",1996,155630
"new.row.4798","46660",1997,164051
"new.row.4799","46660",1998,174843
"new.row.4800","46660",1999,180901
"new.row.4801","46660",2000,185131
"new.row.4802","46660",2001,193638
"new.row.4803","46660",2002,208619
"new.row.4804","46660",2003,219047
"new.row.4805","46660",2004,238535
"new.row.4806","46660",2005,249869
"new.row.4807","46660",2006,267126
"new.row.4808","46660",2007,272758
"new.row.4809","46660",2008,301123
"new.row.4810","46660",2009,299549
"new.row.4811","46660",2010,304230
"new.row.4812","46660",2011,275189
"new.row.4813","46660",2012,283716
"new.row.4814","46660",2013,322529
"new.row.4815","47580",1969,11641
"new.row.4816","47580",1970,13918
"new.row.4817","47580",1971,15605
"new.row.4818","47580",1972,17126
"new.row.4819","47580",1973,20801
"new.row.4820","47580",1974,24984
"new.row.4821","47580",1975,28511
"new.row.4822","47580",1976,31081
"new.row.4823","47580",1977,34496
"new.row.4824","47580",1978,37615
"new.row.4825","47580",1979,42341
"new.row.4826","47580",1980,46563
"new.row.4827","47580",1981,54760
"new.row.4828","47580",1982,59939
"new.row.4829","47580",1983,73789
"new.row.4830","47580",1984,80165
"new.row.4831","47580",1985,92824
"new.row.4832","47580",1986,101092
"new.row.4833","47580",1987,106204
"new.row.4834","47580",1988,120056
"new.row.4835","47580",1989,133812
"new.row.4836","47580",1990,145229
"new.row.4837","47580",1991,152282
"new.row.4838","47580",1992,165575
"new.row.4839","47580",1993,174589
"new.row.4840","47580",1994,182434
"new.row.4841","47580",1995,194686
"new.row.4842","47580",1996,211458
"new.row.4843","47580",1997,219440
"new.row.4844","47580",1998,232417
"new.row.4845","47580",1999,248302
"new.row.4846","47580",2000,265538
"new.row.4847","47580",2001,283205
"new.row.4848","47580",2002,309555
"new.row.4849","47580",2003,329174
"new.row.4850","47580",2004,356597
"new.row.4851","47580",2005,379360
"new.row.4852","47580",2006,409265
"new.row.4853","47580",2007,425011
"new.row.4854","47580",2008,453349
"new.row.4855","47580",2009,467152
"new.row.4856","47580",2010,486042
"new.row.4857","47580",2011,444679
"new.row.4858","47580",2012,451751
"new.row.4859","47580",2013,503952
"new.row.4860","27980",1969,8385
"new.row.4861","27980",1970,9259
"new.row.4862","27980",1971,10635
"new.row.4863","27980",1972,12183
"new.row.4864","27980",1973,15878
"new.row.4865","27980",1974,19580
"new.row.4866","27980",1975,21968
"new.row.4867","27980",1976,25324
"new.row.4868","27980",1977,29810
"new.row.4869","27980",1978,36293
"new.row.4870","27980",1979,43393
"new.row.4871","27980",1980,47270
"new.row.4872","27980",1981,55584
"new.row.4873","27980",1982,62351
"new.row.4874","27980",1983,68462
"new.row.4875","27980",1984,77922
"new.row.4876","27980",1985,88160
"new.row.4877","27980",1986,97650
"new.row.4878","27980",1987,108359
"new.row.4879","27980",1988,128163
"new.row.4880","27980",1989,149805
"new.row.4881","27980",1990,177003
"new.row.4882","27980",1991,192436
"new.row.4883","27980",1992,208876
"new.row.4884","27980",1993,215201
"new.row.4885","27980",1994,228246
"new.row.4886","27980",1995,229713
"new.row.4887","27980",1996,233397
"new.row.4888","27980",1997,238101
"new.row.4889","27980",1998,245738
"new.row.4890","27980",1999,264026
"new.row.4891","27980",2000,281300
"new.row.4892","27980",2001,297721
"new.row.4893","27980",2002,319797
"new.row.4894","27980",2003,345769
"new.row.4895","27980",2004,362372
"new.row.4896","27980",2005,396237
"new.row.4897","27980",2006,432710
"new.row.4898","27980",2007,455852
"new.row.4899","27980",2008,452989
"new.row.4900","27980",2009,422977
"new.row.4901","27980",2010,439510
"new.row.4902","27980",2011,421132
"new.row.4903","27980",2012,438404
"new.row.4904","27980",2013,523478
"new.row.4905","46520",1969,157412
"new.row.4906","46520",1970,183236
"new.row.4907","46520",1971,203001
"new.row.4908","46520",1972,236141
"new.row.4909","46520",1973,300444
"new.row.4910","46520",1974,343985
"new.row.4911","46520",1975,380298
"new.row.4912","46520",1976,413473
"new.row.4913","46520",1977,442424
"new.row.4914","46520",1978,502998
"new.row.4915","46520",1979,589044
"new.row.4916","46520",1980,653607
"new.row.4917","46520",1981,750841
"new.row.4918","46520",1982,787253
"new.row.4919","46520",1983,865649
"new.row.4920","46520",1984,946084
"new.row.4921","46520",1985,1027509
"new.row.4922","46520",1986,1119586
"new.row.4923","46520",1987,1220266
"new.row.4924","46520",1988,1393149
"new.row.4925","46520",1989,1530995
"new.row.4926","46520",1990,1760671
"new.row.4927","46520",1991,1883628
"new.row.4928","46520",1992,2010281
"new.row.4929","46520",1993,2044634
"new.row.4930","46520",1994,2070314
"new.row.4931","46520",1995,2060577
"new.row.4932","46520",1996,2055206
"new.row.4933","46520",1997,2085665
"new.row.4934","46520",1998,2108859
"new.row.4935","46520",1999,2144373
"new.row.4936","46520",2000,2249693
"new.row.4937","46520",2001,2370256
"new.row.4938","46520",2002,2518548
"new.row.4939","46520",2003,2702508
"new.row.4940","46520",2004,2839339
"new.row.4941","46520",2005,3020373
"new.row.4942","46520",2006,3238726
"new.row.4943","46520",2007,3378226
"new.row.4944","46520",2008,3468706
"new.row.4945","46520",2009,3468327
"new.row.4946","46520",2010,3661059
"new.row.4947","46520",2011,3496134
"new.row.4948","46520",2012,3622933
"new.row.4949","46520",2013,4203150
"new.row.4950","14260",1969,36977
"new.row.4951","14260",1970,40945
"new.row.4952","14260",1971,47174
"new.row.4953","14260",1972,57213
"new.row.4954","14260",1973,76192
"new.row.4955","14260",1974,88942
"new.row.4956","14260",1975,101179
"new.row.4957","14260",1976,120033
"new.row.4958","14260",1977,138147
"new.row.4959","14260",1978,163952
"new.row.4960","14260",1979,190026
"new.row.4961","14260",1980,205087
"new.row.4962","14260",1981,239179
"new.row.4963","14260",1982,252351
"new.row.4964","14260",1983,271882
"new.row.4965","14260",1984,307614
"new.row.4966","14260",1985,334317
"new.row.4967","14260",1986,347902
"new.row.4968","14260",1987,361845
"new.row.4969","14260",1988,422206
"new.row.4970","14260",1989,468800
"new.row.4971","14260",1990,543912
"new.row.4972","14260",1991,605821
"new.row.4973","14260",1992,674565
"new.row.4974","14260",1993,758925
"new.row.4975","14260",1994,855550
"new.row.4976","14260",1995,931140
"new.row.4977","14260",1996,957173
"new.row.4978","14260",1997,999286
"new.row.4979","14260",1998,1075222
"new.row.4980","14260",1999,1159432
"new.row.4981","14260",2000,1317920
"new.row.4982","14260",2001,1328438
"new.row.4983","14260",2002,1347680
"new.row.4984","14260",2003,1393626
"new.row.4985","14260",2004,1497903
"new.row.4986","14260",2005,1631267
"new.row.4987","14260",2006,1846757
"new.row.4988","14260",2007,1909987
