"","msa.fips","year","population"
"new.row.15890","47460",1975,48641
"new.row.15891","47460",1976,49130
"new.row.15892","47460",1977,49317
"new.row.15893","47460",1978,49269
"new.row.15894","47460",1979,50254
"new.row.15895","47460",1980,51590
"new.row.15896","47460",1981,51889
"new.row.15897","47460",1982,52781
"new.row.15898","47460",1983,53114
"new.row.15899","47460",1984,52843
"new.row.15900","47460",1985,52495
"new.row.15901","47460",1986,52215
"new.row.15902","47460",1987,51656
"new.row.15903","47460",1988,51354
"new.row.15904","47460",1989,52223
"new.row.15905","47460",1990,52554
"new.row.15906","47460",1991,54041
"new.row.15907","47460",1992,54941
"new.row.15908","47460",1993,56381
"new.row.15909","47460",1994,57303
"new.row.15910","47460",1995,57895
"new.row.15911","47460",1996,58287
"new.row.15912","47460",1997,58515
"new.row.15913","47460",1998,58648
"new.row.15914","47460",1999,58867
"new.row.15915","47460",2000,59247
"new.row.15916","47460",2001,59106
"new.row.15917","47460",2002,59661
"new.row.15918","47460",2003,60111
"new.row.15919","47460",2004,60679
"new.row.15920","47460",2005,60543
"new.row.15921","47460",2006,60600
"new.row.15922","47460",2007,60737
"new.row.15923","47460",2008,61218
"new.row.15924","47460",2009,62080
"new.row.15925","47460",2010,63024
"new.row.15926","47460",2011,63500
"new.row.15927","47460",2012,63399
"new.row.15928","48300",1969,55995
"new.row.15929","48300",1970,57905
"new.row.15930","48300",1971,58182
"new.row.15931","48300",1972,58036
"new.row.15932","48300",1973,58318
"new.row.15933","48300",1974,59531
"new.row.15934","48300",1975,60767
"new.row.15935","48300",1976,62443
"new.row.15936","48300",1977,64337
"new.row.15937","48300",1978,65586
"new.row.15938","48300",1979,66273
"new.row.15939","48300",1980,67591
"new.row.15940","48300",1981,69004
"new.row.15941","48300",1982,69622
"new.row.15942","48300",1983,70983
"new.row.15943","48300",1984,72428
"new.row.15944","48300",1985,73586
"new.row.15945","48300",1986,73859
"new.row.15946","48300",1987,74236
"new.row.15947","48300",1988,76006
"new.row.15948","48300",1989,77504
"new.row.15949","48300",1990,78865
"new.row.15950","48300",1991,81220
"new.row.15951","48300",1992,83570
"new.row.15952","48300",1993,86027
"new.row.15953","48300",1994,88755
"new.row.15954","48300",1995,91676
"new.row.15955","48300",1996,93486
"new.row.15956","48300",1997,95118
"new.row.15957","48300",1998,96819
"new.row.15958","48300",1999,98336
"new.row.15959","48300",2000,99322
"new.row.15960","48300",2001,99361
"new.row.15961","48300",2002,99786
"new.row.15962","48300",2003,100654
"new.row.15963","48300",2004,101968
"new.row.15964","48300",2005,103369
"new.row.15965","48300",2006,105094
"new.row.15966","48300",2007,106717
"new.row.15967","48300",2008,108029
"new.row.15968","48300",2009,109614
"new.row.15969","48300",2010,111270
"new.row.15970","48300",2011,112048
"new.row.15971","48300",2012,113037
"new.row.15972","49420",1969,141416
"new.row.15973","49420",1970,145600
"new.row.15974","49420",1971,148017
"new.row.15975","49420",1972,150541
"new.row.15976","49420",1973,150902
"new.row.15977","49420",1974,155229
"new.row.15978","49420",1975,159209
"new.row.15979","49420",1976,162074
"new.row.15980","49420",1977,164202
"new.row.15981","49420",1978,166436
"new.row.15982","49420",1979,168987
"new.row.15983","49420",1980,173118
"new.row.15984","49420",1981,175218
"new.row.15985","49420",1982,176825
"new.row.15986","49420",1983,179248
"new.row.15987","49420",1984,180209
"new.row.15988","49420",1985,181321
"new.row.15989","49420",1986,180961
"new.row.15990","49420",1987,181707
"new.row.15991","49420",1988,185454
"new.row.15992","49420",1989,187574
"new.row.15993","49420",1990,189454
"new.row.15994","49420",1991,193904
"new.row.15995","49420",1992,198983
"new.row.15996","49420",1993,204266
"new.row.15997","49420",1994,208963
"new.row.15998","49420",1995,212601
"new.row.15999","49420",1996,214951
"new.row.16000","49420",1997,217201
"new.row.16001","49420",1998,219748
"new.row.16002","49420",1999,221573
"new.row.16003","49420",2000,222615
"new.row.16004","49420",2001,222757
"new.row.16005","49420",2002,223402
"new.row.16006","49420",2003,225161
"new.row.16007","49420",2004,227280
"new.row.16008","49420",2005,228570
"new.row.16009","49420",2006,230617
"new.row.16010","49420",2007,232733
"new.row.16011","49420",2008,235272
"new.row.16012","49420",2009,239604
"new.row.16013","49420",2010,244258
"new.row.16014","49420",2011,246157
"new.row.16015","49420",2012,246977
"new.row.16016","13220",1969,119522
"new.row.16017","13220",1970,119794
"new.row.16018","13220",1971,122399
"new.row.16019","13220",1972,126518
"new.row.16020","13220",1973,128707
"new.row.16021","13220",1974,129362
"new.row.16022","13220",1975,132602
"new.row.16023","13220",1976,138390
"new.row.16024","13220",1977,142246
"new.row.16025","13220",1978,144129
"new.row.16026","13220",1979,145047
"new.row.16027","13220",1980,144639
"new.row.16028","13220",1981,144324
"new.row.16029","13220",1982,144345
"new.row.16030","13220",1983,144081
"new.row.16031","13220",1984,142180
"new.row.16032","13220",1985,140228
"new.row.16033","13220",1986,137822
"new.row.16034","13220",1987,133725
"new.row.16035","13220",1988,129757
"new.row.16036","13220",1989,125854
"new.row.16037","13220",1990,124685
"new.row.16038","13220",1991,124959
"new.row.16039","13220",1992,125222
"new.row.16040","13220",1993,126345
"new.row.16041","13220",1994,126577
"new.row.16042","13220",1995,127571
"new.row.16043","13220",1996,128425
"new.row.16044","13220",1997,128275
"new.row.16045","13220",1998,127892
"new.row.16046","13220",1999,127431
"new.row.16047","13220",2000,126525
"new.row.16048","13220",2001,125318
"new.row.16049","13220",2002,125672
"new.row.16050","13220",2003,125519
"new.row.16051","13220",2004,125145
"new.row.16052","13220",2005,124570
"new.row.16053","13220",2006,124378
"new.row.16054","13220",2007,124566
"new.row.16055","13220",2008,124550
"new.row.16056","13220",2009,124816
"new.row.16057","13220",2010,124892
"new.row.16058","13220",2011,125115
"new.row.16059","13220",2012,124890
"new.row.16060","16620",1969,263336
"new.row.16061","16620",1970,263984
"new.row.16062","16620",1971,265194
