"","msa.fips","year","average.compensation.per.job"
"new.row.3342","18700",2007,48916
"new.row.3343","18700",2008,49703
"new.row.3344","18700",2009,50268
"new.row.3345","18700",2010,54178
"new.row.3346","18700",2011,54537
"new.row.3347","18700",2012,56729
"new.row.3348","21660",2001,36482
"new.row.3349","21660",2002,37016
"new.row.3350","21660",2003,38363
"new.row.3351","21660",2004,39671
"new.row.3352","21660",2005,40722
"new.row.3353","21660",2006,41720
"new.row.3354","21660",2007,43057
"new.row.3355","21660",2008,44370
"new.row.3356","21660",2009,44757
"new.row.3357","21660",2010,46153
"new.row.3358","21660",2011,47342
"new.row.3359","21660",2012,48987
"new.row.3360","24420",2001,30958
"new.row.3361","24420",2002,32392
"new.row.3362","24420",2003,33360
"new.row.3363","24420",2004,34963
"new.row.3364","24420",2005,35786
"new.row.3365","24420",2006,36629
"new.row.3366","24420",2007,37815
"new.row.3367","24420",2008,38453
"new.row.3368","24420",2009,39365
"new.row.3369","24420",2010,40347
"new.row.3370","24420",2011,40968
"new.row.3371","24420",2012,42032
"new.row.3372","32780",2001,34104
"new.row.3373","32780",2002,35577
"new.row.3374","32780",2003,36856
"new.row.3375","32780",2004,38232
"new.row.3376","32780",2005,39067
"new.row.3377","32780",2006,40423
"new.row.3378","32780",2007,41818
"new.row.3379","32780",2008,42588
"new.row.3380","32780",2009,43687
"new.row.3381","32780",2010,44545
"new.row.3382","32780",2011,45641
"new.row.3383","32780",2012,47220
"new.row.3384","38900",2001,46305
"new.row.3385","38900",2002,46880
"new.row.3386","38900",2003,48259
"new.row.3387","38900",2004,50203
"new.row.3388","38900",2005,51445
"new.row.3389","38900",2006,53229
"new.row.3390","38900",2007,55300
"new.row.3391","38900",2008,56610
"new.row.3392","38900",2009,57208
"new.row.3393","38900",2010,58907
"new.row.3394","38900",2011,60873
"new.row.3395","38900",2012,63279
"new.row.3396","41420",2001,37447
"new.row.3397","41420",2002,38485
"new.row.3398","41420",2003,39512
"new.row.3399","41420",2004,40565
"new.row.3400","41420",2005,41012
"new.row.3401","41420",2006,42221
"new.row.3402","41420",2007,43718
"new.row.3403","41420",2008,45095
"new.row.3404","41420",2009,46456
"new.row.3405","41420",2010,47217
"new.row.3406","41420",2011,48236
"new.row.3407","41420",2012,49672
"new.row.3408","11020",2001,34186
"new.row.3409","11020",2002,34935
"new.row.3410","11020",2003,36164
"new.row.3411","11020",2004,37502
"new.row.3412","11020",2005,38685
"new.row.3413","11020",2006,39587
"new.row.3414","11020",2007,41400
"new.row.3415","11020",2008,42617
"new.row.3416","11020",2009,43644
"new.row.3417","11020",2010,44855
"new.row.3418","11020",2011,46017
"new.row.3419","11020",2012,46444
"new.row.3420","14100",2001,36213
"new.row.3421","14100",2002,37859
"new.row.3422","14100",2003,39179
"new.row.3423","14100",2004,41283
"new.row.3424","14100",2005,42243
"new.row.3425","14100",2006,43876
"new.row.3426","14100",2007,46818
"new.row.3427","14100",2008,48649
"new.row.3428","14100",2009,49870
"new.row.3429","14100",2010,51895
"new.row.3430","14100",2011,53444
"new.row.3431","14100",2012,53831
"new.row.3432","16540",2001,34199
"new.row.3433","16540",2002,35339
"new.row.3434","16540",2003,36605
"new.row.3435","16540",2004,38668
"new.row.3436","16540",2005,40453
"new.row.3437","16540",2006,41728
"new.row.3438","16540",2007,43468
"new.row.3439","16540",2008,44311
"new.row.3440","16540",2009,45520
"new.row.3441","16540",2010,46670
"new.row.3442","16540",2011,47734
"new.row.3443","16540",2012,48379
"new.row.3444","20700",2001,34912
"new.row.3445","20700",2002,36681
"new.row.3446","20700",2003,38347
"new.row.3447","20700",2004,41325
"new.row.3448","20700",2005,43161
"new.row.3449","20700",2006,44992
"new.row.3450","20700",2007,46277
"new.row.3451","20700",2008,47676
"new.row.3452","20700",2009,48952
"new.row.3453","20700",2010,50929
"new.row.3454","20700",2011,52008
"new.row.3455","20700",2012,52578
"new.row.3456","21500",2001,36123
"new.row.3457","21500",2002,36970
"new.row.3458","21500",2003,37776
"new.row.3459","21500",2004,39494
"new.row.3460","21500",2005,40630
"new.row.3461","21500",2006,42082
"new.row.3462","21500",2007,43952
"new.row.3463","21500",2008,45321
"new.row.3464","21500",2009,45471
"new.row.3465","21500",2010,46345
"new.row.3466","21500",2011,48521
"new.row.3467","21500",2012,48845
"new.row.3468","23900",2001,33097
"new.row.3469","23900",2002,34334
"new.row.3470","23900",2003,35970
"new.row.3471","23900",2004,37945
"new.row.3472","23900",2005,38937
"new.row.3473","23900",2006,39992
"new.row.3474","23900",2007,41772
"new.row.3475","23900",2008,42439
"new.row.3476","23900",2009,43112
"new.row.3477","23900",2010,44261
"new.row.3478","23900",2011,45601
"new.row.3479","23900",2012,46301
"new.row.3480","25420",2001,43191
"new.row.3481","25420",2002,44826
"new.row.3482","25420",2003,46620
"new.row.3483","25420",2004,48972
"new.row.3484","25420",2005,50400
"new.row.3485","25420",2006,51309
"new.row.3486","25420",2007,53238
"new.row.3487","25420",2008,54345
"new.row.3488","25420",2009,55406
"new.row.3489","25420",2010,57203
"new.row.3490","25420",2011,58479
"new.row.3491","25420",2012,59570
"new.row.3492","27780",2001,32645
"new.row.3493","27780",2002,33571
"new.row.3494","27780",2003,35164
"new.row.3495","27780",2004,36365
"new.row.3496","27780",2005,37979
"new.row.3497","27780",2006,38742
"new.row.3498","27780",2007,40449
"new.row.3499","27780",2008,41731
"new.row.3500","27780",2009,42658
"new.row.3501","27780",2010,43978
"new.row.3502","27780",2011,44975
"new.row.3503","27780",2012,45169
"new.row.3504","29540",2001,38490
"new.row.3505","29540",2002,39652
"new.row.3506","29540",2003,41360
"new.row.3507","29540",2004,42560
"new.row.3508","29540",2005,43973
"new.row.3509","29540",2006,45076
"new.row.3510","29540",2007,46068
"new.row.3511","29540",2008,47353
"new.row.3512","29540",2009,47724
"new.row.3513","29540",2010,48875
"new.row.3514","29540",2011,49752
"new.row.3515","29540",2012,50362
"new.row.3516","30140",2001,34805
"new.row.3517","30140",2002,35551
"new.row.3518","30140",2003,36905
"new.row.3519","30140",2004,38641
"new.row.3520","30140",2005,39674
"new.row.3521","30140",2006,41120
"new.row.3522","30140",2007,42477
"new.row.3523","30140",2008,43845
"new.row.3524","30140",2009,44680
"new.row.3525","30140",2010,46434
"new.row.3526","30140",2011,47466
"new.row.3527","30140",2012,47736
"new.row.3528","38300",2001,42853
"new.row.3529","38300",2002,43921
"new.row.3530","38300",2003,45362
"new.row.3531","38300",2004,47285
"new.row.3532","38300",2005,48707
"new.row.3533","38300",2006,51053
"new.row.3534","38300",2007,53283
"new.row.3535","38300",2008,54774
"new.row.3536","38300",2009,54994
"new.row.3537","38300",2010,57022
"new.row.3538","38300",2011,59109
"new.row.3539","38300",2012,60603
"new.row.3540","39740",2001,40692
"new.row.3541","39740",2002,42277
"new.row.3542","39740",2003,43708
"new.row.3543","39740",2004,44742
"new.row.3544","39740",2005,46106
"new.row.3545","39740",2006,48335
"new.row.3546","39740",2007,50567
"new.row.3547","39740",2008,51385
"new.row.3548","39740",2009,52020
"new.row.3549","39740",2010,53326
"new.row.3550","39740",2011,54516
"new.row.3551","39740",2012,55332
"new.row.3552","42540",2001,35771
"new.row.3553","42540",2002,36885
"new.row.3554","42540",2003,38014
"new.row.3555","42540",2004,39734
"new.row.3556","42540",2005,40943
"new.row.3557","42540",2006,41850
"new.row.3558","42540",2007,43452
"new.row.3559","42540",2008,44236
"new.row.3560","42540",2009,44945
"new.row.3561","42540",2010,46124
"new.row.3562","42540",2011,47082
"new.row.3563","42540",2012,47770
"new.row.3564","44300",2001,34075
"new.row.3565","44300",2002,34887
"new.row.3566","44300",2003,36248
"new.row.3567","44300",2004,38470
"new.row.3568","44300",2005,39997
"new.row.3569","44300",2006,42080
"new.row.3570","44300",2007,43857
"new.row.3571","44300",2008,45527
"new.row.3572","44300",2009,45799
"new.row.3573","44300",2010,48121
"new.row.3574","44300",2011,49052
"new.row.3575","44300",2012,50306
"new.row.3576","48700",2001,34367
"new.row.3577","48700",2002,34769
"new.row.3578","48700",2003,36121
"new.row.3579","48700",2004,37872
"new.row.3580","48700",2005,39005
"new.row.3581","48700",2006,39923
"new.row.3582","48700",2007,41238
"new.row.3583","48700",2008,42203
"new.row.3584","48700",2009,43158
"new.row.3585","48700",2010,45329
"new.row.3586","48700",2011,48123
"new.row.3587","48700",2012,49136
"new.row.3588","49620",2001,39655
"new.row.3589","49620",2002,40760
"new.row.3590","49620",2003,42583
"new.row.3591","49620",2004,44495
"new.row.3592","49620",2005,46938
"new.row.3593","49620",2006,47221
"new.row.3594","49620",2007,48590
"new.row.3595","49620",2008,49701
"new.row.3596","49620",2009,50434
"new.row.3597","49620",2010,52384
"new.row.3598","49620",2011,53835
"new.row.3599","49620",2012,53648
"new.row.3600","16700",2001,36556
"new.row.3601","16700",2002,38181
"new.row.3602","16700",2003,40113
"new.row.3603","16700",2004,41641
"new.row.3604","16700",2005,43973
"new.row.3605","16700",2006,45949
"new.row.3606","16700",2007,48263
"new.row.3607","16700",2008,49852
"new.row.3608","16700",2009,50909
"new.row.3609","16700",2010,52272
"new.row.3610","16700",2011,54410
"new.row.3611","16700",2012,54857
"new.row.3612","17900",2001,36980
"new.row.3613","17900",2002,38312
"new.row.3614","17900",2003,40171
"new.row.3615","17900",2004,42204
"new.row.3616","17900",2005,43934
"new.row.3617","17900",2006,46029
"new.row.3618","17900",2007,47509
"new.row.3619","17900",2008,49357
"new.row.3620","17900",2009,50292
"new.row.3621","17900",2010,50878
"new.row.3622","17900",2011,52888
"new.row.3623","17900",2012,53355
"new.row.3624","22500",2001,36447
"new.row.3625","22500",2002,37639
"new.row.3626","22500",2003,39094
"new.row.3627","22500",2004,40645
"new.row.3628","22500",2005,42078
"new.row.3629","22500",2006,44166
"new.row.3630","22500",2007,45622
"new.row.3631","22500",2008,46657
"new.row.3632","22500",2009,47255
"new.row.3633","22500",2010,47995
"new.row.3634","22500",2011,49646
"new.row.3635","22500",2012,50210
"new.row.3636","24860",2001,37603
"new.row.3637","24860",2002,38611
"new.row.3638","24860",2003,40041
"new.row.3639","24860",2004,41194
"new.row.3640","24860",2005,42555
"new.row.3641","24860",2006,44056
"new.row.3642","24860",2007,45705
"new.row.3643","24860",2008,47314
"new.row.3644","24860",2009,47682
"new.row.3645","24860",2010,48953
"new.row.3646","24860",2011,50947
"new.row.3647","24860",2012,51923
"new.row.3648","25940",2001,33877
"new.row.3649","25940",2002,34212
"new.row.3650","25940",2003,36415
"new.row.3651","25940",2004,38463
"new.row.3652","25940",2005,40486
"new.row.3653","25940",2006,42286
"new.row.3654","25940",2007,44101
"new.row.3655","25940",2008,45044
"new.row.3656","25940",2009,45419
"new.row.3657","25940",2010,46334
"new.row.3658","25940",2011,47669
"new.row.3659","25940",2012,48610
"new.row.3660","43900",2001,38589
"new.row.3661","43900",2002,40233
"new.row.3662","43900",2003,41500
"new.row.3663","43900",2004,43448
"new.row.3664","43900",2005,44546
"new.row.3665","43900",2006,46480
"new.row.3666","43900",2007,47948
"new.row.3667","43900",2008,50076
"new.row.3668","43900",2009,49697
"new.row.3669","43900",2010,50972
"new.row.3670","43900",2011,52846
"new.row.3671","43900",2012,53337
"new.row.3672","44940",2001,32403
"new.row.3673","44940",2002,34198
"new.row.3674","44940",2003,36186
"new.row.3675","44940",2004,37747
"new.row.3676","44940",2005,39092
"new.row.3677","44940",2006,41458
"new.row.3678","44940",2007,42970
"new.row.3679","44940",2008,43938
"new.row.3680","44940",2009,44701
"new.row.3681","44940",2010,45933
"new.row.3682","44940",2011,48555
"new.row.3683","44940",2012,52279
"new.row.3684","39660",2001,31504
"new.row.3685","39660",2002,33252
"new.row.3686","39660",2003,34671
"new.row.3687","39660",2004,35901
"new.row.3688","39660",2005,37102
"new.row.3689","39660",2006,38117
"new.row.3690","39660",2007,39625
"new.row.3691","39660",2008,40789
"new.row.3692","39660",2009,41530
"new.row.3693","39660",2010,43318
"new.row.3694","39660",2011,44684
"new.row.3695","39660",2012,45714
"new.row.3696","43620",2001,34609
"new.row.3697","43620",2002,36169
"new.row.3698","43620",2003,37841
"new.row.3699","43620",2004,39273
"new.row.3700","43620",2005,40869
"new.row.3701","43620",2006,41832
"new.row.3702","43620",2007,43624
"new.row.3703","43620",2008,44682
"new.row.3704","43620",2009,45326
"new.row.3705","43620",2010,46802
"new.row.3706","43620",2011,48476
"new.row.3707","43620",2012,50039
"new.row.3708","17420",2001,34654
"new.row.3709","17420",2002,35907
"new.row.3710","17420",2003,37344
"new.row.3711","17420",2004,39123
"new.row.3712","17420",2005,40359
"new.row.3713","17420",2006,40913
"new.row.3714","17420",2007,42891
"new.row.3715","17420",2008,43410
"new.row.3716","17420",2009,43636
"new.row.3717","17420",2010,44581
"new.row.3718","17420",2011,45890
"new.row.3719","17420",2012,47279
"new.row.3720","27180",2001,35384
"new.row.3721","27180",2002,36869
"new.row.3722","27180",2003,38600
"new.row.3723","27180",2004,40041
"new.row.3724","27180",2005,41167
"new.row.3725","27180",2006,42095
"new.row.3726","27180",2007,43159
"new.row.3727","27180",2008,44480
"new.row.3728","27180",2009,44925
"new.row.3729","27180",2010,45311
"new.row.3730","27180",2011,46097
"new.row.3731","27180",2012,47202
"new.row.3732","27740",2001,32231
"new.row.3733","27740",2002,33603
"new.row.3734","27740",2003,34756
"new.row.3735","27740",2004,36605
"new.row.3736","27740",2005,37653
"new.row.3737","27740",2006,38688
"new.row.3738","27740",2007,39931
"new.row.3739","27740",2008,41069
"new.row.3740","27740",2009,42418
"new.row.3741","27740",2010,42987
"new.row.3742","27740",2011,43758
"new.row.3743","27740",2012,44991
"new.row.3744","28700",2001,36619
"new.row.3745","28700",2002,37087
"new.row.3746","28700",2003,38976
"new.row.3747","28700",2004,41085
"new.row.3748","28700",2005,41919
"new.row.3749","28700",2006,43435
"new.row.3750","28700",2007,45187
"new.row.3751","28700",2008,46512
"new.row.3752","28700",2009,46611
"new.row.3753","28700",2010,48336
"new.row.3754","28700",2011,49891
"new.row.3755","28700",2012,51099
"new.row.3756","28940",2001,37582
"new.row.3757","28940",2002,39068
"new.row.3758","28940",2003,40907
"new.row.3759","28940",2004,42364
"new.row.3760","28940",2005,43784
"new.row.3761","28940",2006,45081
"new.row.3762","28940",2007,46693
"new.row.3763","28940",2008,47679
"new.row.3764","28940",2009,48480
"new.row.3765","28940",2010,50082
"new.row.3766","28940",2011,51461
"new.row.3767","28940",2012,52894
"new.row.3768","34100",2001,34218
"new.row.3769","34100",2002,35270
"new.row.3770","34100",2003,36937
"new.row.3771","34100",2004,38557
"new.row.3772","34100",2005,38571
"new.row.3773","34100",2006,38892
"new.row.3774","34100",2007,40492
"new.row.3775","34100",2008,41102
"new.row.3776","34100",2009,41496
"new.row.3777","34100",2010,43491
"new.row.3778","34100",2011,44316
"new.row.3779","34100",2012,45635
"new.row.3780","34980",2001,40830
"new.row.3781","34980",2002,42179
"new.row.3782","34980",2003,43850
"new.row.3783","34980",2004,45590
"new.row.3784","34980",2005,47218
"new.row.3785","34980",2006,49451
"new.row.3786","34980",2007,51443
"new.row.3787","34980",2008,53254
"new.row.3788","34980",2009,53211
"new.row.3789","34980",2010,54983
"new.row.3790","34980",2011,56006
"new.row.3791","34980",2012,58792
"new.row.3792","10180",2001,31428
"new.row.3793","10180",2002,32653
"new.row.3794","10180",2003,34010
"new.row.3795","10180",2004,35417
"new.row.3796","10180",2005,36578
"new.row.3797","10180",2006,38772
"new.row.3798","10180",2007,40653
"new.row.3799","10180",2008,41609
"new.row.3800","10180",2009,42252
"new.row.3801","10180",2010,43549
"new.row.3802","10180",2011,44485
"new.row.3803","10180",2012,46225
"new.row.3804","11100",2001,34433
"new.row.3805","11100",2002,35706
"new.row.3806","11100",2003,36782
"new.row.3807","11100",2004,37996
"new.row.3808","11100",2005,39426
"new.row.3809","11100",2006,41881
"new.row.3810","11100",2007,43793
"new.row.3811","11100",2008,45661
"new.row.3812","11100",2009,46240
"new.row.3813","11100",2010,48096
"new.row.3814","11100",2011,48156
"new.row.3815","11100",2012,49656
"new.row.3816","12420",2001,48081
"new.row.3817","12420",2002,47142
"new.row.3818","12420",2003,48990
"new.row.3819","12420",2004,50620
"new.row.3820","12420",2005,52286
"new.row.3821","12420",2006,54744
"new.row.3822","12420",2007,55370
"new.row.3823","12420",2008,56153
"new.row.3824","12420",2009,56554
"new.row.3825","12420",2010,58845
"new.row.3826","12420",2011,60569
"new.row.3827","12420",2012,62267
"new.row.3828","13140",2001,38742
"new.row.3829","13140",2002,39489
"new.row.3830","13140",2003,41341
"new.row.3831","13140",2004,42632
"new.row.3832","13140",2005,44897
"new.row.3833","13140",2006,48083
"new.row.3834","13140",2007,49449
"new.row.3835","13140",2008,52228
"new.row.3836","13140",2009,52803
"new.row.3837","13140",2010,54795
"new.row.3838","13140",2011,56787
"new.row.3839","13140",2012,58851
"new.row.3840","15180",2001,26903
"new.row.3841","15180",2002,27901
"new.row.3842","15180",2003,29053
"new.row.3843","15180",2004,29987
"new.row.3844","15180",2005,30878
"new.row.3845","15180",2006,31898
"new.row.3846","15180",2007,33270
"new.row.3847","15180",2008,34529
"new.row.3848","15180",2009,35420
"new.row.3849","15180",2010,36639
"new.row.3850","15180",2011,36888
"new.row.3851","15180",2012,37332
"new.row.3852","17780",2001,31460
"new.row.3853","17780",2002,32012
"new.row.3854","17780",2003,34015
"new.row.3855","17780",2004,35145
"new.row.3856","17780",2005,36360
"new.row.3857","17780",2006,37686
"new.row.3858","17780",2007,40152
"new.row.3859","17780",2008,41697
"new.row.3860","17780",2009,42358
"new.row.3861","17780",2010,43648
"new.row.3862","17780",2011,44820
"new.row.3863","17780",2012,46147
"new.row.3864","18580",2001,35870
"new.row.3865","18580",2002,36874
"new.row.3866","18580",2003,38527
"new.row.3867","18580",2004,40053
"new.row.3868","18580",2005,41453
"new.row.3869","18580",2006,44522
"new.row.3870","18580",2007,46160
"new.row.3871","18580",2008,47821
"new.row.3872","18580",2009,47485
"new.row.3873","18580",2010,48979
"new.row.3874","18580",2011,50752
"new.row.3875","18580",2012,53076
"new.row.3876","19100",2001,48500
"new.row.3877","19100",2002,49346
"new.row.3878","19100",2003,50763
"new.row.3879","19100",2004,52685
"new.row.3880","19100",2005,54533
"new.row.3881","19100",2006,56901
"new.row.3882","19100",2007,59113
"new.row.3883","19100",2008,59624
"new.row.3884","19100",2009,59697
"new.row.3885","19100",2010,61510
"new.row.3886","19100",2011,62862
"new.row.3887","19100",2012,64592
"new.row.3888","21340",2001,32117
"new.row.3889","21340",2002,33240
"new.row.3890","21340",2003,34513
"new.row.3891","21340",2004,35835
"new.row.3892","21340",2005,37061
"new.row.3893","21340",2006,38824
"new.row.3894","21340",2007,40565
"new.row.3895","21340",2008,41356
"new.row.3896","21340",2009,43003
"new.row.3897","21340",2010,44767
"new.row.3898","21340",2011,46010
"new.row.3899","21340",2012,47310
"new.row.3900","26420",2001,49825
"new.row.3901","26420",2002,49965
"new.row.3902","26420",2003,51190
"new.row.3903","26420",2004,53412
"new.row.3904","26420",2005,56263
"new.row.3905","26420",2006,59798
"new.row.3906","26420",2007,63204
"new.row.3907","26420",2008,65165
"new.row.3908","26420",2009,65052
"new.row.3909","26420",2010,67349
"new.row.3910","26420",2011,69940
"new.row.3911","26420",2012,72758
"new.row.3912","28660",2001,35399
"new.row.3913","28660",2002,37521
"new.row.3914","28660",2003,40725
"new.row.3915","28660",2004,42482
"new.row.3916","28660",2005,45806
"new.row.3917","28660",2006,48918
"new.row.3918","28660",2007,51341
"new.row.3919","28660",2008,53759
"new.row.3920","28660",2009,56308
"new.row.3921","28660",2010,57541
"new.row.3922","28660",2011,58792
"new.row.3923","28660",2012,58765
"new.row.3924","29700",2001,29179
"new.row.3925","29700",2002,30042
"new.row.3926","29700",2003,31087
"new.row.3927","29700",2004,31898
"new.row.3928","29700",2005,33697
"new.row.3929","29700",2006,34529
"new.row.3930","29700",2007,35412
"new.row.3931","29700",2008,36052
"new.row.3932","29700",2009,36733
"new.row.3933","29700",2010,38861
"new.row.3934","29700",2011,39831
"new.row.3935","29700",2012,41288
"new.row.3936","30980",2001,33911
"new.row.3937","30980",2002,34308
"new.row.3938","30980",2003,36011
"new.row.3939","30980",2004,37575
"new.row.3940","30980",2005,39520
"new.row.3941","30980",2006,42434
"new.row.3942","30980",2007,44270
"new.row.3943","30980",2008,46543
"new.row.3944","30980",2009,46231
"new.row.3945","30980",2010,48677
"new.row.3946","30980",2011,51019
"new.row.3947","30980",2012,52925
"new.row.3948","31180",2001,31826
"new.row.3949","31180",2002,33296
"new.row.3950","31180",2003,34877
"new.row.3951","31180",2004,35814
"new.row.3952","31180",2005,37227
"new.row.3953","31180",2006,39064
"new.row.3954","31180",2007,39856
"new.row.3955","31180",2008,40941
"new.row.3956","31180",2009,41752
"new.row.3957","31180",2010,43483
"new.row.3958","31180",2011,43878
"new.row.3959","31180",2012,45624
"new.row.3960","32580",2001,27233
"new.row.3961","32580",2002,28349
"new.row.3962","32580",2003,29431
"new.row.3963","32580",2004,30370
"new.row.3964","32580",2005,31332
"new.row.3965","32580",2006,32869
"new.row.3966","32580",2007,33687
"new.row.3967","32580",2008,34599
"new.row.3968","32580",2009,35637
"new.row.3969","32580",2010,36813
"new.row.3970","32580",2011,37183
"new.row.3971","32580",2012,37634
"new.row.3972","33260",2001,38993
"new.row.3973","33260",2002,38781
"new.row.3974","33260",2003,39487
"new.row.3975","33260",2004,42427
"new.row.3976","33260",2005,45211
"new.row.3977","33260",2006,50212
"new.row.3978","33260",2007,53114
"new.row.3979","33260",2008,58062
"new.row.3980","33260",2009,55994
"new.row.3981","33260",2010,61902
"new.row.3982","33260",2011,65369
"new.row.3983","33260",2012,70905
"new.row.3984","36220",2001,35152
"new.row.3985","36220",2002,35362
"new.row.3986","36220",2003,36460
"new.row.3987","36220",2004,37743
"new.row.3988","36220",2005,40322
"new.row.3989","36220",2006,44429
"new.row.3990","36220",2007,49071
"new.row.3991","36220",2008,51806
"new.row.3992","36220",2009,49872
"new.row.3993","36220",2010,52462
"new.row.3994","36220",2011,57592
"new.row.3995","36220",2012,62152
"new.row.3996","41660",2001,32085
"new.row.3997","41660",2002,32826
"new.row.3998","41660",2003,34632
"new.row.3999","41660",2004,36711
"new.row.4000","41660",2005,37526
"new.row.4001","41660",2006,38156
"new.row.4002","41660",2007,39368
"new.row.4003","41660",2008,41513
"new.row.4004","41660",2009,41957
"new.row.4005","41660",2010,43659
"new.row.4006","41660",2011,45202
"new.row.4007","41660",2012,46237
"new.row.4008","41700",2001,37173
"new.row.4009","41700",2002,38389
"new.row.4010","41700",2003,40432
"new.row.4011","41700",2004,42392
"new.row.4012","41700",2005,43905
"new.row.4013","41700",2006,45753
"new.row.4014","41700",2007,47363
"new.row.4015","41700",2008,48012
"new.row.4016","41700",2009,49280
"new.row.4017","41700",2010,51240
"new.row.4018","41700",2011,52847
"new.row.4019","41700",2012,53858
"new.row.4020","43300",2001,36199
"new.row.4021","43300",2002,36141
"new.row.4022","43300",2003,37244
"new.row.4023","43300",2004,38214
"new.row.4024","43300",2005,39702
"new.row.4025","43300",2006,41124
"new.row.4026","43300",2007,42598
"new.row.4027","43300",2008,42965
"new.row.4028","43300",2009,43457
"new.row.4029","43300",2010,45080
"new.row.4030","43300",2011,46110
"new.row.4031","43300",2012,47030
"new.row.4032","46340",2001,36601
"new.row.4033","46340",2002,37417
"new.row.4034","46340",2003,38937
"new.row.4035","46340",2004,41095
"new.row.4036","46340",2005,42273
"new.row.4037","46340",2006,43914
"new.row.4038","46340",2007,44775
"new.row.4039","46340",2008,46532
"new.row.4040","46340",2009,47139
"new.row.4041","46340",2010,48547
"new.row.4042","46340",2011,49099
"new.row.4043","46340",2012,50144
"new.row.4044","47020",2001,34672
"new.row.4045","47020",2002,35127
"new.row.4046","47020",2003,36315
"new.row.4047","47020",2004,37711
"new.row.4048","47020",2005,38534
"new.row.4049","47020",2006,41342
"new.row.4050","47020",2007,42300
"new.row.4051","47020",2008,44131
"new.row.4052","47020",2009,43762
"new.row.4053","47020",2010,45892
"new.row.4054","47020",2011,47768
"new.row.4055","47020",2012,50130
"new.row.4056","47380",2001,33491
"new.row.4057","47380",2002,34687
"new.row.4058","47380",2003,36471
"new.row.4059","47380",2004,37591
"new.row.4060","47380",2005,39165
"new.row.4061","47380",2006,40462
"new.row.4062","47380",2007,41728
"new.row.4063","47380",2008,42967
"new.row.4064","47380",2009,44530
"new.row.4065","47380",2010,46383
"new.row.4066","47380",2011,46781
"new.row.4067","47380",2012,48095
"new.row.4068","48660",2001,32072
"new.row.4069","48660",2002,33733
"new.row.4070","48660",2003,35524
"new.row.4071","48660",2004,36762
"new.row.4072","48660",2005,38460
"new.row.4073","48660",2006,39843
"new.row.4074","48660",2007,41472
"new.row.4075","48660",2008,43322
"new.row.4076","48660",2009,43225
"new.row.4077","48660",2010,44200
"new.row.4078","48660",2011,45031
"new.row.4079","48660",2012,45944
"new.row.4080","36260",2001,36302
"new.row.4081","36260",2002,37663
"new.row.4082","36260",2003,39223
"new.row.4083","36260",2004,40603
"new.row.4084","36260",2005,41971
"new.row.4085","36260",2006,44118
"new.row.4086","36260",2007,45475
"new.row.4087","36260",2008,46708
"new.row.4088","36260",2009,47579
"new.row.4089","36260",2010,48661
"new.row.4090","36260",2011,49683
"new.row.4091","36260",2012,50166
"new.row.4092","39340",2001,33720
"new.row.4093","39340",2002,34286
"new.row.4094","39340",2003,35645
"new.row.4095","39340",2004,36899
"new.row.4096","39340",2005,38112
"new.row.4097","39340",2006,40422
"new.row.4098","39340",2007,42222
"new.row.4099","39340",2008,44087
"new.row.4100","39340",2009,44678
"new.row.4101","39340",2010,45442
"new.row.4102","39340",2011,46957
"new.row.4103","39340",2012,48246
"new.row.4104","41100",2001,28522
"new.row.4105","41100",2002,29428
"new.row.4106","41100",2003,30645
"new.row.4107","41100",2004,32000
"new.row.4108","41100",2005,33877
"new.row.4109","41100",2006,36195
"new.row.4110","41100",2007,37248
"new.row.4111","41100",2008,37993
"new.row.4112","41100",2009,38614
"new.row.4113","41100",2010,39108
"new.row.4114","41100",2011,40217
"new.row.4115","41100",2012,40152
"new.row.4116","41620",2001,40816
"new.row.4117","41620",2002,41917
"new.row.4118","41620",2003,43062
"new.row.4119","41620",2004,45295
"new.row.4120","41620",2005,47024
"new.row.4121","41620",2006,49420
"new.row.4122","41620",2007,51834
"new.row.4123","41620",2008,52975
"new.row.4124","41620",2009,54093
"new.row.4125","41620",2010,55384
"new.row.4126","41620",2011,57226
"new.row.4127","41620",2012,58640
"new.row.4128","15540",2001,41447
"new.row.4129","15540",2002,42634
"new.row.4130","15540",2003,44495
"new.row.4131","15540",2004,46048
"new.row.4132","15540",2005,47831
"new.row.4133","15540",2006,49496
"new.row.4134","15540",2007,51398
"new.row.4135","15540",2008,53478
"new.row.4136","15540",2009,53793
"new.row.4137","15540",2010,54683
"new.row.4138","15540",2011,56319
"new.row.4139","15540",2012,57517
"new.row.4140","13980",2001,34675
"new.row.4141","13980",2002,35909
"new.row.4142","13980",2003,37498
"new.row.4143","13980",2004,39359
"new.row.4144","13980",2005,41003
"new.row.4145","13980",2006,42562
"new.row.4146","13980",2007,44436
"new.row.4147","13980",2008,44647
"new.row.4148","13980",2009,45480
"new.row.4149","13980",2010,46887
"new.row.4150","13980",2011,47513
"new.row.4151","13980",2012,49045
"new.row.4152","16820",2001,38906
"new.row.4153","16820",2002,40169
"new.row.4154","16820",2003,42622
"new.row.4155","16820",2004,44826
"new.row.4156","16820",2005,47020
"new.row.4157","16820",2006,48456
"new.row.4158","16820",2007,50693
"new.row.4159","16820",2008,51906
"new.row.4160","16820",2009,53863
"new.row.4161","16820",2010,55293
"new.row.4162","16820",2011,56264
"new.row.4163","16820",2012,58113
