"","msa.fips","year","proprietors.employment"
"new.row.14545","32580",1994,25582
"new.row.14546","32580",1995,28267
"new.row.14547","32580",1996,31868
"new.row.14548","32580",1997,35084
"new.row.14549","32580",1998,34779
"new.row.14550","32580",1999,38418
"new.row.14551","32580",2000,40093
"new.row.14552","32580",2001,42966
"new.row.14553","32580",2002,47112
"new.row.14554","32580",2003,47458
"new.row.14555","32580",2004,52444
"new.row.14556","32580",2005,57356
"new.row.14557","32580",2006,61735
"new.row.14558","32580",2007,67135
"new.row.14559","32580",2008,70888
"new.row.14560","32580",2009,74032
"new.row.14561","32580",2010,75973
"new.row.14562","32580",2011,83270
"new.row.14563","32580",2012,85190
"new.row.14564","33260",1969,6923
"new.row.14565","33260",1970,6945
"new.row.14566","33260",1971,7351
"new.row.14567","33260",1972,7975
"new.row.14568","33260",1973,8648
"new.row.14569","33260",1974,8865
"new.row.14570","33260",1975,9209
"new.row.14571","33260",1976,9154
"new.row.14572","33260",1977,10471
"new.row.14573","33260",1978,11499
"new.row.14574","33260",1979,12102
"new.row.14575","33260",1980,13098
"new.row.14576","33260",1981,15940
"new.row.14577","33260",1982,18404
"new.row.14578","33260",1983,18940
"new.row.14579","33260",1984,19638
"new.row.14580","33260",1985,20671
"new.row.14581","33260",1986,18739
"new.row.14582","33260",1987,21223
"new.row.14583","33260",1988,21365
"new.row.14584","33260",1989,20597
"new.row.14585","33260",1990,20067
"new.row.14586","33260",1991,19983
"new.row.14587","33260",1992,19051
"new.row.14588","33260",1993,21352
"new.row.14589","33260",1994,21751
"new.row.14590","33260",1995,21157
"new.row.14591","33260",1996,20565
"new.row.14592","33260",1997,21398
"new.row.14593","33260",1998,21233
"new.row.14594","33260",1999,21628
"new.row.14595","33260",2000,21917
"new.row.14596","33260",2001,21745
"new.row.14597","33260",2002,21718
"new.row.14598","33260",2003,23924
"new.row.14599","33260",2004,23901
"new.row.14600","33260",2005,24939
"new.row.14601","33260",2006,26706
"new.row.14602","33260",2007,28468
"new.row.14603","33260",2008,31649
"new.row.14604","33260",2009,32600
"new.row.14605","33260",2010,35573
"new.row.14606","33260",2011,34150
"new.row.14607","33260",2012,35032
"new.row.14608","36220",1969,4982
"new.row.14609","36220",1970,5035
"new.row.14610","36220",1971,5401
"new.row.14611","36220",1972,5645
"new.row.14612","36220",1973,6093
"new.row.14613","36220",1974,6424
"new.row.14614","36220",1975,6825
"new.row.14615","36220",1976,7078
"new.row.14616","36220",1977,7592
"new.row.14617","36220",1978,7979
"new.row.14618","36220",1979,8449
"new.row.14619","36220",1980,9017
"new.row.14620","36220",1981,10043
"new.row.14621","36220",1982,10769
"new.row.14622","36220",1983,11316
"new.row.14623","36220",1984,11246
"new.row.14624","36220",1985,11166
"new.row.14625","36220",1986,10235
"new.row.14626","36220",1987,11470
"new.row.14627","36220",1988,11697
"new.row.14628","36220",1989,10983
"new.row.14629","36220",1990,10729
"new.row.14630","36220",1991,10458
"new.row.14631","36220",1992,9795
"new.row.14632","36220",1993,9774
"new.row.14633","36220",1994,10028
"new.row.14634","36220",1995,9981
"new.row.14635","36220",1996,10080
"new.row.14636","36220",1997,10263
"new.row.14637","36220",1998,10470
"new.row.14638","36220",1999,10350
"new.row.14639","36220",2000,10767
"new.row.14640","36220",2001,10618
"new.row.14641","36220",2002,10665
"new.row.14642","36220",2003,11537
"new.row.14643","36220",2004,11979
"new.row.14644","36220",2005,12274
"new.row.14645","36220",2006,12831
"new.row.14646","36220",2007,13540
"new.row.14647","36220",2008,15003
"new.row.14648","36220",2009,15376
"new.row.14649","36220",2010,15404
"new.row.14650","36220",2011,16517
"new.row.14651","36220",2012,16885
"new.row.14652","41660",1969,5981
"new.row.14653","41660",1970,6200
"new.row.14654","41660",1971,6200
"new.row.14655","41660",1972,6726
"new.row.14656","41660",1973,6779
"new.row.14657","41660",1974,7156
"new.row.14658","41660",1975,7421
"new.row.14659","41660",1976,7357
"new.row.14660","41660",1977,7870
"new.row.14661","41660",1978,8239
"new.row.14662","41660",1979,8169
"new.row.14663","41660",1980,8235
"new.row.14664","41660",1981,9016
"new.row.14665","41660",1982,9915
"new.row.14666","41660",1983,10360
"new.row.14667","41660",1984,10585
"new.row.14668","41660",1985,10854
"new.row.14669","41660",1986,10214
"new.row.14670","41660",1987,11552
"new.row.14671","41660",1988,11985
"new.row.14672","41660",1989,11645
"new.row.14673","41660",1990,11739
"new.row.14674","41660",1991,11898
"new.row.14675","41660",1992,11570
"new.row.14676","41660",1993,12073
"new.row.14677","41660",1994,12351
"new.row.14678","41660",1995,12848
"new.row.14679","41660",1996,13152
"new.row.14680","41660",1997,12816
"new.row.14681","41660",1998,12395
"new.row.14682","41660",1999,12874
"new.row.14683","41660",2000,13374
"new.row.14684","41660",2001,12775
"new.row.14685","41660",2002,13288
"new.row.14686","41660",2003,14025
"new.row.14687","41660",2004,14343
"new.row.14688","41660",2005,14920
"new.row.14689","41660",2006,15007
"new.row.14690","41660",2007,15296
"new.row.14691","41660",2008,15797
"new.row.14692","41660",2009,16372
"new.row.14693","41660",2010,16733
"new.row.14694","41660",2011,17212
"new.row.14695","41660",2012,17614
"new.row.14696","41700",1969,48979
"new.row.14697","41700",1970,49987
"new.row.14698","41700",1971,52122
"new.row.14699","41700",1972,56712
"new.row.14700","41700",1973,59137
"new.row.14701","41700",1974,60863
"new.row.14702","41700",1975,62877
"new.row.14703","41700",1976,64266
"new.row.14704","41700",1977,69061
"new.row.14705","41700",1978,72196
"new.row.14706","41700",1979,73921
"new.row.14707","41700",1980,76467
"new.row.14708","41700",1981,81654
"new.row.14709","41700",1982,88183
"new.row.14710","41700",1983,91298
"new.row.14711","41700",1984,96531
"new.row.14712","41700",1985,102169
"new.row.14713","41700",1986,102719
"new.row.14714","41700",1987,121938
"new.row.14715","41700",1988,125099
"new.row.14716","41700",1989,121745
"new.row.14717","41700",1990,123896
"new.row.14718","41700",1991,126342
"new.row.14719","41700",1992,123845
"new.row.14720","41700",1993,129777
"new.row.14721","41700",1994,137618
"new.row.14722","41700",1995,142415
"new.row.14723","41700",1996,149804
"new.row.14724","41700",1997,157148
"new.row.14725","41700",1998,162600
"new.row.14726","41700",1999,165208
"new.row.14727","41700",2000,173344
"new.row.14728","41700",2001,178122
"new.row.14729","41700",2002,183799
"new.row.14730","41700",2003,195499
"new.row.14731","41700",2004,209576
"new.row.14732","41700",2005,223774
"new.row.14733","41700",2006,235504
"new.row.14734","41700",2007,251574
"new.row.14735","41700",2008,262677
"new.row.14736","41700",2009,270134
"new.row.14737","41700",2010,269827
"new.row.14738","41700",2011,279329
"new.row.14739","41700",2012,285958
"new.row.14740","43300",1969,6466
"new.row.14741","43300",1970,6471
"new.row.14742","43300",1971,6412
"new.row.14743","43300",1972,6877
"new.row.14744","43300",1973,6774
"new.row.14745","43300",1974,6782
"new.row.14746","43300",1975,6859
"new.row.14747","43300",1976,6968
"new.row.14748","43300",1977,7272
"new.row.14749","43300",1978,7457
"new.row.14750","43300",1979,7557
"new.row.14751","43300",1980,7691
"new.row.14752","43300",1981,7886
"new.row.14753","43300",1982,8141
"new.row.14754","43300",1983,8556
"new.row.14755","43300",1984,8927
"new.row.14756","43300",1985,9285
"new.row.14757","43300",1986,9237
"new.row.14758","43300",1987,10677
"new.row.14759","43300",1988,10817
"new.row.14760","43300",1989,10634
"new.row.14761","43300",1990,10576
"new.row.14762","43300",1991,10466
"new.row.14763","43300",1992,10190
"new.row.14764","43300",1993,10167
"new.row.14765","43300",1994,10169
"new.row.14766","43300",1995,10525
"new.row.14767","43300",1996,10954
"new.row.14768","43300",1997,11353
"new.row.14769","43300",1998,10240
"new.row.14770","43300",1999,10187
"new.row.14771","43300",2000,10529
"new.row.14772","43300",2001,10791
"new.row.14773","43300",2002,11207
"new.row.14774","43300",2003,11647
"new.row.14775","43300",2004,12199
"new.row.14776","43300",2005,12645
"new.row.14777","43300",2006,12682
"new.row.14778","43300",2007,13015
"new.row.14779","43300",2008,12883
"new.row.14780","43300",2009,12942
"new.row.14781","43300",2010,12820
"new.row.14782","43300",2011,13155
"new.row.14783","43300",2012,13395
"new.row.14784","46340",1969,8436
"new.row.14785","46340",1970,8724
"new.row.14786","46340",1971,9061
"new.row.14787","46340",1972,9604
"new.row.14788","46340",1973,9965
"new.row.14789","46340",1974,10324
"new.row.14790","46340",1975,10893
"new.row.14791","46340",1976,11087
"new.row.14792","46340",1977,12457
"new.row.14793","46340",1978,13492
"new.row.14794","46340",1979,13568
"new.row.14795","46340",1980,13913
"new.row.14796","46340",1981,15260
"new.row.14797","46340",1982,17874
"new.row.14798","46340",1983,18371
"new.row.14799","46340",1984,18626
"new.row.14800","46340",1985,18932
"new.row.14801","46340",1986,17484
"new.row.14802","46340",1987,19347
"new.row.14803","46340",1988,19196
"new.row.14804","46340",1989,18702
"new.row.14805","46340",1990,18934
"new.row.14806","46340",1991,19350
"new.row.14807","46340",1992,19211
"new.row.14808","46340",1993,20170
"new.row.14809","46340",1994,21086
"new.row.14810","46340",1995,21435
"new.row.14811","46340",1996,22066
"new.row.14812","46340",1997,22595
"new.row.14813","46340",1998,22166
"new.row.14814","46340",1999,22361
"new.row.14815","46340",2000,23207
"new.row.14816","46340",2001,22814
"new.row.14817","46340",2002,23032
"new.row.14818","46340",2003,24923
"new.row.14819","46340",2004,26286
"new.row.14820","46340",2005,27805
"new.row.14821","46340",2006,28874
"new.row.14822","46340",2007,30421
"new.row.14823","46340",2008,31892
"new.row.14824","46340",2009,32258
"new.row.14825","46340",2010,32867
"new.row.14826","46340",2011,33181
"new.row.14827","46340",2012,33987
"new.row.14828","47020",1969,4490
"new.row.14829","47020",1970,4602
"new.row.14830","47020",1971,4697
"new.row.14831","47020",1972,5015
"new.row.14832","47020",1973,4951
"new.row.14833","47020",1974,5190
"new.row.14834","47020",1975,5532
"new.row.14835","47020",1976,5597
"new.row.14836","47020",1977,6043
"new.row.14837","47020",1978,6375
"new.row.14838","47020",1979,6560
"new.row.14839","47020",1980,6788
"new.row.14840","47020",1981,7276
"new.row.14841","47020",1982,7856
"new.row.14842","47020",1983,8443
"new.row.14843","47020",1984,8744
"new.row.14844","47020",1985,9086
"new.row.14845","47020",1986,8935
"new.row.14846","47020",1987,10287
"new.row.14847","47020",1988,10412
"new.row.14848","47020",1989,10210
"new.row.14849","47020",1990,10152
"new.row.14850","47020",1991,10096
"new.row.14851","47020",1992,9522
"new.row.14852","47020",1993,9983
"new.row.14853","47020",1994,10115
"new.row.14854","47020",1995,10399
"new.row.14855","47020",1996,10616
"new.row.14856","47020",1997,10684
"new.row.14857","47020",1998,10370
"new.row.14858","47020",1999,10393
"new.row.14859","47020",2000,10759
"new.row.14860","47020",2001,10863
"new.row.14861","47020",2002,10958
"new.row.14862","47020",2003,11621
"new.row.14863","47020",2004,11963
"new.row.14864","47020",2005,12457
"new.row.14865","47020",2006,12754
"new.row.14866","47020",2007,13391
"new.row.14867","47020",2008,13507
"new.row.14868","47020",2009,13420
"new.row.14869","47020",2010,13852
"new.row.14870","47020",2011,14212
"new.row.14871","47020",2012,14491
"new.row.14872","47380",1969,12308
"new.row.14873","47380",1970,12272
"new.row.14874","47380",1971,12595
"new.row.14875","47380",1972,13152
"new.row.14876","47380",1973,13249
"new.row.14877","47380",1974,13480
"new.row.14878","47380",1975,13584
"new.row.14879","47380",1976,13747
"new.row.14880","47380",1977,14286
"new.row.14881","47380",1978,14608
"new.row.14882","47380",1979,14546
"new.row.14883","47380",1980,14540
"new.row.14884","47380",1981,15268
"new.row.14885","47380",1982,15797
"new.row.14886","47380",1983,16283
"new.row.14887","47380",1984,16776
"new.row.14888","47380",1985,17326
"new.row.14889","47380",1986,17215
"new.row.14890","47380",1987,19952
"new.row.14891","47380",1988,20197
"new.row.14892","47380",1989,19480
"new.row.14893","47380",1990,19866
"new.row.14894","47380",1991,20254
"new.row.14895","47380",1992,19688
"new.row.14896","47380",1993,20485
"new.row.14897","47380",1994,20580
"new.row.14898","47380",1995,21457
"new.row.14899","47380",1996,22227
"new.row.14900","47380",1997,22424
"new.row.14901","47380",1998,22855
"new.row.14902","47380",1999,22803
"new.row.14903","47380",2000,23804
"new.row.14904","47380",2001,23911
"new.row.14905","47380",2002,24233
"new.row.14906","47380",2003,25633
"new.row.14907","47380",2004,26974
"new.row.14908","47380",2005,28141
"new.row.14909","47380",2006,28807
"new.row.14910","47380",2007,30184
"new.row.14911","47380",2008,29313
"new.row.14912","47380",2009,30590
"new.row.14913","47380",2010,30081
"new.row.14914","47380",2011,30899
"new.row.14915","47380",2012,31571
"new.row.14916","48660",1969,12204
"new.row.14917","48660",1970,12308
"new.row.14918","48660",1971,12497
"new.row.14919","48660",1972,12805
"new.row.14920","48660",1973,13276
"new.row.14921","48660",1974,13794
"new.row.14922","48660",1975,14323
"new.row.14923","48660",1976,14497
"new.row.14924","48660",1977,15021
"new.row.14925","48660",1978,15223
"new.row.14926","48660",1979,15658
"new.row.14927","48660",1980,16451
"new.row.14928","48660",1981,18358
"new.row.14929","48660",1982,19487
"new.row.14930","48660",1983,19689
"new.row.14931","48660",1984,19830
"new.row.14932","48660",1985,20033
"new.row.14933","48660",1986,17888
"new.row.14934","48660",1987,19229
"new.row.14935","48660",1988,19220
"new.row.14936","48660",1989,18773
"new.row.14937","48660",1990,18709
"new.row.14938","48660",1991,18867
"new.row.14939","48660",1992,18236
"new.row.14940","48660",1993,19208
"new.row.14941","48660",1994,19257
"new.row.14942","48660",1995,19047
"new.row.14943","48660",1996,18858
"new.row.14944","48660",1997,18964
"new.row.14945","48660",1998,19033
"new.row.14946","48660",1999,18404
"new.row.14947","48660",2000,18928
"new.row.14948","48660",2001,17829
"new.row.14949","48660",2002,17598
"new.row.14950","48660",2003,19008
"new.row.14951","48660",2004,19041
"new.row.14952","48660",2005,19793
"new.row.14953","48660",2006,20208
"new.row.14954","48660",2007,20878
"new.row.14955","48660",2008,21260
"new.row.14956","48660",2009,21371
"new.row.14957","48660",2010,21734
"new.row.14958","48660",2011,21648
"new.row.14959","48660",2012,22171
"new.row.14960","36260",1969,12647
"new.row.14961","36260",1970,12862
"new.row.14962","36260",1971,12963
"new.row.14963","36260",1972,13621
"new.row.14964","36260",1973,14550
"new.row.14965","36260",1974,15498
"new.row.14966","36260",1975,16186
"new.row.14967","36260",1976,17554
"new.row.14968","36260",1977,18257
"new.row.14969","36260",1978,18580
"new.row.14970","36260",1979,19440
"new.row.14971","36260",1980,20699
"new.row.14972","36260",1981,20917
"new.row.14973","36260",1982,21951
"new.row.14974","36260",1983,22698
"new.row.14975","36260",1984,23946
"new.row.14976","36260",1985,24843
"new.row.14977","36260",1986,25730
"new.row.14978","36260",1987,30154
"new.row.14979","36260",1988,32522
"new.row.14980","36260",1989,32644
"new.row.14981","36260",1990,33906
"new.row.14982","36260",1991,34277
"new.row.14983","36260",1992,32933
"new.row.14984","36260",1993,32611
"new.row.14985","36260",1994,41002
"new.row.14986","36260",1995,40141
"new.row.14987","36260",1996,43418
"new.row.14988","36260",1997,45555
"new.row.14989","36260",1998,47430
"new.row.14990","36260",1999,47484
"new.row.14991","36260",2000,50041
"new.row.14992","36260",2001,50318
"new.row.14993","36260",2002,51366
"new.row.14994","36260",2003,53210
"new.row.14995","36260",2004,56718
"new.row.14996","36260",2005,61532
"new.row.14997","36260",2006,64933
"new.row.14998","36260",2007,71577
"new.row.14999","36260",2008,73627
"new.row.15000","36260",2009,75283
"new.row.15001","36260",2010,72477
"new.row.15002","36260",2011,74960
"new.row.15003","36260",2012,77024
"new.row.15004","39340",1969,7008
"new.row.15005","39340",1970,7295
"new.row.15006","39340",1971,7415
"new.row.15007","39340",1972,8016
"new.row.15008","39340",1973,8852
