"","msa.fips","year","total.employment"
"new.row.10181","45940",1980,182263
"new.row.10182","45940",1981,182845
"new.row.10183","45940",1982,181854
"new.row.10184","45940",1983,185431
"new.row.10185","45940",1984,194000
"new.row.10186","45940",1985,199290
"new.row.10187","45940",1986,207145
"new.row.10188","45940",1987,212933
"new.row.10189","45940",1988,218832
"new.row.10190","45940",1989,219559
"new.row.10191","45940",1990,219736
"new.row.10192","45940",1991,216604
"new.row.10193","45940",1992,217454
"new.row.10194","45940",1993,219615
"new.row.10195","45940",1994,220293
"new.row.10196","45940",1995,222501
"new.row.10197","45940",1996,220840
"new.row.10198","45940",1997,224588
"new.row.10199","45940",1998,225215
"new.row.10200","45940",1999,228566
"new.row.10201","45940",2000,241693
"new.row.10202","45940",2001,246334
"new.row.10203","45940",2002,248253
"new.row.10204","45940",2003,252094
"new.row.10205","45940",2004,256862
"new.row.10206","45940",2005,258376
"new.row.10207","45940",2006,264993
"new.row.10208","45940",2007,264534
"new.row.10209","45940",2008,265992
"new.row.10210","45940",2009,260395
"new.row.10211","45940",2010,260061
"new.row.10212","45940",2011,261998
"new.row.10213","45940",2012,263461
"new.row.10214","45940",2013,266423
"new.row.10215","47220",1969,57679
"new.row.10216","47220",1970,58153
"new.row.10217","47220",1971,58260
"new.row.10218","47220",1972,60730
"new.row.10219","47220",1973,62667
"new.row.10220","47220",1974,61865
"new.row.10221","47220",1975,58858
"new.row.10222","47220",1976,60950
"new.row.10223","47220",1977,61741
"new.row.10224","47220",1978,62802
"new.row.10225","47220",1979,63029
"new.row.10226","47220",1980,64876
"new.row.10227","47220",1981,63534
"new.row.10228","47220",1982,61162
"new.row.10229","47220",1983,61559
"new.row.10230","47220",1984,60966
"new.row.10231","47220",1985,61704
"new.row.10232","47220",1986,63622
"new.row.10233","47220",1987,65766
"new.row.10234","47220",1988,67638
"new.row.10235","47220",1989,68023
"new.row.10236","47220",1990,68415
"new.row.10237","47220",1991,66700
"new.row.10238","47220",1992,67268
"new.row.10239","47220",1993,65632
"new.row.10240","47220",1994,66357
"new.row.10241","47220",1995,67555
"new.row.10242","47220",1996,68018
"new.row.10243","47220",1997,68540
"new.row.10244","47220",1998,68904
"new.row.10245","47220",1999,68956
"new.row.10246","47220",2000,70815
"new.row.10247","47220",2001,70220
"new.row.10248","47220",2002,70240
"new.row.10249","47220",2003,71496
"new.row.10250","47220",2004,73659
"new.row.10251","47220",2005,76004
"new.row.10252","47220",2006,75877
"new.row.10253","47220",2007,75492
"new.row.10254","47220",2008,74890
"new.row.10255","47220",2009,73707
"new.row.10256","47220",2010,72733
"new.row.10257","47220",2011,72430
"new.row.10258","47220",2012,72497
"new.row.10259","47220",2013,72999
"new.row.10260","10740",1969,148308
"new.row.10261","10740",1970,152994
"new.row.10262","10740",1971,164049
"new.row.10263","10740",1972,177980
"new.row.10264","10740",1973,187854
"new.row.10265","10740",1974,193502
"new.row.10266","10740",1975,198943
"new.row.10267","10740",1976,210271
"new.row.10268","10740",1977,221559
"new.row.10269","10740",1978,237762
"new.row.10270","10740",1979,247977
"new.row.10271","10740",1980,248765
"new.row.10272","10740",1981,250776
"new.row.10273","10740",1982,248041
"new.row.10274","10740",1983,259621
"new.row.10275","10740",1984,275851
"new.row.10276","10740",1985,290100
"new.row.10277","10740",1986,300497
"new.row.10278","10740",1987,314235
"new.row.10279","10740",1988,330259
"new.row.10280","10740",1989,336572
"new.row.10281","10740",1990,341067
"new.row.10282","10740",1991,348198
"new.row.10283","10740",1992,355488
"new.row.10284","10740",1993,370109
"new.row.10285","10740",1994,389822
"new.row.10286","10740",1995,411302
"new.row.10287","10740",1996,418022
"new.row.10288","10740",1997,425091
"new.row.10289","10740",1998,430755
"new.row.10290","10740",1999,433312
"new.row.10291","10740",2000,445334
"new.row.10292","10740",2001,452412
"new.row.10293","10740",2002,452470
"new.row.10294","10740",2003,457240
"new.row.10295","10740",2004,470201
"new.row.10296","10740",2005,481097
"new.row.10297","10740",2006,498812
"new.row.10298","10740",2007,509014
"new.row.10299","10740",2008,509392
"new.row.10300","10740",2009,492513
"new.row.10301","10740",2010,481938
"new.row.10302","10740",2011,480930
"new.row.10303","10740",2012,480847
"new.row.10304","10740",2013,485298
"new.row.10305","22140",1969,17330
"new.row.10306","22140",1970,16564
"new.row.10307","22140",1971,17929
"new.row.10308","22140",1972,18919
"new.row.10309","22140",1973,21634
"new.row.10310","22140",1974,24337
"new.row.10311","22140",1975,26037
"new.row.10312","22140",1976,27389
"new.row.10313","22140",1977,30699
"new.row.10314","22140",1978,33028
"new.row.10315","22140",1979,34065
"new.row.10316","22140",1980,36207
"new.row.10317","22140",1981,38634
"new.row.10318","22140",1982,37760
"new.row.10319","22140",1983,35488
"new.row.10320","22140",1984,35364
"new.row.10321","22140",1985,36677
"new.row.10322","22140",1986,35730
"new.row.10323","22140",1987,34608
"new.row.10324","22140",1988,36149
"new.row.10325","22140",1989,37919
"new.row.10326","22140",1990,40164
"new.row.10327","22140",1991,42648
"new.row.10328","22140",1992,43061
"new.row.10329","22140",1993,44491
"new.row.10330","22140",1994,46604
"new.row.10331","22140",1995,49846
"new.row.10332","22140",1996,50807
"new.row.10333","22140",1997,52569
"new.row.10334","22140",1998,53506
"new.row.10335","22140",1999,54176
"new.row.10336","22140",2000,54282
"new.row.10337","22140",2001,56869
"new.row.10338","22140",2002,57184
"new.row.10339","22140",2003,57958
"new.row.10340","22140",2004,60174
"new.row.10341","22140",2005,62321
"new.row.10342","22140",2006,64291
"new.row.10343","22140",2007,65877
"new.row.10344","22140",2008,67578
"new.row.10345","22140",2009,64485
"new.row.10346","22140",2010,62076
"new.row.10347","22140",2011,62786
"new.row.10348","22140",2012,63726
"new.row.10349","22140",2013,64408
"new.row.10350","29740",1969,26608
"new.row.10351","29740",1970,27080
"new.row.10352","29740",1971,28316
"new.row.10353","29740",1972,29477
"new.row.10354","29740",1973,30621
"new.row.10355","29740",1974,31045
"new.row.10356","29740",1975,31211
"new.row.10357","29740",1976,32448
"new.row.10358","29740",1977,35175
"new.row.10359","29740",1978,37771
"new.row.10360","29740",1979,39643
"new.row.10361","29740",1980,39628
"new.row.10362","29740",1981,40165
"new.row.10363","29740",1982,41829
"new.row.10364","29740",1983,44305
"new.row.10365","29740",1984,46879
"new.row.10366","29740",1985,48564
"new.row.10367","29740",1986,49986
"new.row.10368","29740",1987,52506
"new.row.10369","29740",1988,55774
"new.row.10370","29740",1989,57095
"new.row.10371","29740",1990,57771
"new.row.10372","29740",1991,59961
"new.row.10373","29740",1992,60744
"new.row.10374","29740",1993,61738
"new.row.10375","29740",1994,62238
"new.row.10376","29740",1995,65557
"new.row.10377","29740",1996,67010
"new.row.10378","29740",1997,68290
"new.row.10379","29740",1998,69866
"new.row.10380","29740",1999,72182
"new.row.10381","29740",2000,74606
"new.row.10382","29740",2001,76107
"new.row.10383","29740",2002,78272
"new.row.10384","29740",2003,80383
"new.row.10385","29740",2004,82511
"new.row.10386","29740",2005,85918
"new.row.10387","29740",2006,87929
"new.row.10388","29740",2007,90020
"new.row.10389","29740",2008,91566
"new.row.10390","29740",2009,90623
"new.row.10391","29740",2010,90924
"new.row.10392","29740",2011,92284
"new.row.10393","29740",2012,92363
"new.row.10394","29740",2013,94101
"new.row.10395","42140",1969,21803
"new.row.10396","42140",1970,22514
"new.row.10397","42140",1971,24070
"new.row.10398","42140",1972,26263
"new.row.10399","42140",1973,28068
"new.row.10400","42140",1974,29166
"new.row.10401","42140",1975,29184
"new.row.10402","42140",1976,30690
"new.row.10403","42140",1977,33009
"new.row.10404","42140",1978,35227
"new.row.10405","42140",1979,36981
"new.row.10406","42140",1980,37378
"new.row.10407","42140",1981,38104
"new.row.10408","42140",1982,40035
"new.row.10409","42140",1983,42732
"new.row.10410","42140",1984,44481
"new.row.10411","42140",1985,46724
"new.row.10412","42140",1986,48864
"new.row.10413","42140",1987,50998
"new.row.10414","42140",1988,54052
"new.row.10415","42140",1989,56683
"new.row.10416","42140",1990,58372
"new.row.10417","42140",1991,63309
"new.row.10418","42140",1992,65129
"new.row.10419","42140",1993,68364
"new.row.10420","42140",1994,70827
"new.row.10421","42140",1995,75227
"new.row.10422","42140",1996,75777
"new.row.10423","42140",1997,77163
"new.row.10424","42140",1998,78600
"new.row.10425","42140",1999,79078
"new.row.10426","42140",2000,80857
"new.row.10427","42140",2001,79912
"new.row.10428","42140",2002,80993
"new.row.10429","42140",2003,83493
"new.row.10430","42140",2004,85634
"new.row.10431","42140",2005,87701
"new.row.10432","42140",2006,90069
"new.row.10433","42140",2007,93602
"new.row.10434","42140",2008,92655
"new.row.10435","42140",2009,88392
"new.row.10436","42140",2010,86514
"new.row.10437","42140",2011,86215
"new.row.10438","42140",2012,86008
"new.row.10439","42140",2013,86904
"new.row.10440","10580",1969,332865
"new.row.10441","10580",1970,338712
"new.row.10442","10580",1971,347216
"new.row.10443","10580",1972,350334
"new.row.10444","10580",1973,358789
"new.row.10445","10580",1974,359694
"new.row.10446","10580",1975,354340
"new.row.10447","10580",1976,357485
"new.row.10448","10580",1977,366349
"new.row.10449","10580",1978,378544
"new.row.10450","10580",1979,385189
"new.row.10451","10580",1980,385427
"new.row.10452","10580",1981,383685
"new.row.10453","10580",1982,384637
"new.row.10454","10580",1983,387575
"new.row.10455","10580",1984,404423
"new.row.10456","10580",1985,419617
"new.row.10457","10580",1986,435382
"new.row.10458","10580",1987,442103
"new.row.10459","10580",1988,457684
"new.row.10460","10580",1989,468296
"new.row.10461","10580",1990,477904
"new.row.10462","10580",1991,474065
"new.row.10463","10580",1992,476931
"new.row.10464","10580",1993,483377
"new.row.10465","10580",1994,491282
"new.row.10466","10580",1995,484903
"new.row.10467","10580",1996,482555
"new.row.10468","10580",1997,487706
"new.row.10469","10580",1998,499918
"new.row.10470","10580",1999,511386
"new.row.10471","10580",2000,522609
"new.row.10472","10580",2001,519204
"new.row.10473","10580",2002,518159
"new.row.10474","10580",2003,522682
"new.row.10475","10580",2004,528842
"new.row.10476","10580",2005,535003
"new.row.10477","10580",2006,537507
"new.row.10478","10580",2007,542426
"new.row.10479","10580",2008,547681
"new.row.10480","10580",2009,539427
"new.row.10481","10580",2010,532881
"new.row.10482","10580",2011,536471
"new.row.10483","10580",2012,542425
"new.row.10484","10580",2013,547981
"new.row.10485","13780",1969,118224
"new.row.10486","13780",1970,117119
"new.row.10487","13780",1971,116349
"new.row.10488","13780",1972,117444
"new.row.10489","13780",1973,120927
"new.row.10490","13780",1974,121541
"new.row.10491","13780",1975,119091
"new.row.10492","13780",1976,120675
"new.row.10493","13780",1977,124414
"new.row.10494","13780",1978,128940
"new.row.10495","13780",1979,130555
"new.row.10496","13780",1980,129633
"new.row.10497","13780",1981,129925
"new.row.10498","13780",1982,129662
"new.row.10499","13780",1983,128801
"new.row.10500","13780",1984,135188
"new.row.10501","13780",1985,139580
"new.row.10502","13780",1986,140401
"new.row.10503","13780",1987,140900
"new.row.10504","13780",1988,145553
"new.row.10505","13780",1989,143469
"new.row.10506","13780",1990,142457
"new.row.10507","13780",1991,139936
"new.row.10508","13780",1992,138396
"new.row.10509","13780",1993,137687
"new.row.10510","13780",1994,136661
"new.row.10511","13780",1995,134001
"new.row.10512","13780",1996,132577
"new.row.10513","13780",1997,134726
"new.row.10514","13780",1998,134290
"new.row.10515","13780",1999,137801
"new.row.10516","13780",2000,140731
"new.row.10517","13780",2001,138783
"new.row.10518","13780",2002,135871
"new.row.10519","13780",2003,134677
"new.row.10520","13780",2004,135281
"new.row.10521","13780",2005,135538
"new.row.10522","13780",2006,136798
"new.row.10523","13780",2007,138905
"new.row.10524","13780",2008,138525
"new.row.10525","13780",2009,134644
"new.row.10526","13780",2010,132928
"new.row.10527","13780",2011,132323
"new.row.10528","13780",2012,131736
"new.row.10529","13780",2013,130660
"new.row.10530","15380",1969,576053
"new.row.10531","15380",1970,568934
"new.row.10532","15380",1971,567469
"new.row.10533","15380",1972,566533
"new.row.10534","15380",1973,585656
"new.row.10535","15380",1974,586402
"new.row.10536","15380",1975,568364
"new.row.10537","15380",1976,569298
"new.row.10538","15380",1977,577315
"new.row.10539","15380",1978,585744
"new.row.10540","15380",1979,597758
"new.row.10541","15380",1980,583672
"new.row.10542","15380",1981,575313
"new.row.10543","15380",1982,552973
"new.row.10544","15380",1983,542712
"new.row.10545","15380",1984,560459
"new.row.10546","15380",1985,572233
"new.row.10547","15380",1986,585218
"new.row.10548","15380",1987,593226
"new.row.10549","15380",1988,611066
"new.row.10550","15380",1989,623408
"new.row.10551","15380",1990,630513
"new.row.10552","15380",1991,622358
"new.row.10553","15380",1992,619834
"new.row.10554","15380",1993,620260
"new.row.10555","15380",1994,633711
"new.row.10556","15380",1995,626083
"new.row.10557","15380",1996,626699
"new.row.10558","15380",1997,631833
"new.row.10559","15380",1998,626564
"new.row.10560","15380",1999,637327
"new.row.10561","15380",2000,644807
"new.row.10562","15380",2001,635219
"new.row.10563","15380",2002,632064
"new.row.10564","15380",2003,635399
"new.row.10565","15380",2004,641850
"new.row.10566","15380",2005,642704
"new.row.10567","15380",2006,641920
"new.row.10568","15380",2007,646094
"new.row.10569","15380",2008,650108
"new.row.10570","15380",2009,637688
"new.row.10571","15380",2010,637159
"new.row.10572","15380",2011,646089
"new.row.10573","15380",2012,650467
"new.row.10574","15380",2013,654467
"new.row.10575","21300",1969,45591
"new.row.10576","21300",1970,45446
"new.row.10577","21300",1971,44720
"new.row.10578","21300",1972,44763
"new.row.10579","21300",1973,47207
"new.row.10580","21300",1974,46263
"new.row.10581","21300",1975,44186
"new.row.10582","21300",1976,44018
"new.row.10583","21300",1977,43206
"new.row.10584","21300",1978,43898
"new.row.10585","21300",1979,44018
"new.row.10586","21300",1980,43155
"new.row.10587","21300",1981,43073
"new.row.10588","21300",1982,40676
"new.row.10589","21300",1983,39693
"new.row.10590","21300",1984,40900
"new.row.10591","21300",1985,41191
"new.row.10592","21300",1986,42328
"new.row.10593","21300",1987,44422
"new.row.10594","21300",1988,46262
"new.row.10595","21300",1989,47884
"new.row.10596","21300",1990,48188
"new.row.10597","21300",1991,47118
"new.row.10598","21300",1992,46818
"new.row.10599","21300",1993,46964
"new.row.10600","21300",1994,47823
"new.row.10601","21300",1995,47762
"new.row.10602","21300",1996,48771
"new.row.10603","21300",1997,49516
"new.row.10604","21300",1998,50920
"new.row.10605","21300",1999,51476
"new.row.10606","21300",2000,51228
"new.row.10607","21300",2001,50787
"new.row.10608","21300",2002,49228
"new.row.10609","21300",2003,48346
"new.row.10610","21300",2004,47449
"new.row.10611","21300",2005,47828
"new.row.10612","21300",2006,48301
"new.row.10613","21300",2007,49112
"new.row.10614","21300",2008,49175
"new.row.10615","21300",2009,47310
"new.row.10616","21300",2010,47322
"new.row.10617","21300",2011,47806
"new.row.10618","21300",2012,47397
"new.row.10619","21300",2013,46686
"new.row.10620","24020",1969,42457
"new.row.10621","24020",1970,43236
"new.row.10622","24020",1971,43913
"new.row.10623","24020",1972,44230
"new.row.10624","24020",1973,45768
"new.row.10625","24020",1974,46106
"new.row.10626","24020",1975,44892
"new.row.10627","24020",1976,46339
"new.row.10628","24020",1977,47327
"new.row.10629","24020",1978,48379
"new.row.10630","24020",1979,49743
"new.row.10631","24020",1980,49896
"new.row.10632","24020",1981,50090
"new.row.10633","24020",1982,50097
"new.row.10634","24020",1983,50967
"new.row.10635","24020",1984,52557
"new.row.10636","24020",1985,53905
"new.row.10637","24020",1986,56468
"new.row.10638","24020",1987,57673
"new.row.10639","24020",1988,60396
"new.row.10640","24020",1989,60320
"new.row.10641","24020",1990,60604
"new.row.10642","24020",1991,59605
"new.row.10643","24020",1992,59655
"new.row.10644","24020",1993,60889
"new.row.10645","24020",1994,63236
