"","msa.fips","year","average.earnings.per.job"
"new.row.3457","29460",1994,26930
"new.row.3458","29460",1995,27728
"new.row.3459","29460",1996,28806
"new.row.3460","29460",1997,29012
"new.row.3461","29460",1998,30652
"new.row.3462","29460",1999,31931
"new.row.3463","29460",2000,31532
"new.row.3464","29460",2001,34066
"new.row.3465","29460",2002,34870
"new.row.3466","29460",2003,36133
"new.row.3467","29460",2004,37471
"new.row.3468","29460",2005,38919
"new.row.3469","29460",2006,40282
"new.row.3470","29460",2007,40318
"new.row.3471","29460",2008,40721
"new.row.3472","29460",2009,40442
"new.row.3473","29460",2010,41290
"new.row.3474","29460",2011,41032
"new.row.3475","29460",2012,41703
"new.row.3476","33100",1969,6754
"new.row.3477","33100",1970,7302
"new.row.3478","33100",1971,7772
"new.row.3479","33100",1972,8282
"new.row.3480","33100",1973,8816
"new.row.3481","33100",1974,9471
"new.row.3482","33100",1975,10072
"new.row.3483","33100",1976,10796
"new.row.3484","33100",1977,11426
"new.row.3485","33100",1978,12198
"new.row.3486","33100",1979,13320
"new.row.3487","33100",1980,14585
"new.row.3488","33100",1981,15892
"new.row.3489","33100",1982,16722
"new.row.3490","33100",1983,17943
"new.row.3491","33100",1984,18723
"new.row.3492","33100",1985,19769
"new.row.3493","33100",1986,20799
"new.row.3494","33100",1987,22918
"new.row.3495","33100",1988,23972
"new.row.3496","33100",1989,24639
"new.row.3497","33100",1990,25727
"new.row.3498","33100",1991,27002
"new.row.3499","33100",1992,28892
"new.row.3500","33100",1993,29989
"new.row.3501","33100",1994,30541
"new.row.3502","33100",1995,31380
"new.row.3503","33100",1996,32606
"new.row.3504","33100",1997,33188
"new.row.3505","33100",1998,34958
"new.row.3506","33100",1999,36168
"new.row.3507","33100",2000,38337
"new.row.3508","33100",2001,39829
"new.row.3509","33100",2002,41121
"new.row.3510","33100",2003,41941
"new.row.3511","33100",2004,43438
"new.row.3512","33100",2005,45160
"new.row.3513","33100",2006,46730
"new.row.3514","33100",2007,46586
"new.row.3515","33100",2008,46833
"new.row.3516","33100",2009,45931
"new.row.3517","33100",2010,46761
"new.row.3518","33100",2011,46747
"new.row.3519","33100",2012,47621
"new.row.3520","34940",1969,6679
"new.row.3521","34940",1970,6880
"new.row.3522","34940",1971,7258
"new.row.3523","34940",1972,7774
"new.row.3524","34940",1973,8228
"new.row.3525","34940",1974,8484
"new.row.3526","34940",1975,8813
"new.row.3527","34940",1976,9841
"new.row.3528","34940",1977,10109
"new.row.3529","34940",1978,10762
"new.row.3530","34940",1979,11606
"new.row.3531","34940",1980,12684
"new.row.3532","34940",1981,13609
"new.row.3533","34940",1982,13814
"new.row.3534","34940",1983,14509
"new.row.3535","34940",1984,14903
"new.row.3536","34940",1985,15840
"new.row.3537","34940",1986,16378
"new.row.3538","34940",1987,18812
"new.row.3539","34940",1988,19505
"new.row.3540","34940",1989,21006
"new.row.3541","34940",1990,21208
"new.row.3542","34940",1991,22578
"new.row.3543","34940",1992,24422
"new.row.3544","34940",1993,25181
"new.row.3545","34940",1994,26334
"new.row.3546","34940",1995,27703
"new.row.3547","34940",1996,28572
"new.row.3548","34940",1997,30510
"new.row.3549","34940",1998,31233
"new.row.3550","34940",1999,33135
"new.row.3551","34940",2000,34146
"new.row.3552","34940",2001,35679
"new.row.3553","34940",2002,35689
"new.row.3554","34940",2003,37188
"new.row.3555","34940",2004,38590
"new.row.3556","34940",2005,41794
"new.row.3557","34940",2006,42271
"new.row.3558","34940",2007,42625
"new.row.3559","34940",2008,41995
"new.row.3560","34940",2009,40152
"new.row.3561","34940",2010,41408
"new.row.3562","34940",2011,41142
"new.row.3563","34940",2012,41897
"new.row.3564","35840",1969,5676
"new.row.3565","35840",1970,6033
"new.row.3566","35840",1971,6422
"new.row.3567","35840",1972,6956
"new.row.3568","35840",1973,7443
"new.row.3569","35840",1974,7935
"new.row.3570","35840",1975,8394
"new.row.3571","35840",1976,9062
"new.row.3572","35840",1977,9565
"new.row.3573","35840",1978,10422
"new.row.3574","35840",1979,11356
"new.row.3575","35840",1980,12448
"new.row.3576","35840",1981,13297
"new.row.3577","35840",1982,13627
"new.row.3578","35840",1983,14772
"new.row.3579","35840",1984,15364
"new.row.3580","35840",1985,15986
"new.row.3581","35840",1986,16690
"new.row.3582","35840",1987,18622
"new.row.3583","35840",1988,19243
"new.row.3584","35840",1989,20042
"new.row.3585","35840",1990,20769
"new.row.3586","35840",1991,21709
"new.row.3587","35840",1992,23167
"new.row.3588","35840",1993,23817
"new.row.3589","35840",1994,24121
"new.row.3590","35840",1995,24909
"new.row.3591","35840",1996,25907
"new.row.3592","35840",1997,26673
"new.row.3593","35840",1998,28360
"new.row.3594","35840",1999,29814
"new.row.3595","35840",2000,30558
"new.row.3596","35840",2001,33606
"new.row.3597","35840",2002,34242
"new.row.3598","35840",2003,35292
"new.row.3599","35840",2004,36601
"new.row.3600","35840",2005,38262
"new.row.3601","35840",2006,39403
"new.row.3602","35840",2007,38935
"new.row.3603","35840",2008,38462
"new.row.3604","35840",2009,37295
"new.row.3605","35840",2010,37979
"new.row.3606","35840",2011,37919
"new.row.3607","35840",2012,38487
"new.row.3608","36100",1969,5511
"new.row.3609","36100",1970,5800
"new.row.3610","36100",1971,6180
"new.row.3611","36100",1972,6768
"new.row.3612","36100",1973,7327
"new.row.3613","36100",1974,7549
"new.row.3614","36100",1975,7909
"new.row.3615","36100",1976,8416
"new.row.3616","36100",1977,8883
"new.row.3617","36100",1978,9472
"new.row.3618","36100",1979,10350
"new.row.3619","36100",1980,11119
"new.row.3620","36100",1981,11884
"new.row.3621","36100",1982,12592
"new.row.3622","36100",1983,13378
"new.row.3623","36100",1984,14310
"new.row.3624","36100",1985,14959
"new.row.3625","36100",1986,15719
"new.row.3626","36100",1987,17053
"new.row.3627","36100",1988,18075
"new.row.3628","36100",1989,19078
"new.row.3629","36100",1990,19806
"new.row.3630","36100",1991,20596
"new.row.3631","36100",1992,22081
"new.row.3632","36100",1993,22805
"new.row.3633","36100",1994,23736
"new.row.3634","36100",1995,24566
"new.row.3635","36100",1996,25325
"new.row.3636","36100",1997,25665
"new.row.3637","36100",1998,26496
"new.row.3638","36100",1999,27543
"new.row.3639","36100",2000,27768
"new.row.3640","36100",2001,29051
"new.row.3641","36100",2002,29696
"new.row.3642","36100",2003,30824
"new.row.3643","36100",2004,31829
"new.row.3644","36100",2005,33058
"new.row.3645","36100",2006,34450
"new.row.3646","36100",2007,33718
"new.row.3647","36100",2008,33924
"new.row.3648","36100",2009,33533
"new.row.3649","36100",2010,34507
"new.row.3650","36100",2011,34402
"new.row.3651","36100",2012,35022
"new.row.3652","36740",1969,6449
"new.row.3653","36740",1970,6770
"new.row.3654","36740",1971,7358
"new.row.3655","36740",1972,7749
"new.row.3656","36740",1973,8349
"new.row.3657","36740",1974,8874
"new.row.3658","36740",1975,9457
"new.row.3659","36740",1976,10137
"new.row.3660","36740",1977,10755
"new.row.3661","36740",1978,11661
"new.row.3662","36740",1979,12708
"new.row.3663","36740",1980,14090
"new.row.3664","36740",1981,15166
"new.row.3665","36740",1982,16254
"new.row.3666","36740",1983,17424
"new.row.3667","36740",1984,18216
"new.row.3668","36740",1985,19131
"new.row.3669","36740",1986,19947
"new.row.3670","36740",1987,21314
"new.row.3671","36740",1988,22676
"new.row.3672","36740",1989,23442
"new.row.3673","36740",1990,24550
"new.row.3674","36740",1991,25600
"new.row.3675","36740",1992,26885
"new.row.3676","36740",1993,27579
"new.row.3677","36740",1994,28246
"new.row.3678","36740",1995,29222
"new.row.3679","36740",1996,29964
"new.row.3680","36740",1997,30831
"new.row.3681","36740",1998,32335
"new.row.3682","36740",1999,33752
"new.row.3683","36740",2000,35319
"new.row.3684","36740",2001,37442
"new.row.3685","36740",2002,39109
"new.row.3686","36740",2003,40171
"new.row.3687","36740",2004,41723
"new.row.3688","36740",2005,43548
"new.row.3689","36740",2006,44676
"new.row.3690","36740",2007,44688
"new.row.3691","36740",2008,44968
"new.row.3692","36740",2009,44013
"new.row.3693","36740",2010,44752
"new.row.3694","36740",2011,44361
"new.row.3695","36740",2012,45407
"new.row.3696","37340",1969,8656
"new.row.3697","37340",1970,8644
"new.row.3698","37340",1971,8907
"new.row.3699","37340",1972,9355
"new.row.3700","37340",1973,9594
"new.row.3701","37340",1974,9919
"new.row.3702","37340",1975,10871
"new.row.3703","37340",1976,11429
"new.row.3704","37340",1977,12124
"new.row.3705","37340",1978,12997
"new.row.3706","37340",1979,14268
"new.row.3707","37340",1980,15731
"new.row.3708","37340",1981,17067
"new.row.3709","37340",1982,18012
"new.row.3710","37340",1983,18911
"new.row.3711","37340",1984,20034
"new.row.3712","37340",1985,20825
"new.row.3713","37340",1986,21320
"new.row.3714","37340",1987,23002
"new.row.3715","37340",1988,24072
"new.row.3716","37340",1989,25121
"new.row.3717","37340",1990,25984
"new.row.3718","37340",1991,27351
"new.row.3719","37340",1992,29123
"new.row.3720","37340",1993,29662
"new.row.3721","37340",1994,29867
"new.row.3722","37340",1995,30408
"new.row.3723","37340",1996,30545
"new.row.3724","37340",1997,31385
"new.row.3725","37340",1998,32132
"new.row.3726","37340",1999,33208
"new.row.3727","37340",2000,35730
"new.row.3728","37340",2001,36618
"new.row.3729","37340",2002,38243
"new.row.3730","37340",2003,39444
"new.row.3731","37340",2004,41318
"new.row.3732","37340",2005,42686
"new.row.3733","37340",2006,43558
"new.row.3734","37340",2007,43754
"new.row.3735","37340",2008,45020
"new.row.3736","37340",2009,46010
"new.row.3737","37340",2010,46758
"new.row.3738","37340",2011,46535
"new.row.3739","37340",2012,46548
"new.row.3740","37460",1969,6209
"new.row.3741","37460",1970,6804
"new.row.3742","37460",1971,7271
"new.row.3743","37460",1972,7793
"new.row.3744","37460",1973,8213
"new.row.3745","37460",1974,8794
"new.row.3746","37460",1975,9465
"new.row.3747","37460",1976,10253
"new.row.3748","37460",1977,10681
"new.row.3749","37460",1978,11634
"new.row.3750","37460",1979,12505
"new.row.3751","37460",1980,13525
"new.row.3752","37460",1981,14797
"new.row.3753","37460",1982,15358
"new.row.3754","37460",1983,16239
"new.row.3755","37460",1984,17069
"new.row.3756","37460",1985,17423
"new.row.3757","37460",1986,18066
"new.row.3758","37460",1987,18989
"new.row.3759","37460",1988,20123
"new.row.3760","37460",1989,20529
"new.row.3761","37460",1990,21455
"new.row.3762","37460",1991,22643
"new.row.3763","37460",1992,23705
"new.row.3764","37460",1993,24452
"new.row.3765","37460",1994,25095
"new.row.3766","37460",1995,25937
"new.row.3767","37460",1996,26540
"new.row.3768","37460",1997,27547
"new.row.3769","37460",1998,28354
"new.row.3770","37460",1999,29271
"new.row.3771","37460",2000,29672
"new.row.3772","37460",2001,31638
"new.row.3773","37460",2002,33156
"new.row.3774","37460",2003,34907
"new.row.3775","37460",2004,35630
"new.row.3776","37460",2005,37750
"new.row.3777","37460",2006,39087
"new.row.3778","37460",2007,39161
"new.row.3779","37460",2008,39637
"new.row.3780","37460",2009,39499
"new.row.3781","37460",2010,40798
"new.row.3782","37460",2011,40509
"new.row.3783","37460",2012,40288
"new.row.3784","37860",1969,7093
"new.row.3785","37860",1970,7661
"new.row.3786","37860",1971,8376
"new.row.3787","37860",1972,9045
"new.row.3788","37860",1973,9432
"new.row.3789","37860",1974,10105
"new.row.3790","37860",1975,10858
"new.row.3791","37860",1976,11476
"new.row.3792","37860",1977,12123
"new.row.3793","37860",1978,12961
"new.row.3794","37860",1979,14100
"new.row.3795","37860",1980,14829
"new.row.3796","37860",1981,16341
"new.row.3797","37860",1982,17463
"new.row.3798","37860",1983,18465
"new.row.3799","37860",1984,19055
"new.row.3800","37860",1985,19351
"new.row.3801","37860",1986,19770
"new.row.3802","37860",1987,20861
"new.row.3803","37860",1988,21961
"new.row.3804","37860",1989,22701
"new.row.3805","37860",1990,23914
"new.row.3806","37860",1991,24735
"new.row.3807","37860",1992,26051
"new.row.3808","37860",1993,26657
"new.row.3809","37860",1994,27040
"new.row.3810","37860",1995,27064
"new.row.3811","37860",1996,28067
"new.row.3812","37860",1997,28484
"new.row.3813","37860",1998,29171
"new.row.3814","37860",1999,29900
"new.row.3815","37860",2000,30787
"new.row.3816","37860",2001,32922
"new.row.3817","37860",2002,33646
"new.row.3818","37860",2003,34915
"new.row.3819","37860",2004,36700
"new.row.3820","37860",2005,37865
"new.row.3821","37860",2006,39754
"new.row.3822","37860",2007,39897
"new.row.3823","37860",2008,40851
"new.row.3824","37860",2009,41572
"new.row.3825","37860",2010,42263
"new.row.3826","37860",2011,42893
"new.row.3827","37860",2012,43625
"new.row.3828","38940",1969,6075
"new.row.3829","38940",1970,6301
"new.row.3830","38940",1971,6762
"new.row.3831","38940",1972,7369
"new.row.3832","38940",1973,7933
"new.row.3833","38940",1974,8473
"new.row.3834","38940",1975,9131
"new.row.3835","38940",1976,10019
"new.row.3836","38940",1977,10631
"new.row.3837","38940",1978,11563
"new.row.3838","38940",1979,12521
"new.row.3839","38940",1980,14631
"new.row.3840","38940",1981,14951
"new.row.3841","38940",1982,15484
"new.row.3842","38940",1983,16687
"new.row.3843","38940",1984,16364
"new.row.3844","38940",1985,16917
"new.row.3845","38940",1986,17831
"new.row.3846","38940",1987,19814
"new.row.3847","38940",1988,21377
"new.row.3848","38940",1989,21551
"new.row.3849","38940",1990,21918
"new.row.3850","38940",1991,22970
"new.row.3851","38940",1992,24351
"new.row.3852","38940",1993,25116
"new.row.3853","38940",1994,25524
"new.row.3854","38940",1995,26059
"new.row.3855","38940",1996,26183
"new.row.3856","38940",1997,26751
"new.row.3857","38940",1998,27322
"new.row.3858","38940",1999,28360
"new.row.3859","38940",2000,29005
"new.row.3860","38940",2001,30536
"new.row.3861","38940",2002,31853
"new.row.3862","38940",2003,32639
"new.row.3863","38940",2004,34620
"new.row.3864","38940",2005,35910
"new.row.3865","38940",2006,36945
"new.row.3866","38940",2007,37764
"new.row.3867","38940",2008,37243
"new.row.3868","38940",2009,36233
"new.row.3869","38940",2010,36442
"new.row.3870","38940",2011,36560
"new.row.3871","38940",2012,36735
"new.row.3872","39460",1969,6052
"new.row.3873","39460",1970,6384
"new.row.3874","39460",1971,6651
"new.row.3875","39460",1972,7439
"new.row.3876","39460",1973,7678
"new.row.3877","39460",1974,8126
"new.row.3878","39460",1975,8173
"new.row.3879","39460",1976,9084
"new.row.3880","39460",1977,9601
"new.row.3881","39460",1978,10337
"new.row.3882","39460",1979,11189
"new.row.3883","39460",1980,12337
"new.row.3884","39460",1981,12903
"new.row.3885","39460",1982,13021
"new.row.3886","39460",1983,13939
"new.row.3887","39460",1984,14606
"new.row.3888","39460",1985,14859
"new.row.3889","39460",1986,15244
"new.row.3890","39460",1987,16962
"new.row.3891","39460",1988,18247
"new.row.3892","39460",1989,18733
"new.row.3893","39460",1990,19090
"new.row.3894","39460",1991,19725
"new.row.3895","39460",1992,21099
"new.row.3896","39460",1993,21726
"new.row.3897","39460",1994,21974
"new.row.3898","39460",1995,22680
"new.row.3899","39460",1996,23097
"new.row.3900","39460",1997,23387
"new.row.3901","39460",1998,23848
"new.row.3902","39460",1999,25029
"new.row.3903","39460",2000,26267
"new.row.3904","39460",2001,27376
"new.row.3905","39460",2002,28114
"new.row.3906","39460",2003,29101
"new.row.3907","39460",2004,32326
"new.row.3908","39460",2005,32413
"new.row.3909","39460",2006,33199
"new.row.3910","39460",2007,32246
"new.row.3911","39460",2008,32108
"new.row.3912","39460",2009,31319
"new.row.3913","39460",2010,31660
"new.row.3914","39460",2011,31569
"new.row.3915","39460",2012,31837
"new.row.3916","42680",1969,5630
"new.row.3917","42680",1970,6033
"new.row.3918","42680",1971,6689
"new.row.3919","42680",1972,7334
"new.row.3920","42680",1973,7830
"new.row.3921","42680",1974,8309
"new.row.3922","42680",1975,8661
"new.row.3923","42680",1976,9478
"new.row.3924","42680",1977,10135
"new.row.3925","42680",1978,11053
"new.row.3926","42680",1979,11957
"new.row.3927","42680",1980,13213
"new.row.3928","42680",1981,14146
"new.row.3929","42680",1982,13848
"new.row.3930","42680",1983,14957
"new.row.3931","42680",1984,15834
"new.row.3932","42680",1985,16797
"new.row.3933","42680",1986,17761
"new.row.3934","42680",1987,20128
"new.row.3935","42680",1988,21499
"new.row.3936","42680",1989,22539
"new.row.3937","42680",1990,22911
"new.row.3938","42680",1991,22970
"new.row.3939","42680",1992,24538
"new.row.3940","42680",1993,25125
"new.row.3941","42680",1994,25895
"new.row.3942","42680",1995,26223
"new.row.3943","42680",1996,27146
"new.row.3944","42680",1997,27107
"new.row.3945","42680",1998,28411
"new.row.3946","42680",1999,30719
"new.row.3947","42680",2000,32035
"new.row.3948","42680",2001,31927
"new.row.3949","42680",2002,32810
"new.row.3950","42680",2003,34058
"new.row.3951","42680",2004,36929
"new.row.3952","42680",2005,37522
"new.row.3953","42680",2006,38530
"new.row.3954","42680",2007,39313
"new.row.3955","42680",2008,39678
"new.row.3956","42680",2009,38331
"new.row.3957","42680",2010,37783
"new.row.3958","42680",2011,37402
"new.row.3959","42680",2012,38965
"new.row.3960","42700",1969,6310
"new.row.3961","42700",1970,6365
"new.row.3962","42700",1971,6832
"new.row.3963","42700",1972,7108
"new.row.3964","42700",1973,7489
