"","msa.fips","year","dividends.interest.and.rent"
"new.row.10599","21300",1993,294033
"new.row.10600","21300",1994,305231
"new.row.10601","21300",1995,324291
"new.row.10602","21300",1996,336015
"new.row.10603","21300",1997,352111
"new.row.10604","21300",1998,354274
"new.row.10605","21300",1999,348850
"new.row.10606","21300",2000,372208
"new.row.10607","21300",2001,383335
"new.row.10608","21300",2002,339111
"new.row.10609","21300",2003,342370
"new.row.10610","21300",2004,371048
"new.row.10611","21300",2005,395972
"new.row.10612","21300",2006,410900
"new.row.10613","21300",2007,486603
"new.row.10614","21300",2008,533594
"new.row.10615","21300",2009,473711
"new.row.10616","21300",2010,470473
"new.row.10617","21300",2011,534550
"new.row.10618","21300",2012,587268
"new.row.10619","21300",2013,600088
"new.row.10620","24020",1969,42086
"new.row.10621","24020",1970,48495
"new.row.10622","24020",1971,54224
"new.row.10623","24020",1972,60864
"new.row.10624","24020",1973,68537
"new.row.10625","24020",1974,77082
"new.row.10626","24020",1975,84957
"new.row.10627","24020",1976,89899
"new.row.10628","24020",1977,100444
"new.row.10629","24020",1978,106749
"new.row.10630","24020",1979,121506
"new.row.10631","24020",1980,148592
"new.row.10632","24020",1981,181461
"new.row.10633","24020",1982,204568
"new.row.10634","24020",1983,229057
"new.row.10635","24020",1984,262624
"new.row.10636","24020",1985,281595
"new.row.10637","24020",1986,299521
"new.row.10638","24020",1987,323554
"new.row.10639","24020",1988,349147
"new.row.10640","24020",1989,416665
"new.row.10641","24020",1990,411145
"new.row.10642","24020",1991,413818
"new.row.10643","24020",1992,420404
"new.row.10644","24020",1993,420212
"new.row.10645","24020",1994,430968
"new.row.10646","24020",1995,477011
"new.row.10647","24020",1996,497618
"new.row.10648","24020",1997,531089
"new.row.10649","24020",1998,559320
"new.row.10650","24020",1999,552315
"new.row.10651","24020",2000,583288
"new.row.10652","24020",2001,612402
"new.row.10653","24020",2002,564588
"new.row.10654","24020",2003,574389
"new.row.10655","24020",2004,624066
"new.row.10656","24020",2005,664766
"new.row.10657","24020",2006,679758
"new.row.10658","24020",2007,762145
"new.row.10659","24020",2008,921583
"new.row.10660","24020",2009,820823
"new.row.10661","24020",2010,895939
"new.row.10662","24020",2011,962193
"new.row.10663","24020",2012,1055340
"new.row.10664","24020",2013,1077003
"new.row.10665","27060",1969,41026
"new.row.10666","27060",1970,45347
"new.row.10667","27060",1971,49148
"new.row.10668","27060",1972,53720
"new.row.10669","27060",1973,59637
"new.row.10670","27060",1974,67344
"new.row.10671","27060",1975,72693
"new.row.10672","27060",1976,76721
"new.row.10673","27060",1977,85060
"new.row.10674","27060",1978,90481
"new.row.10675","27060",1979,101305
"new.row.10676","27060",1980,124077
"new.row.10677","27060",1981,155983
"new.row.10678","27060",1982,169274
"new.row.10679","27060",1983,192900
"new.row.10680","27060",1984,214096
"new.row.10681","27060",1985,225406
"new.row.10682","27060",1986,241106
"new.row.10683","27060",1987,251079
"new.row.10684","27060",1988,269854
"new.row.10685","27060",1989,327166
"new.row.10686","27060",1990,323788
"new.row.10687","27060",1991,331214
"new.row.10688","27060",1992,336832
"new.row.10689","27060",1993,350086
"new.row.10690","27060",1994,370689
"new.row.10691","27060",1995,410416
"new.row.10692","27060",1996,436703
"new.row.10693","27060",1997,450579
"new.row.10694","27060",1998,483703
"new.row.10695","27060",1999,485694
"new.row.10696","27060",2000,530438
"new.row.10697","27060",2001,558256
"new.row.10698","27060",2002,505792
"new.row.10699","27060",2003,529874
"new.row.10700","27060",2004,586036
"new.row.10701","27060",2005,606957
"new.row.10702","27060",2006,645347
"new.row.10703","27060",2007,739404
"new.row.10704","27060",2008,825391
"new.row.10705","27060",2009,709692
"new.row.10706","27060",2010,710405
"new.row.10707","27060",2011,836314
"new.row.10708","27060",2012,975113
"new.row.10709","27060",2013,991481
"new.row.10710","28740",1969,82684
"new.row.10711","28740",1970,90412
"new.row.10712","28740",1971,97182
"new.row.10713","28740",1972,104740
"new.row.10714","28740",1973,118752
"new.row.10715","28740",1974,136446
"new.row.10716","28740",1975,149995
"new.row.10717","28740",1976,155607
"new.row.10718","28740",1977,169873
"new.row.10719","28740",1978,181181
"new.row.10720","28740",1979,197431
"new.row.10721","28740",1980,235131
"new.row.10722","28740",1981,285076
"new.row.10723","28740",1982,327563
"new.row.10724","28740",1983,359523
"new.row.10725","28740",1984,419806
"new.row.10726","28740",1985,451649
"new.row.10727","28740",1986,469470
"new.row.10728","28740",1987,489336
"new.row.10729","28740",1988,530155
"new.row.10730","28740",1989,632767
"new.row.10731","28740",1990,604921
"new.row.10732","28740",1991,630006
"new.row.10733","28740",1992,662110
"new.row.10734","28740",1993,633155
"new.row.10735","28740",1994,644360
"new.row.10736","28740",1995,706268
"new.row.10737","28740",1996,727399
"new.row.10738","28740",1997,769522
"new.row.10739","28740",1998,818417
"new.row.10740","28740",1999,808875
"new.row.10741","28740",2000,862457
"new.row.10742","28740",2001,889078
"new.row.10743","28740",2002,771515
"new.row.10744","28740",2003,777426
"new.row.10745","28740",2004,890390
"new.row.10746","28740",2005,1047083
"new.row.10747","28740",2006,1149212
"new.row.10748","28740",2007,1295307
"new.row.10749","28740",2008,1462958
"new.row.10750","28740",2009,1302758
"new.row.10751","28740",2010,1416729
"new.row.10752","28740",2011,1528062
"new.row.10753","28740",2012,1757587
"new.row.10754","28740",2013,1780799
"new.row.10755","40380",1969,609031
"new.row.10756","40380",1970,650440
"new.row.10757","40380",1971,687488
"new.row.10758","40380",1972,731844
"new.row.10759","40380",1973,813699
"new.row.10760","40380",1974,920242
"new.row.10761","40380",1975,986049
"new.row.10762","40380",1976,1037411
"new.row.10763","40380",1977,1140128
"new.row.10764","40380",1978,1204613
"new.row.10765","40380",1979,1361602
"new.row.10766","40380",1980,1639050
"new.row.10767","40380",1981,2023201
"new.row.10768","40380",1982,2326612
"new.row.10769","40380",1983,2513694
"new.row.10770","40380",1984,2888359
"new.row.10771","40380",1985,3028461
"new.row.10772","40380",1986,3148183
"new.row.10773","40380",1987,3217034
"new.row.10774","40380",1988,3437994
"new.row.10775","40380",1989,4125288
"new.row.10776","40380",1990,4024178
"new.row.10777","40380",1991,4070481
"new.row.10778","40380",1992,3975602
"new.row.10779","40380",1993,3973972
"new.row.10780","40380",1994,4091960
"new.row.10781","40380",1995,4471370
"new.row.10782","40380",1996,4719730
"new.row.10783","40380",1997,5122790
"new.row.10784","40380",1998,5354275
"new.row.10785","40380",1999,5166672
"new.row.10786","40380",2000,5509752
"new.row.10787","40380",2001,5720774
"new.row.10788","40380",2002,5295867
"new.row.10789","40380",2003,5088882
"new.row.10790","40380",2004,5481298
"new.row.10791","40380",2005,6049824
"new.row.10792","40380",2006,6501162
"new.row.10793","40380",2007,7412934
"new.row.10794","40380",2008,8233630
"new.row.10795","40380",2009,7158492
"new.row.10796","40380",2010,7058592
"new.row.10797","40380",2011,8102518
"new.row.10798","40380",2012,9822918
"new.row.10799","40380",2013,9968923
"new.row.10800","45060",1969,306859
"new.row.10801","45060",1970,334213
"new.row.10802","45060",1971,355807
"new.row.10803","45060",1972,379181
"new.row.10804","45060",1973,415446
"new.row.10805","45060",1974,466812
"new.row.10806","45060",1975,512005
"new.row.10807","45060",1976,535759
"new.row.10808","45060",1977,590089
"new.row.10809","45060",1978,628112
"new.row.10810","45060",1979,705319
"new.row.10811","45060",1980,863332
"new.row.10812","45060",1981,1055107
"new.row.10813","45060",1982,1211966
"new.row.10814","45060",1983,1333131
"new.row.10815","45060",1984,1521899
"new.row.10816","45060",1985,1571431
"new.row.10817","45060",1986,1654687
"new.row.10818","45060",1987,1688833
"new.row.10819","45060",1988,1797576
"new.row.10820","45060",1989,2121014
"new.row.10821","45060",1990,2085172
"new.row.10822","45060",1991,2141222
"new.row.10823","45060",1992,2120350
"new.row.10824","45060",1993,2164846
"new.row.10825","45060",1994,2224555
"new.row.10826","45060",1995,2424788
"new.row.10827","45060",1996,2520643
"new.row.10828","45060",1997,2668234
"new.row.10829","45060",1998,2743455
"new.row.10830","45060",1999,2722902
"new.row.10831","45060",2000,2899713
"new.row.10832","45060",2001,2922279
"new.row.10833","45060",2002,2668230
"new.row.10834","45060",2003,2833334
"new.row.10835","45060",2004,2890916
"new.row.10836","45060",2005,3243335
"new.row.10837","45060",2006,3471437
"new.row.10838","45060",2007,4055848
"new.row.10839","45060",2008,4356238
"new.row.10840","45060",2009,3800901
"new.row.10841","45060",2010,3849052
"new.row.10842","45060",2011,4425332
"new.row.10843","45060",2012,4844599
"new.row.10844","45060",2013,4957714
"new.row.10845","46540",1969,175362
"new.row.10846","46540",1970,193977
"new.row.10847","46540",1971,207800
"new.row.10848","46540",1972,220871
"new.row.10849","46540",1973,241624
"new.row.10850","46540",1974,268948
"new.row.10851","46540",1975,293962
"new.row.10852","46540",1976,310274
"new.row.10853","46540",1977,341682
"new.row.10854","46540",1978,366614
"new.row.10855","46540",1979,409481
"new.row.10856","46540",1980,494404
"new.row.10857","46540",1981,593058
"new.row.10858","46540",1982,681341
"new.row.10859","46540",1983,720272
"new.row.10860","46540",1984,818847
"new.row.10861","46540",1985,855898
"new.row.10862","46540",1986,888103
"new.row.10863","46540",1987,904476
"new.row.10864","46540",1988,928211
"new.row.10865","46540",1989,1081021
"new.row.10866","46540",1990,1065067
"new.row.10867","46540",1991,1078077
"new.row.10868","46540",1992,1075606
"new.row.10869","46540",1993,1098044
"new.row.10870","46540",1994,1106873
"new.row.10871","46540",1995,1157674
"new.row.10872","46540",1996,1173410
"new.row.10873","46540",1997,1253065
"new.row.10874","46540",1998,1263131
"new.row.10875","46540",1999,1248521
"new.row.10876","46540",2000,1307346
"new.row.10877","46540",2001,1335123
"new.row.10878","46540",2002,1152809
"new.row.10879","46540",2003,1175072
"new.row.10880","46540",2004,1309004
"new.row.10881","46540",2005,1395460
"new.row.10882","46540",2006,1426156
"new.row.10883","46540",2007,1679760
"new.row.10884","46540",2008,1859956
"new.row.10885","46540",2009,1701610
"new.row.10886","46540",2010,1695814
"new.row.10887","46540",2011,1873756
"new.row.10888","46540",2012,2154872
"new.row.10889","46540",2013,2204238
"new.row.10890","48060",1969,40562
"new.row.10891","48060",1970,44512
"new.row.10892","48060",1971,47752
"new.row.10893","48060",1972,51305
"new.row.10894","48060",1973,57423
"new.row.10895","48060",1974,64004
"new.row.10896","48060",1975,69658
"new.row.10897","48060",1976,72344
"new.row.10898","48060",1977,80269
"new.row.10899","48060",1978,84762
"new.row.10900","48060",1979,96078
"new.row.10901","48060",1980,113892
"new.row.10902","48060",1981,135569
"new.row.10903","48060",1982,162247
"new.row.10904","48060",1983,167149
"new.row.10905","48060",1984,188045
"new.row.10906","48060",1985,202392
"new.row.10907","48060",1986,223042
"new.row.10908","48060",1987,256454
"new.row.10909","48060",1988,288104
"new.row.10910","48060",1989,344867
"new.row.10911","48060",1990,343673
"new.row.10912","48060",1991,361914
"new.row.10913","48060",1992,372237
"new.row.10914","48060",1993,373755
"new.row.10915","48060",1994,384518
"new.row.10916","48060",1995,417966
"new.row.10917","48060",1996,425734
"new.row.10918","48060",1997,434847
"new.row.10919","48060",1998,464153
"new.row.10920","48060",1999,469008
"new.row.10921","48060",2000,500188
"new.row.10922","48060",2001,525435
"new.row.10923","48060",2002,525465
"new.row.10924","48060",2003,568673
"new.row.10925","48060",2004,602540
"new.row.10926","48060",2005,652240
"new.row.10927","48060",2006,691594
"new.row.10928","48060",2007,772902
"new.row.10929","48060",2008,856931
"new.row.10930","48060",2009,856978
"new.row.10931","48060",2010,903439
"new.row.10932","48060",2011,986406
"new.row.10933","48060",2012,1064912
"new.row.10934","48060",2013,1092543
"new.row.10935","11700",1969,104829
"new.row.10936","11700",1970,119226
"new.row.10937","11700",1971,131167
"new.row.10938","11700",1972,143929
"new.row.10939","11700",1973,164877
"new.row.10940","11700",1974,192163
"new.row.10941","11700",1975,212539
"new.row.10942","11700",1976,231635
"new.row.10943","11700",1977,262751
"new.row.10944","11700",1978,296929
"new.row.10945","11700",1979,336069
"new.row.10946","11700",1980,427196
"new.row.10947","11700",1981,534733
"new.row.10948","11700",1982,610594
"new.row.10949","11700",1983,681058
"new.row.10950","11700",1984,779329
"new.row.10951","11700",1985,854222
"new.row.10952","11700",1986,928588
"new.row.10953","11700",1987,974782
"new.row.10954","11700",1988,1073081
"new.row.10955","11700",1989,1271938
"new.row.10956","11700",1990,1313792
"new.row.10957","11700",1991,1337894
"new.row.10958","11700",1992,1389446
"new.row.10959","11700",1993,1478539
"new.row.10960","11700",1994,1578175
"new.row.10961","11700",1995,1768506
"new.row.10962","11700",1996,1892359
"new.row.10963","11700",1997,2102791
"new.row.10964","11700",1998,2266962
"new.row.10965","11700",1999,2237987
"new.row.10966","11700",2000,2406866
"new.row.10967","11700",2001,2354900
"new.row.10968","11700",2002,2278106
"new.row.10969","11700",2003,2233072
"new.row.10970","11700",2004,2578760
"new.row.10971","11700",2005,2794615
"new.row.10972","11700",2006,3071174
"new.row.10973","11700",2007,3532598
"new.row.10974","11700",2008,3530956
"new.row.10975","11700",2009,3048621
"new.row.10976","11700",2010,2959605
"new.row.10977","11700",2011,3354390
"new.row.10978","11700",2012,3641521
"new.row.10979","11700",2013,3696714
"new.row.10980","15500",1969,34594
"new.row.10981","15500",1970,38761
"new.row.10982","15500",1971,42238
"new.row.10983","15500",1972,46016
"new.row.10984","15500",1973,50636
"new.row.10985","15500",1974,57642
"new.row.10986","15500",1975,63876
"new.row.10987","15500",1976,68845
"new.row.10988","15500",1977,76690
"new.row.10989","15500",1978,85262
"new.row.10990","15500",1979,95141
"new.row.10991","15500",1980,119375
"new.row.10992","15500",1981,149913
"new.row.10993","15500",1982,180469
"new.row.10994","15500",1983,196099
"new.row.10995","15500",1984,226609
"new.row.10996","15500",1985,247893
"new.row.10997","15500",1986,271244
"new.row.10998","15500",1987,273607
"new.row.10999","15500",1988,297632
"new.row.11000","15500",1989,350873
"new.row.11001","15500",1990,357400
"new.row.11002","15500",1991,360924
"new.row.11003","15500",1992,373713
"new.row.11004","15500",1993,401552
"new.row.11005","15500",1994,429809
"new.row.11006","15500",1995,478020
"new.row.11007","15500",1996,518958
"new.row.11008","15500",1997,562918
"new.row.11009","15500",1998,610804
"new.row.11010","15500",1999,603297
"new.row.11011","15500",2000,643105
"new.row.11012","15500",2001,645949
"new.row.11013","15500",2002,624127
"new.row.11014","15500",2003,640776
"new.row.11015","15500",2004,642225
"new.row.11016","15500",2005,662677
"new.row.11017","15500",2006,746744
"new.row.11018","15500",2007,879859
"new.row.11019","15500",2008,874589
"new.row.11020","15500",2009,786428
"new.row.11021","15500",2010,750240
"new.row.11022","15500",2011,830933
"new.row.11023","15500",2012,875811
"new.row.11024","15500",2013,895658
"new.row.11025","16740",1969,336304
"new.row.11026","16740",1970,384353
"new.row.11027","16740",1971,424585
"new.row.11028","16740",1972,468961
"new.row.11029","16740",1973,525514
"new.row.11030","16740",1974,606798
"new.row.11031","16740",1975,669961
"new.row.11032","16740",1976,726087
"new.row.11033","16740",1977,811023
"new.row.11034","16740",1978,925660
"new.row.11035","16740",1979,1057061
"new.row.11036","16740",1980,1325350
"new.row.11037","16740",1981,1672039
"new.row.11038","16740",1982,1944563
"new.row.11039","16740",1983,2135301
"new.row.11040","16740",1984,2495243
"new.row.11041","16740",1985,2751581
"new.row.11042","16740",1986,2969499
